,Player,Position,Salary,DK_Points,DK_Value,Points Rank,Value Rank,FPTS,%Drafted,Real_Value
196,N'Keal Harry,WR,3500,3.77,928.3819628647217,83,84,11.7,0.12,299.1452991452992
197,Damion Ratley,WR,3000,3.14,955.4140127388533,86,85,0.0,0.0,9999.0
198,Laquon Treadwell,WR,3200,3.22,993.7888198757763,85,86,0.0,0.0,9999.0
199,Dante Pettis,WR,3000,2.89,1038.0622837370242,89,87,0.0,0.0,9999.0
200,Marquez Valdes-Scantling,WR,3200,3.0600000000000005,1045.751633986928,87,88,0.0,0.01,9999.0
201,Malik Turner,WR,3300,2.95,1118.6440677966102,88,89,5.6,0.01,589.2857142857142
202,Kalif Raymond,WR,3300,2.84,1161.9718309859156,90,90,0.0,0.0,9999.0
203,Mack Hollins,WR,3000,2.34,1282.0512820512822,92,91,0.0,0.0,9999.0
204,Michael Walker,WR,3000,2.33,1287.5536480686694,93,92,0.0,0.0,9999.0
205,Cordarrelle Patterson,WR,3000,2.31,1298.7012987012986,94,93,0.0,0.0,9999.0
206,Tavon Austin,WR,3000,2.1500000000000004,1395.348837209302,95,94,0.0,0.0,9999.0
207,Justin Hardy,WR,3300,2.3400000000000003,1410.2564102564102,91,95,0.0,0.0,9999.0
208,Rico Gafford,WR,3300,2.1500000000000004,1534.8837209302326,96,96,0.0,0.01,9999.0
209,Rashard Higgins,WR,3000,1.83,1639.344262295082,97,97,0.0,0.01,9999.0
210,Riley Ridley,WR,3000,1.7800000000000002,1685.393258426966,98,98,0.0,0.0,9999.0
211,Cody Latimer,WR,3000,1.66,1807.2289156626507,99,99,0.0,0.0,9999.0
212,Jake Kumerow,WR,3000,1.62,1851.8518518518522,100,100,0.0,0.0,9999.0
213,Jalen Guyton,WR,3000,1.58,1898.7341772151892,101,101,0.0,0.0,9999.0
214,Marcell Ateman,WR,3000,1.27,2362.2047244094488,102,102,0.0,0.0,9999.0
215,Byron Pringle,WR,3000,1.2400000000000002,2419.354838709677,103,103,0.0,0.0,9999.0
216,Andre Patton,WR,3000,1.16,2586.2068965517237,104,104,0.0,0.0,9999.0
217,Richie James,WR,3000,1.05,2857.142857142857,105,105,0.0,0.0,9999.0
107,Julio Jones,WR,8000,21.750000000000004,367.8160919540229,2,1,29.6,48.26,270.27027027027026
108,Michael Thomas,WR,9300,24.16,384.9337748344371,1,2,34.6,77.36,268.78612716763007
109,Keenan Allen,WR,6300,16.29,386.7403314917127,4,3,11.6,31.27,543.1034482758621
110,Mike Williams,WR,5000,12.670000000000002,394.6329913180741,19,4,8.1,8.66,617.2839506172841
111,Chris Conley,WR,4300,10.71,401.4939309056957,28,5,13.6,2.36,316.1764705882353
112,Courtland Sutton,WR,6200,15.29,405.49378678875087,8,6,9.1,6.03,681.3186813186812
113,Jamison Crowder,WR,5400,13.1,412.2137404580152,14,7,10.0,0.53,540.0
114,Larry Fitzgerald,WR,4200,10.14,414.2011834319526,29,8,14.8,24.3,283.78378378378375
115,Tyler Boyd,WR,5800,13.96,415.47277936962746,12,9,36.8,10.52,157.60869565217394
116,Devante Parker,WR,6800,16.32,416.66666666666674,3,10,25.1,5.74,270.91633466135454
117,Terry McLaurin,WR,6200,14.840000000000002,417.7897574123989,10,11,15.6,4.38,397.4358974358975
118,Albert Wilson,WR,3800,9.08,418.5022026431719,35,12,15.8,0.5,240.50632911392404
119,Jarvis Landry,WR,6000,14.3,419.58041958041963,11,13,14.4,0.91,416.6666666666666
120,Michael Gallup,WR,5500,13.070000000000002,420.81101759755165,15,14,14.8,3.41,371.6216216216216
121,Alex Erickson,WR,3300,7.770000000000001,424.71042471042466,43,15,11.5,11.5,286.95652173913044
122,D.K. Metcalf,WR,5900,13.87,425.3785147801009,13,16,0.0,4.41,9999.0
123,Dede Westbrook,WR,5100,11.79,432.5699745547074,24,17,2.5,0.32,2040.0
124,Amari Cooper,WR,6700,15.48,432.8165374677002,7,18,6.4,4.53,1046.875
125,Marquise Brown,WR,5200,11.99,433.6947456213511,22,19,1.6,1.07,3250.0
126,D.J. Moore,WR,6900,15.8,436.70886075949363,5,20,1.1,2.69,6272.727272727272
127,John Ross,WR,4200,9.48,443.0379746835443,32,21,15.0,1.55,280.0
128,Corey Davis,WR,4000,8.83,453.0011325028312,37,22,7.0,0.42,571.4285714285714
129,Tyrell Williams,WR,4900,10.760000000000002,455.3903345724905,26,23,12.2,0.3,401.63934426229514
130,Danny Amendola,WR,4900,10.75,455.8139534883722,27,24,4.1,2.42,1195.1219512195125
131,Christian Kirk,WR,5600,12.18,459.7701149425288,20,25,0.9,0.93,9999.0
132,Darius Slayton,WR,5500,11.94,460.6365159128978,23,26,0.0,0.98,9999.0
133,A.J. Brown,WR,7000,14.96,467.9144385026738,9,27,15.3,2.44,457.516339869281
134,Sterling Shepard,WR,6100,12.87,473.970473970474,18,28,19.6,0.47,311.2244897959184
135,Golden Tate,WR,4800,10.09,475.71853320118936,30,29,15.6,0.97,307.6923076923077
136,Randall Cobb,WR,4100,8.59,477.29918509895225,40,30,12.3,0.67,333.3333333333333
137,Odell Beckham Jr.,WR,5800,12.12,478.54785478547853,21,31,14.4,0.34,402.77777777777777
138,Greg Ward,WR,4200,8.72,481.65137614678895,39,32,11.6,34.45,362.06896551724134
139,Tyler Lockett,WR,7600,15.71,483.7683004455761,6,33,2.2,1.52,3454.545454545454
140,T.Y. Hilton,WR,6400,13.06,490.04594180704436,16,34,5.6,0.84,1142.857142857143
141,Kenny Golladay,WR,6500,13.03,498.8488104374521,17,35,18.6,0.27,349.46236559139777
142,Russell Gage,WR,4400,8.770000000000001,501.71037628278214,38,36,10.6,0.35,415.0943396226416
143,Vyncint Smith,WR,3000,5.94,505.05050505050514,51,37,6.2,0.05,483.8709677419355
144,Curtis Samuel,WR,4500,8.86,507.9006772009031,36,38,4.1,2.09,1097.5609756097563
145,Kelvin Harmon,WR,3500,6.5,538.4615384615385,46,39,11.24,0.06,311.3879003558718
146,D.J. Chark,WR,6300,11.670000000000002,539.8457583547557,25,40,3.8,0.33,1657.8947368421054
147,Christian Blake,WR,3100,5.74,540.0696864111499,52,41,0.0,0.35,9999.0
148,Isaiah Ford,WR,3400,6.2200000000000015,546.6237942122186,48,42,11.8,0.01,288.135593220339
149,Diontae Johnson,WR,4700,8.49,553.5924617196702,41,43,22.1,1.23,212.66968325791854
150,Hunter Renfrow,WR,3600,6.4700000000000015,556.4142194744976,47,44,26.7,0.23,134.83146067415728
151,Allen Hurns,WR,3900,6.8100000000000005,572.6872246696033,45,45,6.1,0.03,639.344262295082
152,Steven Sims,WR,4000,6.9499999999999975,575.5395683453237,44,46,25.3,3.49,158.10276679841897
153,Robby Anderson,WR,5700,9.88,576.923076923077,31,47,11.2,0.05,508.9285714285714
154,Jeff Smith,WR,3000,5.15,582.5242718446601,56,48,0.0,0.0,9999.0
155,Tim Patrick,WR,3600,6.1400000000000015,586.3192182410422,49,49,9.8,0.3,367.3469387755102
156,James Washington,WR,5300,8.47,625.7378984651713,42,50,9.1,0.4,582.4175824175825
157,Damiere Byrd,WR,3700,5.69,650.2636203866432,54,51,2.1,0.06,1761.904761904762
158,Zay Jones,WR,3000,4.59,653.5947712418301,62,52,4.4,0.11,681.8181818181818
159,Ted Ginn,WR,3900,5.960000000000001,654.3624161073825,50,53,0.0,0.14,9999.0
160,Zach Pascal,WR,6100,9.25,659.4594594594595,34,54,1.6,0.09,3812.5
161,DaeSean Hamilton,WR,3200,4.85,659.7938144329897,58,55,18.5,1.14,172.972972972973
162,Jarius Wright,WR,3000,4.540000000000001,660.7929515418501,63,56,2.9,0.02,1034.4827586206898
163,Pharoh Cooper,WR,3000,4.54,660.7929515418502,64,57,0.0,0.0,9999.0
164,Keelan Cole,WR,3600,5.17,696.3249516441008,55,58,3.9,0.18,923.0769230769232
165,David Moore,WR,3300,4.69,703.6247334754797,59,59,4.0,0.06,825.0
166,JuJu Smith-Schuster,WR,6600,9.27,711.9741100323625,33,60,4.2,0.19,1571.428571428571
167,Chris Lacy,WR,3000,4.15,722.8915662650603,67,61,0.0,0.02,9999.0
168,Tajae Sharpe,WR,3700,5.08,728.3464566929132,57,62,23.9,0.05,154.81171548117157
169,Willie Snead,WR,3400,4.6,739.1304347826087,61,63,0.0,0.19,9999.0
170,Malik Turner,WR,3500,4.67,749.4646680942185,60,64,3.3,0.02,1060.6060606060607
171,Andy Isabella,WR,3000,4.0,750.0,68,65,0.0,0.0,9999.0
172,Marcus Johnson,WR,4300,5.7200000000000015,751.7482517482516,53,66,1.2,0.06,3583.333333333333
173,Kalif Raymond,WR,3000,3.87,775.1937984496125,70,67,0.0,0.0,9999.0
174,Tre'Quan Smith,WR,3500,4.380000000000001,799.0867579908675,65,68,2.3,0.28,1521.7391304347827
175,Jaron Brown,WR,3000,3.62,828.7292817679557,71,69,0.0,0.02,9999.0
176,Seth Roberts,WR,3800,4.35,873.5632183908046,66,70,4.3,0.11,883.7209302325583
177,Dontrelle Inman,WR,3500,3.98,879.3969849246231,69,71,2.8,0.03,1250.0
178,Chris Hogan,WR,3000,3.2500000000000004,923.0769230769232,72,72,3.6,0.01,833.3333333333333
179,Cody Latimer,WR,3000,3.1100000000000003,964.6302250803858,75,73,15.4,0.01,194.80519480519482
180,Miles Boykin,WR,3200,3.25,984.6153846153846,73,74,1.8,0.07,1777.7777777777776
181,Keelan Doss,WR,3000,2.98,1006.7114093959732,76,75,0.0,0.0,9999.0
182,Damion Ratley,WR,3000,2.9200000000000004,1027.3972602739723,77,76,0.0,0.01,9999.0
183,Andre Patton,WR,3000,2.81,1067.6156583629893,78,77,0.0,0.0,9999.0
184,Tavon Austin,WR,3400,3.12,1089.7435897435896,74,78,1.5,0.02,2266.6666666666665
185,Olamide Zaccheaus,WR,3500,2.8000000000000003,1249.9999999999998,79,79,0.0,0.01,9999.0
186,Ashton Dulin,WR,3200,2.34,1367.5213675213674,80,80,0.0,0.0,9999.0
187,Justin Hardy,WR,3300,2.3200000000000003,1422.413793103448,81,81,0.0,0.01,9999.0
188,Braxton Berrios,WR,3000,1.75,1714.2857142857142,82,82,0.0,0.0,9999.0
189,C.J. Board,WR,3100,1.37,2262.7737226277372,83,83,0.0,0.0,9999.0
190,Rashard Higgins,WR,3000,1.32,2272.7272727272725,84,84,0.0,0.0,9999.0
191,Deon Cain,WR,3000,1.16,2586.2068965517237,85,85,0.0,0.0,9999.0
192,Deonte Harris,WR,3000,1.04,2884.6153846153843,86,86,0.0,0.0,9999.0
