"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Matt Breida","SF","10.7","50.7","0.2","1.6","12.7","0.1","0.1","7.9"
"James White","NE","4.1","17.0","0.1","4.6","37.9","0.2","0.1","7.3"
"Tarik Cohen","CHI","5.8","21.6","0.1","3.9","34.3","0.2","0.1","7.3"
"Chris Thompson","WAS","5.1","22.6","0.1","4.4","41.8","0.1","0.1","7.2"
"Ronald Jones II","TB","11.7","46.4","0.2","1.4","10.4","0.0","0.1","6.9"
"Duke Johnson","HOU","6.0","28.3","0.1","3.1","28.8","0.1","0.1","6.8"
"Peyton Barber","TB","12.5","45.2","0.2","1.7","8.8","0.0","0.1","6.5"
"Adrian Peterson","WAS","12.1","42.6","0.2","1.2","7.2","0.0","0.1","5.7"
"Raheem Mostert","SF","8.1","41.2","0.1","1.6","9.2","0.1","0.2","5.7"
"Jaylen Samuels","PIT","6.2","21.6","0.1","2.9","20.6","0.1","0.0","5.7"
"Devin Singletary","BUF","6.6","29.5","0.1","2.5","18.8","0.0","0.1","5.4"
"Giovani Bernard","CIN","6.2","24.6","0.1","2.5","19.4","0.0","0.1","5.2"
"Rashaad Penny","SEA","7.8","37.6","0.1","1.2","5.5","0.0","0.0","5.2"
"Ito Smith","ATL","6.6","26.2","0.1","2.0","13.3","0.0","0.1","4.7"
"Tevin Coleman","SF","6.4","26.1","0.1","1.2","9.3","0.1","0.1","4.5"
"Gus Edwards","BAL","8.0","36.4","0.1","0.5","2.5","0.0","0.1","4.3"
"Nyheim Hines","IND","4.6","18.0","0.0","2.9","19.2","0.1","0.0","4.3"
"Alexander Mattison","MIN","7.4","29.2","0.1","1.0","5.9","0.0","0.1","4.2"
"Darrel Williams","KC","5.4","20.9","0.1","1.4","10.2","0.0","0.1","3.9"
"Dion Lewis","TEN","5.2","19.8","0.1","2.3","12.9","0.1","0.1","3.8"
"Latavius Murray","NO","6.4","22.3","0.2","1.0","5.5","0.0","0.0","3.8"
"Tony Pollard","DAL","6.0","23.8","0.1","1.1","6.6","0.0","0.1","3.7"
"T.J. Yeldon","BUF","4.2","15.5","0.1","2.1","15.8","0.1","0.1","3.6"
"Jeff Wilson","SF","6.1","22.2","0.2","0.9","4.8","0.0","0.1","3.5"
"Malcolm Brown","LAR","5.5","23.5","0.1","0.6","3.9","0.0","0.0","3.5"
"Jordan Wilkins","IND","4.4","28.4","0.1","0.6","3.1","0.0","0.2","3.3"
"Jalen Richard","OAK","3.3","13.0","0.0","2.4","14.6","0.0","0.1","2.9"
"Jonathan Hilliman","NYG","4.9","19.4","0.1","1.1","5.5","0.0","0.1","2.9"
"Dexter Williams","GB","4.7","18.5","0.1","1.1","7.2","0.0","0.1","2.9"
"Darren Sproles","PHI","2.6","9.9","0.0","2.1","15.0","0.1","0.0","2.9"
"Ty Montgomery","NYJ","4.3","15.8","0.1","1.1","7.1","0.0","0.1","2.8"
"Ryquell Armstead","JAC","4.2","16.7","0.0","1.1","6.7","0.0","0.0","2.7"
"Chase Edmonds","ARI","3.5","14.7","0.1","1.4","7.9","0.0","0.0","2.6"
"Dare Ogunbowale","TB","1.7","6.2","0.0","2.5","17.6","0.0","0.0","2.6"
"Dontrell Hilliard","CLE","3.2","11.7","0.0","1.3","9.5","0.0","0.0","2.4"
"Justice Hill","BAL","3.2","12.5","0.1","1.0","6.4","0.0","0.0","2.3"
"DeAndre Washington","OAK","4.5","15.3","0.0","1.2","6.0","0.0","0.1","2.2"
"C.J. Prosise","SEA","3.3","9.2","0.0","1.5","10.2","0.0","0.0","2.2"
"Brandon Bolden","NE","1.9","7.9","0.1","0.9","4.2","0.0","0.1","1.9"
"Kerrith Whyte","CHI","1.9","7.0","0.1","0.2","2.3","0.0","0.0","1.5"
"Mike Davis","CHI","2.8","9.8","0.1","0.5","2.0","0.0","0.0","1.5"
"Kyle Juszczyk","SF","0.6","2.1","0.0","1.4","11.9","0.0","0.1","1.4"
"Darwin Thompson","KC","1.8","7.2","0.0","0.7","4.2","0.0","0.0","1.4"
"Trayveon Williams","CIN","1.4","6.5","0.1","0.1","0.9","0.0","0.0","1.3"
"Corey Clement","PHI","1.9","7.0","0.1","0.3","1.9","0.0","0.0","1.3"
"Alex Armah","CAR","1.1","4.6","0.1","0.4","1.7","0.0","0.0","1.2"
"Wendell Smallwood","WAS","1.9","6.1","0.0","0.7","4.2","0.0","0.0","1.1"
"Reggie Bonnafon","CAR","1.8","7.0","0.0","0.3","1.1","0.0","0.0","1.0"
"Ameer Abdullah","MIN","1.6","5.3","0.0","0.6","3.7","0.0","0.0","1.0"
"Benny Snell Jr.","PIT","2.0","6.8","0.0","0.4","1.3","0.0","0.0","1.0"
"Elijhaa Penny","NYG","2.0","7.3","0.0","0.3","1.5","0.0","0.0","0.9"
"Darrell Henderson","LAR","1.5","5.9","0.0","0.3","1.4","0.0","0.0","0.9"
"CJ Ham","MIN","0.5","1.5","0.0","1.1","6.6","0.0","0.0","0.9"
"Dan Vitale","GB","0.5","1.6","0.0","1.0","7.0","0.0","0.0","0.9"
"D'Ernest Johnson","CLE","0.9","3.6","0.0","0.5","3.4","0.0","0.0","0.8"
"Jordan Scarlett","CAR","1.4","5.2","0.0","0.3","1.1","0.0","0.0","0.8"
"Patrick DiMarco","BUF","1.0","3.3","0.0","0.8","4.6","0.0","0.0","0.8"
"Derek Watt","LAC","1.2","4.3","0.0","0.6","3.0","0.0","0.0","0.8"
"Andy Janovich","DEN","0.3","1.2","0.0","0.5","3.9","0.0","0.0","0.8"
"Travis Homer","SEA","1.1","4.5","0.0","0.2","1.0","0.0","0.0","0.7"
"Justin Jackson","LAC","2.9","5.0","0.0","0.6","2.4","0.0","0.0","0.7"
"Troymaine Pope","LAC","1.5","4.5","0.0","0.6","2.7","0.0","0.0","0.7"
"Zach Line","NO","0.6","2.2","0.0","0.5","2.0","0.0","0.0","0.6"
"Aaron Stecker","ATL","1.5","4.4","0.0","0.6","1.9","0.0","0.0","0.6"
"Mike Boone","MIN","1.1","3.6","0.0","0.4","1.6","0.0","0.0","0.5"
"T.J. Logan","TB","0.8","2.7","0.0","0.4","2.4","0.0","0.0","0.5"
"Anthony Sherman","KC","0.5","1.7","0.0","0.4","3.2","0.0","0.0","0.5"
"Qadree Ollison","ATL","1.3","4.3","0.0","0.3","0.9","0.0","0.0","0.5"
"Shaun Wilson","WAS","0.2","1.0","0.0","0.4","2.7","0.0","0.0","0.5"
"John Kelly","LAR","1.4","3.8","0.0","0.5","1.2","0.0","0.0","0.5"
"Buddy Howell","HOU","0.9","3.7","0.0","0.1","1.0","0.0","0.0","0.5"
"Damien Harris","NE","1.0","3.8","0.0","0.3","1.0","0.0","0.0","0.5"
"Brian Hill","ATL","1.0","3.9","0.0","0.2","0.7","0.0","0.0","0.4"
"Jakob Johnson","NE","0.7","3.0","0.0","0.1","1.0","0.0","0.0","0.4"
"Patrick Ricard","BAL","0.1","0.3","0.0","0.3","1.2","0.0","0.0","0.4"
"Jamize Olawale","DAL","0.4","1.2","0.0","0.6","2.3","0.0","0.0","0.3"
"Alec Ingold","OAK","0.8","2.7","0.0","0.3","0.8","0.0","0.0","0.3"
"Tyler Ervin","JAC","0.7","1.9","0.0","0.3","1.6","0.0","0.0","0.3"
"Devontae Booker","DEN","0.5","2.1","0.0","0.3","1.4","0.0","0.0","0.3"
"Dwayne Washington","NO","0.7","2.9","0.0","0.0","0.2","0.0","0.0","0.3"
"Taiwan Jones","HOU","0.5","2.2","0.0","0.1","0.7","0.0","0.0","0.3"
"Jonathan Williams","IND","0.5","2.4","0.0","0.0","0.3","0.0","0.0","0.3"
"Nick Bellore","SEA","0.2","1.1","0.0","0.1","0.9","0.0","0.0","0.3"
"Cullen Gillaspia","HOU","0.3","1.0","0.0","0.2","1.0","0.0","0.0","0.2"
"Trenton Cannon","NYJ","0.4","1.2","0.0","0.2","0.9","0.0","0.0","0.2"
"Samaje Perine","CIN","0.3","1.2","0.0","0.1","0.6","0.0","0.0","0.2"
"Keith Smith","ATL","0.2","1.1","0.0","0.1","0.6","0.0","0.0","0.2"
"D.J. Foster","ARI","0.2","0.8","0.0","0.1","0.6","0.0","0.0","0.1"
"Bilal Powell","NYJ","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0"
"Tavon Austin","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
