,Unnamed: 0,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary,Actual_Points,Ownership
26,26,Jameis Winston,Derrick Henry,Patrick Laird,Michael Thomas,D.J. Moore,Mike Williams,Darren Waller,Duke Johnson,Washington Redskins,141.40200000000002,49900,169.84,1.83%5.86%2.52%51.41%11.16%4.40%8.84%0.53%2.89%
27,27,Jameis Winston,Derrick Henry,James White,Michael Thomas,Christian Kirk,Mike Williams,Jack Doyle,Kenyan Drake,Washington Redskins,141.352,49600,166.04,1.83%5.86%3.82%51.41%3.18%4.40%18.50%1.50%2.89%
28,28,Jameis Winston,Derrick Henry,Patrick Laird,Michael Thomas,D.J. Moore,Mike Williams,George Kittle,Duke Johnson,Washington Redskins,141.28199999999995,50000,176.23999999999998,1.83%5.86%2.52%51.41%11.16%4.40%3.13%0.53%2.89%
29,29,Jameis Winston,Derrick Henry,James White,Michael Thomas,Jarvis Landry,Mike Williams,Jack Doyle,Patrick Laird,Washington Redskins,141.232,49800,163.64,1.83%5.86%3.82%51.41%2.20%4.40%18.50%2.52%2.89%
30,30,Jameis Winston,Derrick Henry,Duke Johnson,Michael Thomas,D.J. Moore,Christian Kirk,Jack Doyle,Mike Williams,Washington Redskins,141.092,49800,166.54,1.83%5.86%0.53%51.41%11.16%3.18%18.50%4.40%2.89%
31,31,Jameis Winston,Derrick Henry,Duke Johnson,Michael Thomas,Mike Evans,Christian Kirk,Jack Doyle,Mike Williams,Washington Redskins,141.092,50000,167.54,1.83%5.86%0.53%51.41%2.35%3.18%18.50%4.40%2.89%
32,32,Deshaun Watson,Derrick Henry,Kenyan Drake,Michael Thomas,Christian Kirk,Mike Williams,Jack Doyle,Darren Waller,Washington Redskins,141.058,50000,155.28,36.57%5.86%1.50%51.41%3.18%4.40%18.50%8.84%2.89%
33,33,Jameis Winston,Derrick Henry,Patrick Laird,Michael Thomas,Chris Godwin,Christian Kirk,Jack Doyle,Duke Johnson,Washington Redskins,141.032,49700,168.83999999999997,1.83%5.86%2.52%51.41%3.28%3.18%18.50%0.53%2.89%
34,34,Jameis Winston,Derrick Henry,Duke Johnson,Michael Thomas,Christian Kirk,Mike Williams,Darren Waller,George Kittle,Washington Redskins,141.02200000000002,49900,180.74,1.83%5.86%0.53%51.41%3.18%4.40%8.84%3.13%2.89%
35,35,Deshaun Watson,Devonta Freeman,Derrick Henry,Michael Thomas,Christian Kirk,Mike Williams,Jack Doyle,James White,Washington Redskins,141.018,49900,165.08,36.57%25.93%5.86%51.41%3.18%4.40%18.50%3.82%2.89%
36,36,Jameis Winston,Devonta Freeman,Derrick Henry,Michael Thomas,Christian Kirk,Mike Williams,Darren Waller,Patrick Laird,Washington Redskins,140.90200000000004,49600,183.54000000000002,1.83%25.93%5.86%51.41%3.18%4.40%8.84%2.52%2.89%
37,37,Jameis Winston,Derrick Henry,Patrick Laird,Michael Thomas,Mike Evans,Christian Kirk,Jack Doyle,Duke Johnson,Washington Redskins,140.90200000000004,49600,165.83999999999997,1.83%5.86%2.52%51.41%2.35%3.18%18.50%0.53%2.89%
38,38,Deshaun Watson,Derrick Henry,Patrick Laird,Michael Thomas,Christian Kirk,Mike Williams,Jack Doyle,Darren Waller,Indianapolis Colts,140.798,49600,162.18,36.57%5.86%2.52%51.41%3.18%4.40%18.50%8.84%25.42%
39,39,Jameis Winston,Devonta Freeman,Derrick Henry,Michael Thomas,Christian Kirk,Mike Williams,George Kittle,Patrick Laird,Washington Redskins,140.782,49700,189.94,1.83%25.93%5.86%51.41%3.18%4.40%3.13%2.52%2.89%
40,40,Jameis Winston,Devonta Freeman,Derrick Henry,Michael Thomas,Jarvis Landry,Mike Williams,Jack Doyle,Duke Johnson,Washington Redskins,140.77200000000002,49500,168.54,1.83%25.93%5.86%51.41%2.20%4.40%18.50%0.53%2.89%
41,41,Jameis Winston,Derrick Henry,James White,Michael Thomas,Christian Kirk,Mike Williams,Darren Waller,Patrick Laird,Washington Redskins,140.702,49700,176.54000000000002,1.83%5.86%3.82%51.41%3.18%4.40%8.84%2.52%2.89%
42,42,Deshaun Watson,Derrick Henry,Kenyan Drake,Michael Thomas,Christian Kirk,Mike Williams,Darren Waller,Duke Johnson,Indianapolis Colts,140.688,50000,165.08,36.57%5.86%1.50%51.41%3.18%4.40%8.84%0.53%25.42%
43,43,Deshaun Watson,Derrick Henry,Patrick Laird,Michael Thomas,Christian Kirk,Mike Williams,Jack Doyle,George Kittle,Indianapolis Colts,140.678,49700,168.57999999999998,36.57%5.86%2.52%51.41%3.18%4.40%18.50%3.13%25.42%
44,44,Deshaun Watson,Derrick Henry,Kenyan Drake,Michael Thomas,D.J. Moore,Mike Williams,Jack Doyle,Duke Johnson,Washington Redskins,140.658,49900,148.67999999999998,36.57%5.86%1.50%51.41%11.16%4.40%18.50%0.53%2.89%
45,45,Jameis Winston,Derrick Henry,James White,Michael Thomas,Christian Kirk,Mike Williams,George Kittle,Patrick Laird,Washington Redskins,140.582,49800,182.94,1.83%5.86%3.82%51.41%3.18%4.40%3.13%2.52%2.89%
46,46,Jameis Winston,Derrick Henry,James White,Michael Thomas,Jarvis Landry,Mike Williams,Jack Doyle,Duke Johnson,Washington Redskins,140.572,49600,161.54,1.83%5.86%3.82%51.41%2.20%4.40%18.50%0.53%2.89%
47,47,Deshaun Watson,Derrick Henry,Patrick Laird,Michael Thomas,Chris Godwin,Mike Williams,Jack Doyle,Duke Johnson,Indianapolis Colts,140.528,49800,159.57999999999998,36.57%5.86%2.52%51.41%3.28%4.40%18.50%0.53%25.42%
48,48,Deshaun Watson,Derrick Henry,Patrick Laird,Michael Thomas,D.J. Moore,Mike Williams,Jack Doyle,Duke Johnson,Indianapolis Colts,140.398,49500,155.57999999999998,36.57%5.86%2.52%51.41%11.16%4.40%18.50%0.53%25.42%
49,49,Deshaun Watson,Derrick Henry,Patrick Laird,Michael Thomas,Mike Evans,Mike Williams,Jack Doyle,Duke Johnson,Indianapolis Colts,140.398,49700,156.57999999999998,36.57%5.86%2.52%51.41%2.35%4.40%18.50%0.53%25.42%
50,50,Jameis Winston,Derrick Henry,Kenyan Drake,Michael Thomas,Jarvis Landry,Mike Williams,Jack Doyle,Patrick Laird,Washington Redskins,140.372,49500,160.94,1.83%5.86%1.50%51.41%2.20%4.40%18.50%2.52%2.89%
51,51,Deshaun Watson,Christian McCaffrey,Patrick Laird,Michael Thomas,Christian Kirk,Mike Williams,Jack Doyle,Duke Johnson,Indianapolis Colts,140.338,49800,157.98,36.57%69.89%2.52%51.41%3.18%4.40%18.50%0.53%25.42%
52,52,Deshaun Watson,Derrick Henry,Duke Johnson,Michael Thomas,Jarvis Landry,Mike Williams,Jack Doyle,Darren Waller,Washington Redskins,140.278,50000,150.78,36.57%5.86%0.53%51.41%2.20%4.40%18.50%8.84%2.89%
53,53,Deshaun Watson,Devonta Freeman,Derrick Henry,Michael Thomas,Christian Kirk,Mike Williams,Jack Doyle,Kenyan Drake,Washington Redskins,140.15800000000002,49600,162.38,36.57%25.93%5.86%51.41%3.18%4.40%18.50%1.50%2.89%
54,54,Jameis Winston,Devonta Freeman,Derrick Henry,Michael Thomas,Christian Kirk,Mike Williams,George Kittle,Duke Johnson,Washington Redskins,140.122,49500,187.84,1.83%25.93%5.86%51.41%3.18%4.40%3.13%0.53%2.89%
55,55,Deshaun Watson,Derrick Henry,Patrick Laird,Michael Thomas,Christian Kirk,Jarvis Landry,Jack Doyle,Duke Johnson,Indianapolis Colts,140.06799999999998,49700,157.67999999999998,36.57%5.86%2.52%51.41%3.18%2.20%18.50%0.53%25.42%
56,56,Jameis Winston,Derrick Henry,James White,Michael Thomas,Christian Kirk,Mike Williams,Darren Waller,Duke Johnson,Washington Redskins,140.042,49500,174.44000000000003,1.83%5.86%3.82%51.41%3.18%4.40%8.84%0.53%2.89%
57,57,Deshaun Watson,Devonta Freeman,Derrick Henry,Michael Thomas,Jarvis Landry,Mike Williams,Jack Doyle,Patrick Laird,Washington Redskins,140.03799999999998,49800,159.98,36.57%25.93%5.86%51.41%2.20%4.40%18.50%2.52%2.89%
58,58,Deshaun Watson,Derrick Henry,Duke Johnson,Michael Thomas,Christian Kirk,Mike Williams,Jack Doyle,George Kittle,Indianapolis Colts,140.018,49500,166.48,36.57%5.86%0.53%51.41%3.18%4.40%18.50%3.13%25.42%
59,59,Deshaun Watson,Derrick Henry,Patrick Laird,Michael Thomas,D.J. Moore,Mike Williams,Darren Waller,Duke Johnson,Washington Redskins,140.00799999999998,50000,159.18,36.57%5.86%2.52%51.41%11.16%4.40%8.84%0.53%2.89%
60,60,Deshaun Watson,Derrick Henry,James White,Michael Thomas,Christian Kirk,Mike Williams,Jack Doyle,Kenyan Drake,Washington Redskins,139.958,49700,155.38,36.57%5.86%3.82%51.41%3.18%4.40%18.50%1.50%2.89%
61,61,Jameis Winston,Derrick Henry,James White,Michael Thomas,Christian Kirk,Mike Williams,George Kittle,Duke Johnson,Washington Redskins,139.922,49600,180.84,1.83%5.86%3.82%51.41%3.18%4.40%3.13%0.53%2.89%
62,62,Deshaun Watson,Derrick Henry,James White,Michael Thomas,Jarvis Landry,Mike Williams,Jack Doyle,Patrick Laird,Washington Redskins,139.838,49900,152.98,36.57%5.86%3.82%51.41%2.20%4.40%18.50%2.52%2.89%
63,63,Jameis Winston,Derrick Henry,Kenyan Drake,Michael Thomas,Christian Kirk,Mike Williams,George Kittle,Patrick Laird,Washington Redskins,139.722,49500,180.24,1.83%5.86%1.50%51.41%3.18%4.40%3.13%2.52%2.89%
64,64,Deshaun Watson,Derrick Henry,Duke Johnson,Michael Thomas,D.J. Moore,Christian Kirk,Jack Doyle,Mike Williams,Washington Redskins,139.69799999999998,49900,155.88,36.57%5.86%0.53%51.41%11.16%3.18%18.50%4.40%2.89%
65,65,Deshaun Watson,Derrick Henry,Patrick Laird,Michael Thomas,Chris Godwin,Christian Kirk,Jack Doyle,Duke Johnson,Washington Redskins,139.638,49800,158.17999999999998,36.57%5.86%2.52%51.41%3.28%3.18%18.50%0.53%2.89%
66,66,Deshaun Watson,Derrick Henry,Duke Johnson,Michael Thomas,Christian Kirk,Mike Williams,Darren Waller,George Kittle,Washington Redskins,139.628,50000,170.08,36.57%5.86%0.53%51.41%3.18%4.40%8.84%3.13%2.89%
67,67,Deshaun Watson,Devonta Freeman,Derrick Henry,Michael Thomas,Christian Kirk,Mike Williams,Darren Waller,Patrick Laird,Washington Redskins,139.50799999999998,49700,172.88000000000002,36.57%25.93%5.86%51.41%3.18%4.40%8.84%2.52%2.89%
68,68,Deshaun Watson,Derrick Henry,Patrick Laird,Michael Thomas,Mike Evans,Christian Kirk,Jack Doyle,Duke Johnson,Washington Redskins,139.50799999999998,49700,155.17999999999998,36.57%5.86%2.52%51.41%2.35%3.18%18.50%0.53%2.89%
69,69,Deshaun Watson,Derrick Henry,Patrick Laird,Michael Thomas,D.J. Moore,Christian Kirk,Jack Doyle,Duke Johnson,Washington Redskins,139.50799999999998,49500,154.17999999999998,36.57%5.86%2.52%51.41%11.16%3.18%18.50%0.53%2.89%
70,70,Jameis Winston,Derrick Henry,Patrick Laird,Michael Thomas,Christian Kirk,Jarvis Landry,Jack Doyle,Mike Williams,Washington Redskins,139.412,49500,168.14,1.83%5.86%2.52%51.41%3.18%2.20%18.50%4.40%2.89%
71,71,Deshaun Watson,Devonta Freeman,Derrick Henry,Michael Thomas,Christian Kirk,Mike Williams,George Kittle,Patrick Laird,Washington Redskins,139.388,49800,179.28,36.57%25.93%5.86%51.41%3.18%4.40%3.13%2.52%2.89%
72,72,Deshaun Watson,Devonta Freeman,Derrick Henry,Michael Thomas,Jarvis Landry,Mike Williams,Jack Doyle,Duke Johnson,Washington Redskins,139.378,49600,157.88,36.57%25.93%5.86%51.41%2.20%4.40%18.50%0.53%2.89%
73,73,Deshaun Watson,Derrick Henry,James White,Michael Thomas,Christian Kirk,Mike Williams,Darren Waller,Patrick Laird,Washington Redskins,139.308,49800,165.88000000000002,36.57%5.86%3.82%51.41%3.18%4.40%8.84%2.52%2.89%
74,74,Deshaun Watson,Derrick Henry,James White,Michael Thomas,Christian Kirk,Mike Williams,George Kittle,Patrick Laird,Washington Redskins,139.188,49900,172.28,36.57%5.86%3.82%51.41%3.18%4.40%3.13%2.52%2.89%
75,75,Deshaun Watson,Derrick Henry,James White,Michael Thomas,Jarvis Landry,Mike Williams,Jack Doyle,Duke Johnson,Washington Redskins,139.178,49700,150.88,36.57%5.86%3.82%51.41%2.20%4.40%18.50%0.53%2.89%
76,76,Deshaun Watson,Derrick Henry,Kenyan Drake,Michael Thomas,Jarvis Landry,Mike Williams,Jack Doyle,Patrick Laird,Washington Redskins,138.97799999999998,49600,150.27999999999997,36.57%5.86%1.50%51.41%2.20%4.40%18.50%2.52%2.89%
77,77,Jameis Winston,Derrick Henry,Patrick Laird,Michael Thomas,Jarvis Landry,Mike Williams,George Kittle,Duke Johnson,Washington Redskins,138.94199999999998,49500,175.73999999999998,1.83%5.86%2.52%51.41%2.20%4.40%3.13%0.53%2.89%
78,78,Deshaun Watson,Devonta Freeman,Derrick Henry,Michael Thomas,Christian Kirk,Mike Williams,Darren Waller,Duke Johnson,Washington Redskins,138.84799999999998,49500,170.78000000000003,36.57%25.93%5.86%51.41%3.18%4.40%8.84%0.53%2.89%
79,79,Deshaun Watson,Devonta Freeman,Derrick Henry,Michael Thomas,Christian Kirk,Mike Williams,George Kittle,Duke Johnson,Washington Redskins,138.72799999999998,49600,177.18,36.57%25.93%5.86%51.41%3.18%4.40%3.13%0.53%2.89%
80,80,Deshaun Watson,Derrick Henry,James White,Michael Thomas,Christian Kirk,Mike Williams,Darren Waller,Duke Johnson,Washington Redskins,138.648,49600,163.78000000000003,36.57%5.86%3.82%51.41%3.18%4.40%8.84%0.53%2.89%
81,81,Deshaun Watson,Derrick Henry,James White,Michael Thomas,Christian Kirk,Mike Williams,George Kittle,Duke Johnson,Washington Redskins,138.528,49700,170.18,36.57%5.86%3.82%51.41%3.18%4.40%3.13%0.53%2.89%
82,82,Deshaun Watson,Derrick Henry,Kenyan Drake,Michael Thomas,Christian Kirk,Mike Williams,Darren Waller,Patrick Laird,Washington Redskins,138.44799999999998,49500,163.18,36.57%5.86%1.50%51.41%3.18%4.40%8.84%2.52%2.89%
83,83,Deshaun Watson,Derrick Henry,Kenyan Drake,Michael Thomas,Christian Kirk,Mike Williams,George Kittle,Patrick Laird,Washington Redskins,138.328,49600,169.57999999999998,36.57%5.86%1.50%51.41%3.18%4.40%3.13%2.52%2.89%
84,84,Deshaun Watson,Derrick Henry,Patrick Laird,Michael Thomas,Christian Kirk,Jarvis Landry,Jack Doyle,Mike Williams,Washington Redskins,138.018,49600,157.48,36.57%5.86%2.52%51.41%3.18%2.20%18.50%4.40%2.89%
85,85,Deshaun Watson,Derrick Henry,Patrick Laird,Michael Thomas,Jarvis Landry,Mike Williams,Darren Waller,Duke Johnson,Washington Redskins,137.66799999999998,49500,158.68,36.57%5.86%2.52%51.41%2.20%4.40%8.84%0.53%2.89%
86,86,Deshaun Watson,Derrick Henry,Patrick Laird,Michael Thomas,Jarvis Landry,Mike Williams,George Kittle,Duke Johnson,Washington Redskins,137.54799999999997,49600,165.07999999999998,36.57%5.86%2.52%51.41%2.20%4.40%3.13%0.53%2.89%
