Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
4,1774985798,ajanz94 (19/20),0,199.08,QB Deshaun Watson RB Christian McCaffrey RB Aaron Jones FLEX Bilal Powell WR DeAndre Hopkins WR A.J. Brown WR Jamison Crowder TE Ian Thomas DST Colts ,,Leonard Fournette,RB,9.76%,9.3
4,1774985963,ajanz94 (20/20),0,199.08,QB Deshaun Watson RB Christian McCaffrey RB Aaron Jones FLEX Bilal Powell WR DeAndre Hopkins WR A.J. Brown WR Jamison Crowder TE Ian Thomas DST Colts ,,Davante Adams,WR,9.61%,8.1
24,1767861195,ppearson11,0,198.56,QB Drew Brees RB Alvin Kamara FLEX Aaron Jones RB Darwin Thompson WR Michael Thomas WR Emmanuel Sanders WR Marvin Jones Jr. TE Jared Cook DST Chiefs ,,Darren Waller,TE,8.84%,12.3
25,1774402433,TheBigTicket (15/15),0,194.64,QB Jameis Winston RB Melvin Gordon III RB Devonta Freeman FLEX Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Robby Anderson TE Jack Doyle DST Ravens ,,Zach Pascal,WR,6.55%,20.4
26,1774380790,I_Slewfoot_U (87/150),0,191.16,QB Drew Brees RB Alvin Kamara RB Patrick Laird WR Michael Thomas WR Chris Godwin WR Diontae Johnson FLEX George Kittle TE Jared Cook DST Falcons ,,Robby Anderson,WR,6.25%,28
27,1766792649,54fighting (9/16),0,188.78,QB Deshaun Watson FLEX Derrick Henry RB Nick Chubb RB Aaron Jones WR Michael Thomas WR Diontae Johnson WR Parris Campbell TE Ian Thomas DST Buccaneers ,,DeVante Parker,WR,5.92%,4.8
28,1775247502,jb15385,0,184.72,QB Matt Ryan RB James White RB Devonta Freeman FLEX Bilal Powell WR Michael Thomas WR Kenny Golladay WR A.J. Brown TE Travis Kelce DST Colts ,,Derrick Henry,RB,5.86%,26.9
29,1772835891,colobadger1,0,184.54,QB Ryan Tannehill FLEX Aaron Jones RB Melvin Gordon III RB Devonta Freeman WR Calvin Ridley WR Tyler Boyd WR Emmanuel Sanders TE Kyle Rudolph DST Chiefs ,,Mike Williams,WR,4.40%,14.3
30,1775477620,6picks (1/4),0,183.54,QB Jameis Winston RB Christian McCaffrey RB Bilal Powell WR Chris Godwin FLEX Julian Edelman WR Zach Pascal WR Robby Anderson TE Ian Thomas DST Buccaneers ,,Ryan Fitzpatrick,QB,4.24%,15.3
30,1775477669,6picks (2/4),0,183.54,QB Jameis Winston RB Christian McCaffrey RB Bilal Powell WR Chris Godwin FLEX Julian Edelman WR Zach Pascal WR Robby Anderson TE Ian Thomas DST Buccaneers ,,Chargers ,DST,4.09%,6
30,1775485821,6picks (3/4),0,183.54,QB Jameis Winston RB Christian McCaffrey RB Bilal Powell WR Chris Godwin FLEX Julian Edelman WR Zach Pascal WR Robby Anderson TE Ian Thomas DST Buccaneers ,,James White,RB,3.82%,12.4
30,1775502779,6picks (4/4),0,183.54,QB Jameis Winston RB Christian McCaffrey RB Bilal Powell WR Chris Godwin FLEX Julian Edelman WR Zach Pascal WR Robby Anderson TE Ian Thomas DST Buccaneers ,,Steelers ,DST,3.79%,18
34,1775502511,otoole93,0,183.44,QB Jacoby Brissett RB Austin Ekeler RB Devin Singletary WR Stefon Diggs WR Kenny Golladay WR Zach Pascal FLEX Robby Anderson TE O.J. Howard DST Vikings ,,Bengals ,DST,3.72%,5
35,1771034727,jdoh9,0,182.9,QB Lamar Jackson FLEX Derrick Henry RB Aaron Jones RB Bilal Powell WR Michael Thomas WR Kenny Golladay WR Mike Williams TE Ian Thomas DST Chiefs ,,Vikings ,DST,3.63%,13
36,1772967219,xfactor50,0,182.74,QB Ryan Tannehill RB Aaron Jones RB Melvin Gordon III FLEX Devonta Freeman WR Chris Godwin WR Tyler Boyd WR Diontae Johnson TE Darren Waller DST Colts ,,LeSean McCoy,RB,3.34%,5.3
37,1773923278,Talbotsm,0,182.1,QB Lamar Jackson RB Nick Chubb RB Phillip Lindsay WR Kenny Golladay WR Emmanuel Sanders FLEX A.J. Brown WR Robby Anderson TE Mike Gesicki DST Colts ,,Diontae Johnson,WR,3.29%,25.6
38,1772718664,MVPowers28 (2/5),0,181.68,QB Deshaun Watson RB Kareem Hunt RB Austin Ekeler FLEX Phillip Lindsay WR Tyler Boyd WR Emmanuel Sanders WR Jamison Crowder TE George Kittle DST Colts ,,Chris Godwin,WR,3.28%,16.1
39,1775483603,brezeus (2/3),0,181.6,QB Lamar Jackson RB Melvin Gordon III RB Austin Ekeler FLEX Joe Mixon WR Tyreek Hill WR Marvin Jones Jr. WR Robby Anderson TE Ian Thomas DST Ravens ,,Christian Kirk,WR,3.18%,16.9
40,1774552154,glenpmo,0,181.26,QB Jimmy Garoppolo RB Nick Chubb RB Chris Thompson WR Michael Thomas WR Emmanuel Sanders FLEX Marvin Jones Jr. WR Olabisi Johnson TE Travis Kelce DST Steelers ,,George Kittle,TE,3.13%,18.7
41,1772058268,bdjjb99 (1/2),0,180.64,QB Ryan Tannehill RB Melvin Gordon III RB Mark Ingram II FLEX Chris Godwin WR Zach Pascal WR A.J. Brown WR Robby Anderson TE Jack Doyle DST Vikings ,,Redskins ,DST,2.89%,7
42,1770070398,RESDES17 (1/2),0,180.36,QB Drew Brees RB Melvin Gordon III RB Austin Ekeler FLEX Mark Ingram II WR Julian Edelman WR DeVante Parker WR Robby Anderson TE Mike Gesicki DST Colts ,,Texans ,DST,2.72%,2
42,1770088399,RESDES17 (2/2),0,180.36,QB Drew Brees RB Melvin Gordon III RB Austin Ekeler FLEX Mark Ingram II WR Julian Edelman WR DeVante Parker WR Robby Anderson TE Mike Gesicki DST Colts ,,Titans ,DST,2.64%,10
44,1772560103,6sigmavaldez,0,179.84,QB Jameis Winston FLEX Nick Chubb RB James White RB Devonta Freeman WR Chris Godwin WR Emmanuel Sanders WR Robby Anderson TE David Njoku DST Ravens ,,Patrick Laird,FLEX,2.52%,12.6
45,1771160201,lvl4bulbasaur (1/3),0,179.76,QB Drew Brees RB Alvin Kamara FLEX Devonta Freeman RB DeAndre Washington WR Michael Thomas WR Odell Beckham Jr. WR Zach Pascal TE George Kittle DST Titans ,,Tyler Boyd,WR,2.45%,13.2
46,1774478586,krishnakapil1234 (2/19),0,179.74,QB Ryan Tannehill RB Melvin Gordon III RB Joe Mixon WR Chris Godwin FLEX Julian Edelman WR A.J. Brown WR Tyrell Williams TE Jack Doyle DST Titans ,,Curtis Samuel,WR,2.38%,6.2
46,1774487995,krishnakapil1234 (8/19),0,179.74,QB Ryan Tannehill RB Melvin Gordon III RB Joe Mixon WR Chris Godwin FLEX Julian Edelman WR A.J. Brown WR Tyrell Williams TE Jack Doyle DST Titans ,,Odell Beckham Jr.,WR,2.38%,5.9
48,1766784470,54fighting (5/16),0,179.64,QB Jameis Winston RB Leonard Fournette FLEX Aaron Jones RB Bilal Powell WR Michael Thomas WR DJ Moore WR Zach Pascal TE Ian Thomas DST Buccaneers ,,Mike Evans,WR,2.35%,13.1
49,1767550244,DrKaz300,0,179.26,QB Drew Brees FLEX Alvin Kamara RB Devonta Freeman RB Duke Johnson WR Michael Thomas WR Deebo Samuel WR Terry McLaurin TE Travis Kelce DST Broncos ,,Ryan Tannehill,QB,2.24%,31.54
50,1774459912,SteelyDave (1/4),0,178.38,QB Deshaun Watson RB Christian McCaffrey FLEX Alvin Kamara RB Bilal Powell WR Michael Thomas WR Robby Anderson WR Diontae Johnson TE Ian Thomas DST Buccaneers ,,Jarvis Landry,WR,2.20%,11.6
50,1774468671,SteelyDave (2/4),0,178.38,QB Deshaun Watson RB Christian McCaffrey FLEX Alvin Kamara RB Bilal Powell WR Michael Thomas WR Robby Anderson WR Diontae Johnson TE Ian Thomas DST Buccaneers ,,Corey Davis,WR,1.87%,5.4
50,1774483389,SteelyDave (3/4),0,178.38,QB Deshaun Watson RB Christian McCaffrey FLEX Alvin Kamara RB Bilal Powell WR Michael Thomas WR Robby Anderson WR Diontae Johnson TE Ian Thomas DST Buccaneers ,,Jameis Winston,QB,1.83%,40.74
50,1774483401,SteelyDave (4/4),0,178.38,QB Deshaun Watson RB Christian McCaffrey FLEX Alvin Kamara RB Bilal Powell WR Michael Thomas WR Robby Anderson WR Diontae Johnson TE Ian Thomas DST Buccaneers ,,Mike Gesicki,TE,1.68%,1.6
54,1774654711,Jlaverr13,0,178.06,QB Drew Brees RB Melvin Gordon III FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DJ Moore WR Diontae Johnson TE Darren Waller DST Texans ,,James Washington,WR,1.61%,7.3
55,1767543277,lozingitall (3/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Dalvin Cook,FLEX,1.55%,15.5
55,1767543281,lozingitall (7/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Kenyan Drake,FLEX,1.50%,9.7
55,1767543285,lozingitall (11/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Chiefs ,DST,1.48%,8
55,1767543289,lozingitall (15/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Packers ,DST,1.36%,7
55,1767543293,lozingitall (19/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Auden Tate,WR,1.33%,2.6
55,1767543297,lozingitall (23/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Hunter Henry,TE,1.31%,11.9
55,1767543301,lozingitall (27/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Drew Brees,QB,1.31%,43.06
55,1767543305,lozingitall (31/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Marvin Jones Jr.,WR,1.28%,6.8
55,1767543309,lozingitall (35/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Aaron Jones,RB,1.22%,34.2
55,1767543313,lozingitall (39/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Travis Kelce,FLEX,1.21%,19
55,1767543317,lozingitall (43/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Julio Jones,WR,1.20%,11.6
55,1767543321,lozingitall (47/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Kirk Cousins,QB,1.15%,13.58
55,1767543325,lozingitall (51/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Jamaal Williams,RB,1.15%,2.4
55,1767543329,lozingitall (55/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Keenan Allen,WR,1.14%,13.3
55,1767543333,lozingitall (59/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Courtland Sutton,WR,1.08%,8.4
55,1767543337,lozingitall (63/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Cardinals ,DST,1.08%,7
55,1767543341,lozingitall (67/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Stefon Diggs,WR,1.03%,15.2
55,1767543345,lozingitall (71/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Tom Brady,QB,1.02%,11.76
55,1767543349,lozingitall (75/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Demaryius Thomas,WR,0.95%,10.8
55,1767543353,lozingitall (79/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Phillip Lindsay,RB,0.93%,13.5
55,1767543357,lozingitall (83/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Aaron Rodgers,QB,0.92%,12.4
55,1767543361,lozingitall (87/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,A.J. Brown,WR,0.86%,36.6
55,1767543365,lozingitall (91/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Derrius Guice,RB,0.86%,4.2
55,1767543369,lozingitall (95/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Nick Chubb,RB,0.85%,15.7
55,1767543373,lozingitall (99/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Jacoby Brissett,QB,0.83%,22.64
55,1767543377,lozingitall (103/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Kyle Rudolph,TE,0.81%,3.1
55,1767543381,lozingitall (107/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Danny Amendola,WR,0.76%,8.4
55,1767543385,lozingitall (111/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,49ers ,DST,0.74%,-2
55,1767543389,lozingitall (115/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Mark Ingram II,RB,0.72%,10.9
55,1767543393,lozingitall (119/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Vance McDonald,TE,0.71%,1.3
55,1767543397,lozingitall (123/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Calvin Ridley,WR,0.66%,18.6
55,1767543401,lozingitall (127/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Kenny Golladay,WR,0.60%,17.8
55,1767543405,lozingitall (131/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Tyrell Williams,WR,0.60%,6.5
55,1767543409,lozingitall (135/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Irv Smith Jr.,FLEX,0.60%,5.1
55,1767543413,lozingitall (139/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Lions ,DST,0.60%,2
55,1767543417,lozingitall (143/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Austin Ekeler,RB,0.59%,37.3
55,1767543421,lozingitall (147/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Jets ,DST,0.57%,4
55,1768977940,anilprao88 (1/150),0,177.88,QB Deshaun Watson RB Christian McCaffrey FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Jared Cook,TE,0.56%,20.4
55,1768977941,anilprao88 (2/150),0,177.88,QB Deshaun Watson RB Christian McCaffrey FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Duke Johnson,RB,0.53%,10.5
55,1768977942,anilprao88 (3/150),0,177.88,QB Deshaun Watson RB Christian McCaffrey FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Kyle Allen,QB,0.50%,21.12
55,1768977943,anilprao88 (4/150),0,177.88,QB Deshaun Watson RB Christian McCaffrey FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Kareem Hunt,RB,0.44%,14.8
55,1768977944,anilprao88 (5/150),0,177.88,QB Deshaun Watson RB Christian McCaffrey FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,David Njoku,TE,0.44%,1.4
55,1768977945,anilprao88 (6/150),0,177.88,QB Deshaun Watson RB Christian McCaffrey FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,John Ross III,WR,0.43%,4.8
55,1768977946,anilprao88 (7/150),0,177.88,QB Deshaun Watson RB Christian McCaffrey FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Benny Snell Jr.,RB,0.42%,3.1
55,1768977947,anilprao88 (8/150),0,177.88,QB Deshaun Watson RB Christian McCaffrey FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Browns ,DST,0.41%,11
55,1768977948,anilprao88 (9/150),0,177.88,QB Deshaun Watson RB Christian McCaffrey FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Allen Lazard,WR,0.38%,3.9
55,1768977949,anilprao88 (10/150),0,177.88,QB Deshaun Watson RB Christian McCaffrey FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Tyreek Hill,FLEX,0.36%,13
55,1768977950,anilprao88 (11/150),0,177.88,QB Deshaun Watson RB Christian McCaffrey FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Andy Dalton,QB,0.32%,10.58
55,1768977951,anilprao88 (12/150),0,177.88,QB Deshaun Watson RB Christian McCaffrey FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Joe Mixon,FLEX,0.30%,30.6
55,1768977952,anilprao88 (13/150),0,177.88,QB Deshaun Watson RB Christian McCaffrey FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Panthers ,DST,0.30%,-3
55,1768977953,anilprao88 (14/150),0,177.88,QB Deshaun Watson RB Christian McCaffrey FLEX Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,Deebo Samuel,WR,0.27%,15.9
