QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Salary,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Draft Kings_MIN_Rank,Draft Kings_MID_Rank,Draft Kings_MAX_Rank,Raw Rank,Final Rank
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Denzel Mims (15958493),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),49900.0,106.38257142857144,133.94457142857144,160.66914285714287,450,11,279,740,48
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),T.Y. Hilton (15958431),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),49800.0,107.07257142857144,133.91457142857143,161.32914285714287,191,12,161,364,10
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),CeeDee Lamb (15958449),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),50000.0,107.68514285714284,133.91171428571428,162.82285714285715,78,13,33,124,1
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),Chad Hansen (15958463),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,107.35657142857143,133.89457142857142,160.36714285714288,124,14,351,489,20
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),CeeDee Lamb (15958449),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),49900.0,107.00257142857144,133.87457142857144,160.00914285714288,206,15,443,664,37
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),Denzel Mims (15958493),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49800.0,106.07514285714285,133.85171428571428,158.21285714285713,572,16,1098,1686,235
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Denzel Mims (15958493),Corey Davis (15958425),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,105.93114285714285,133.8417142857143,162.54985714285712,676,17,50,743,50
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),CeeDee Lamb (15958449),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,107.15657142857143,133.83457142857145,161.67714285714288,172,18,115,305,6
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),Damiere Byrd (15958475),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49700.0,106.76514285714285,133.82171428571428,158.87285714285713,293,19,823,1135,111
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),Corey Davis (15958425),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),49800.0,106.62114285714284,133.8117142857143,163.20985714285715,344,20,17,381,11
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),T.Y. Hilton (15958431),Dalton Schultz (15958735),Dalvin Cook (15958161),WAS Football Team  (15958908),49800.0,108.43114285714287,133.7617142857143,160.35485714285713,24,21,359,404,14
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),Damiere Byrd (15958475),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,106.67957142857145,133.74957142857144,158.61514285714287,323,22,919,1264,137
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),T.Y. Hilton (15958431),Hayden Hurst (15958729),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,108.94114285714286,133.7417142857143,160.02485714285714,7,23,440,470,18
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),Keke Coutee (15958435),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,105.56257142857143,133.72457142857144,161.49914285714289,848,24,138,1010,90
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Denzel Mims (15958493),Dalton Schultz (15958735),Dalvin Cook (15958161),Cardinals  (15958905),49900.0,107.21257142857144,133.71457142857145,158.54914285714287,157,25,950,1132,110
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Denzel Mims (15958493),Hayden Hurst (15958729),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,107.72257142857144,133.69457142857144,158.21914285714286,75,26,1096,1197,120
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),T.Y. Hilton (15958431),Dalton Schultz (15958735),Dalvin Cook (15958161),Cardinals  (15958905),49800.0,107.90257142857143,133.68457142857145,159.20914285714287,58,27,691,776,55
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),CeeDee Lamb (15958449),Dalton Schultz (15958735),Dalvin Cook (15958161),WAS Football Team  (15958908),50000.0,108.51514285714285,133.6817142857143,160.70285714285714,19,28,264,311,7
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),Chad Hansen (15958463),Dalton Schultz (15958735),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,108.18657142857143,133.66457142857143,158.24714285714288,30,29,1077,1136,112
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),T.Y. Hilton (15958431),Hayden Hurst (15958729),Dalvin Cook (15958161),Cardinals  (15958905),49900.0,108.41257142857144,133.66457142857143,158.87914285714288,25,30,819,874,66
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Anthony Miller (15958497),T.Y. Hilton (15958431),Dallas Goedert (15958715),Ronald Jones II (15958185),WAS Football Team  (15958908),50000.0,107.75514285714286,133.6417142857143,157.96285714285713,69,31,1207,1307,146
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),CeeDee Lamb (15958449),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),49800.0,107.42257142857144,133.63457142857143,160.76914285714287,112,32,248,392,13
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),Denzel Mims (15958493),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49700.0,106.49514285714284,133.6117142857143,158.97285714285712,391,33,785,1209,125
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Denzel Mims (15958493),Corey Davis (15958425),Dalton Schultz (15958735),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,106.76114285714286,133.6117142857143,160.42985714285712,294,34,335,663,35
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),CeeDee Lamb (15958449),Dalton Schultz (15958735),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,107.98657142857144,133.60457142857143,159.55714285714288,51,35,582,668,38
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Denzel Mims (15958493),Corey Davis (15958425),Hayden Hurst (15958729),Dalvin Cook (15958161),WAS Football Team  (15958908),50000.0,107.27114285714285,133.5917142857143,160.09985714285713,146,36,422,604,27
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),Chad Hansen (15958463),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),49800.0,106.36514285714284,133.5917142857143,160.49285714285713,460,37,315,812,60
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),Corey Davis (15958425),Dalton Schultz (15958735),Dalvin Cook (15958161),WAS Football Team  (15958908),49800.0,107.45114285714286,133.5817142857143,161.08985714285714,109,38,203,350,9
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),Breshad Perriman (15958483),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49600.0,107.18514285714286,133.5817142857143,159.63285714285715,166,39,563,768,54
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),Corey Davis (15958425),Hayden Hurst (15958729),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,107.96114285714285,133.5617142857143,160.75985714285713,55,40,251,346,8
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Corey Davis (15958425),Dallas Goedert (15958715),Ronald Jones II (15958185),Cardinals  (15958905),49900.0,107.48757142857144,133.54457142857143,156.16414285714288,104,41,1880,2025,346
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),Denzel Mims (15958493),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),49700.0,105.96657142857143,133.53457142857144,157.82714285714286,647,42,1262,1951,315
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Damiere Byrd (15958475),T.Y. Hilton (15958431),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,106.17514285714284,133.51171428571428,159.56285714285713,529,43,580,1152,114
Matt Ryan (15958116),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),T.Y. Hilton (15958431),Corey Davis (15958425),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),50000.0,106.03114285714287,133.50171428571429,163.89985714285714,597,44,4,645,33
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Corey Davis (15958425),Dallas Goedert (15958715),Kenyan Drake (15958197),WAS Football Team  (15958908),50000.0,105.43314285714285,133.4967142857143,160.94585714285714,939,45,224,1208,124
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),Keke Coutee (15958435),Dalton Schultz (15958735),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,106.39257142857144,133.49457142857145,159.37914285714288,439,46,634,1119,106
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),Keke Coutee (15958435),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),49900.0,105.98257142857143,133.48457142857143,162.25914285714288,631,47,65,743,49
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Chad Hansen (15958463),Jordan Akins (15958755),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,108.61114285714285,133.47171428571428,160.45485714285715,12,48,326,386,12
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Denzel Mims (15958493),Chad Hansen (15958463),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,104.93814285714285,133.4267142857143,160.96085714285712,1252,49,222,1523,196
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),Corey Davis (15958425),Jordan Akins (15958755),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,109.10257142857144,133.40457142857144,158.94414285714288,2,50,799,851,63
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Denzel Mims (15958493),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),49600.0,105.81114285714287,133.4017142857143,161.55485714285714,743,51,130,924,80
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),Chad Hansen (15958463),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49800.0,105.62814285714285,133.3967142857143,161.62085714285715,812,52,121,985,87
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Corey Davis (15958425),Jordan Reed (15958733),Kenyan Drake (15958197),Cardinals  (15958905),49900.0,106.06157142857143,133.37457142857144,159.43214285714288,579,53,618,1250,134
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),T.Y. Hilton (15958431),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),49500.0,106.50114285714287,133.3717142857143,162.21485714285714,385,54,72,511,21
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),Chad Hansen (15958463),Dalton Schultz (15958735),Dalvin Cook (15958161),WAS Football Team  (15958908),49800.0,107.19514285714286,133.3617142857143,158.37285714285713,163,55,1017,1235,130
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),Chad Hansen (15958463),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),49700.0,106.78514285714286,133.35171428571428,161.25285714285715,286,56,173,515,22
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),Chad Hansen (15958463),Hayden Hurst (15958729),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,107.70514285714285,133.3417142857143,158.04285714285712,76,57,1160,1293,144
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),CeeDee Lamb (15958449),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49600.0,106.43114285714287,133.3317142857143,160.89485714285715,421,58,232,711,45
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Denzel Mims (15958493),CeeDee Lamb (15958449),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),49800.0,105.89514285714284,133.32171428571428,161.90285714285713,697,59,100,856,64
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),Chad Hansen (15958463),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),49600.0,106.10257142857144,133.31457142857144,158.43914285714288,558,60,992,1610,216
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Denzel Mims (15958493),Chad Hansen (15958463),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),49800.0,105.56657142857142,133.30457142857142,159.44714285714286,844,61,611,1516,193
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),CeeDee Lamb (15958449),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),49700.0,106.58514285714284,133.2917142857143,162.56285714285715,356,62,49,467,17
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),T.Y. Hilton (15958431),Jordan Akins (15958755),Dalvin Cook (15958161),WAS Football Team  (15958908),50000.0,108.08814285714286,133.28671428571428,160.37085714285715,40,63,350,453,16
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),Chad Hansen (15958463),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),49700.0,106.25657142857142,133.27457142857145,160.10714285714286,508,64,419,991,88
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Breshad Perriman (15958483),T.Y. Hilton (15958431),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49800.0,106.59514285714286,133.2717142857143,160.32285714285715,350,65,369,784,58
Matt Ryan (15958116),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),T.Y. Hilton (15958431),Corey Davis (15958425),Dalton Schultz (15958735),Dalvin Cook (15958161),WAS Football Team  (15958908),50000.0,106.86114285714288,133.2717142857143,161.77985714285714,253,66,108,427,15
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),Keke Coutee (15958435),Dalton Schultz (15958735),Dalvin Cook (15958161),Cardinals  (15958905),49900.0,106.81257142857143,133.25457142857144,160.13914285714287,274,67,410,751,51
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Keke Coutee (15958435),Dallas Goedert (15958715),Kenyan Drake (15958197),WAS Football Team  (15958908),49800.0,104.88014285714286,133.2417142857143,160.25285714285715,1292,68,384,1744,253
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),Keke Coutee (15958435),Hayden Hurst (15958729),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,107.32257142857144,133.23457142857143,159.8091428571429,132,69,505,706,44
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),T.Y. Hilton (15958431),Denzel Mims (15958493),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),49900.0,105.37657142857144,133.22457142857144,158.51714285714286,971,70,965,2006,340
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),CeeDee Lamb (15958449),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,106.49957142857144,133.21957142857144,162.30514285714287,387,71,62,520,23
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),Damiere Byrd (15958475),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49700.0,106.10814285714287,133.2067142857143,159.50085714285714,557,72,595,1224,126
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),T.Y. Hilton (15958431),Jordan Akins (15958755),Dalvin Cook (15958161),Cardinals  (15958905),49800.0,108.56257142857143,133.20457142857143,157.18914285714288,13,73,1510,1596,212
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Anthony Miller (15958497),T.Y. Hilton (15958431),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),49800.0,106.06657142857144,133.19457142857144,159.17714285714285,577,74,708,1359,160
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),Keke Coutee (15958435),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),49700.0,104.99114285714285,133.1817142857143,162.38485714285716,1208,75,59,1342,155
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Denzel Mims (15958493),Dalton Schultz (15958735),Dalvin Cook (15958161),WAS Football Team  (15958908),49600.0,106.64114285714285,133.1717142857143,159.43485714285714,337,76,616,1029,92
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),Denzel Mims (15958493),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),49800.0,104.88957142857144,133.15957142857144,157.69514285714286,1285,77,1304,2666,597
Matt Ryan (15958116),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),T.Y. Hilton (15958431),CeeDee Lamb (15958449),Dallas Goedert (15958715),Ronald Jones II (15958185),WAS Football Team  (15958908),49900.0,107.42114285714285,133.15171428571432,159.98485714285712,113,78,451,642,32
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Denzel Mims (15958493),Hayden Hurst (15958729),Dalvin Cook (15958161),WAS Football Team  (15958908),49700.0,107.15114285714287,133.1517142857143,159.10485714285713,175,79,739,993,89
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Damiere Byrd (15958475),T.Y. Hilton (15958431),Jordan Reed (15958733),Ronald Jones II (15958185),Cardinals  (15958905),50000.0,107.30657142857143,133.14457142857145,156.31714285714287,139,80,1828,2047,358
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Corey Davis (15958425),Dalton Schultz (15958735),Kenyan Drake (15958197),Cardinals  (15958905),49900.0,106.89157142857144,133.14457142857142,157.31214285714287,242,81,1471,1794,273
Matt Ryan (15958116),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Corey Davis (15958425),CeeDee Lamb (15958449),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,105.85257142857145,133.14457142857142,162.19414285714288,716,82,76,874,67
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),T.Y. Hilton (15958431),Dalton Schultz (15958735),Dalvin Cook (15958161),WAS Football Team  (15958908),49500.0,107.33114285714285,133.1417142857143,160.09485714285714,130,83,425,638,31
Matt Ryan (15958116),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),T.Y. Hilton (15958431),Chad Hansen (15958463),Dallas Goedert (15958715),Ronald Jones II (15958185),Cardinals  (15958905),49900.0,107.09257142857145,133.13457142857146,157.52914285714286,188,84,1372,1644,221
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),Damiere Byrd (15958475),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),49700.0,105.57957142857144,133.12957142857144,158.35514285714285,836,85,1028,1949,314
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Corey Davis (15958425),Hayden Hurst (15958729),Kenyan Drake (15958197),Cardinals  (15958905),50000.0,107.40157142857143,133.12457142857144,156.98214285714286,116,86,1590,1792,271
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),CeeDee Lamb (15958449),Jordan Akins (15958755),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,108.64657142857143,133.12457142857144,157.53714285714287,10,87,1370,1467,181
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Breshad Perriman (15958483),Chad Hansen (15958463),Dalton Schultz (15958735),Dalvin Cook (15958161),WAS Football Team  (15958908),49700.0,107.61514285714284,133.1217142857143,159.13285714285715,88,88,723,899,73
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Anthony Miller (15958497),T.Y. Hilton (15958431),Hayden Hurst (15958729),Dalvin Cook (15958161),WAS Football Team  (15958908),49600.0,107.84114285714287,133.1217142857143,159.76485714285715,62,89,527,678,40
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Denzel Mims (15958493),Corey Davis (15958425),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,104.92514285714284,133.1217142857143,160.39785714285713,1261,90,346,1697,239
