,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
42,Nyheim Hines,IND,7.0,2.7,4.4,32.0,7.1,18.2,0.5,0.0,0.2,3.3,2.0,2.8,27.3,17.0,22.3,0.2,0.0,0.1,0.0,0.2,0.1,10.1,2.0,5.5,1,2022,RB
43,JD McKissic,WAS,5.7,3.0,4.3,25.8,12.0,17.5,0.2,0.0,0.1,4.0,2.5,3.2,30.0,20.0,25.3,0.2,0.0,0.1,0.0,0.1,0.1,8.1,3.0,5.3,1,2022,RB
44,Kenneth Gainwell,PHI,8.0,1.6,5.4,36.0,6.0,22.8,0.4,0.0,0.2,3.0,0.9,1.7,26.0,6.5,15.4,0.1,0.0,0.1,0.0,0.1,0.0,9.2,1.0,5.2,1,2022,RB
45,Jamaal Williams,DET,10.3,6.0,7.9,39.0,23.0,30.8,0.3,0.0,0.2,2.0,0.3,1.3,11.0,2.0,8.1,0.1,0.0,0.0,0.0,0.1,0.1,6.9,2.3,4.9,1,2022,RB
46,Rex Burkhead,HOU,7.7,3.0,5.4,31.0,14.0,22.2,0.2,0.0,0.1,3.0,1.6,2.1,26.0,13.0,17.3,0.1,0.0,0.1,0.0,0.1,0.1,7.6,2.5,4.9,1,2022,RB
47,Mark Ingram,NO,8.6,6.0,7.5,36.0,22.0,29.7,0.3,0.0,0.2,2.0,0.7,1.3,13.0,4.9,9.4,0.1,0.0,0.0,0.0,0.1,0.1,7.0,2.5,4.9,1,2022,RB
48,James Cook,BUF,7.3,3.0,4.8,29.9,9.1,19.7,0.3,0.0,0.1,2.2,0.9,1.3,18.0,6.7,10.7,0.1,0.0,0.1,0.0,0.1,0.0,7.2,1.4,4.2,1,2022,RB
49,Jerick McKinnon,KC,5.3,0.0,3.3,21.8,0.0,13.7,0.2,0.0,0.1,2.2,1.0,1.8,18.8,8.0,14.7,0.2,0.0,0.1,0.0,0.1,0.0,6.2,0.6,3.8,1,2022,RB
50,Rachaad White,TB,7.1,3.0,4.6,31.0,12.0,18.8,0.3,0.0,0.1,2.0,0.5,1.1,16.0,3.0,8.8,0.1,0.0,0.0,0.0,0.1,0.0,7.1,1.3,3.7,1,2022,RB
51,Alexander Mattison,MIN,8.7,2.8,5.0,33.0,12.0,21.0,0.2,0.0,0.1,1.7,0.0,1.1,12.8,0.0,7.7,0.1,0.0,0.0,0.0,0.1,0.0,6.4,1.0,3.6,1,2022,RB
52,Ameer Abdullah,LV,4.6,1.0,2.8,15.3,5.0,11.3,0.1,0.0,0.0,3.0,1.3,2.2,23.0,10.0,16.5,0.2,0.0,0.1,0.0,0.1,0.0,5.6,1.3,3.5,1,2022,RB
53,Darrel Williams,ARI,7.9,0.5,4.0,31.0,2.1,16.1,0.3,0.0,0.1,2.2,0.3,1.1,19.5,2.4,9.7,0.1,0.0,0.1,0.0,0.1,0.0,7.5,0.3,3.5,1,2022,RB
54,D'Onta Foreman,CAR,7.6,3.1,4.5,35.9,13.0,21.7,0.2,0.0,0.1,0.9,0.0,0.4,12.0,0.0,4.5,0.1,0.0,0.0,0.0,0.1,0.1,6.8,1.1,3.4,1,2022,RB
55,Khalil Herbert,CHI,8.2,2.6,6.0,30.3,9.0,21.1,0.2,0.0,0.1,1.2,0.5,0.9,8.5,5.0,7.1,0.0,0.0,0.0,0.0,0.1,0.0,5.3,1.2,3.4,1,2022,RB
56,Damien Williams,ATL,9.4,1.4,5.3,32.3,6.0,18.5,0.3,0.0,0.1,1.7,0.0,0.9,12.8,0.0,6.8,0.1,0.0,0.1,0.0,0.1,0.0,6.9,0.4,3.3,1,2022,RB
57,Isiah Pacheco,KC,6.0,2.9,4.4,29.1,12.2,17.8,0.2,0.0,0.1,1.7,0.0,0.7,15.8,0.0,6.1,0.1,0.0,0.1,0.0,0.1,0.0,6.3,1.0,3.3,1,2022,RB
58,Kenyan Drake,BAL,7.2,1.5,3.9,31.0,6.5,17.5,0.2,0.0,0.1,1.8,0.2,1.1,15.9,1.8,8.6,0.1,0.0,0.0,0.0,0.1,0.0,6.5,0.6,3.2,1,2022,RB
59,Tyler Allgeier,ATL,7.1,3.8,5.6,29.2,13.9,21.0,0.2,0.0,0.1,1.0,0.0,0.5,8.1,0.0,4.3,0.0,0.0,0.0,0.0,0.1,0.0,5.2,1.2,3.2,1,2022,RB
60,Boston Scott,PHI,5.0,2.1,3.7,22.0,9.6,16.1,0.2,0.0,0.2,1.0,0.0,0.5,9.0,0.0,4.0,0.1,0.0,0.0,0.0,0.0,0.0,5.0,0.9,3.1,1,2022,RB
61,Dontrell Hilliard,TEN,4.0,1.6,2.6,22.7,8.0,12.5,0.1,0.0,0.1,2.3,1.0,1.8,21.0,9.6,13.9,0.1,0.0,0.0,0.0,0.1,0.0,5.8,1.6,3.1,1,2022,RB
62,Ronald Jones,KC,5.2,0.9,3.4,21.0,4.1,15.1,0.3,0.0,0.1,1.0,0.3,0.6,7.0,1.7,4.4,0.1,0.0,0.0,0.0,0.1,0.0,5.2,0.6,2.9,1,2022,RB
63,Zamir White,LV,6.4,2.1,4.7,27.9,6.0,18.2,0.3,0.0,0.1,1.3,0.0,0.5,12.5,0.0,4.2,0.1,0.0,0.0,0.0,0.1,0.0,6.4,0.4,2.9,1,2022,RB
64,Samaje Perine,CIN,5.9,2.0,3.3,28.1,6.8,13.5,0.2,0.0,0.1,1.5,0.5,1.0,10.4,3.5,7.0,0.1,0.0,0.0,0.0,0.1,0.0,5.7,0.8,2.8,1,2022,RB
65,Myles Gaskin,MIA,6.5,1.1,3.6,27.0,4.3,15.5,0.1,0.0,0.1,1.3,0.5,0.9,9.0,3.1,5.8,0.1,0.0,0.0,0.0,0.1,0.1,4.8,0.8,2.8,1,2022,RB
66,Jeff Wilson,SF,8.0,2.2,4.4,29.0,5.9,15.6,0.1,0.0,0.1,2.0,0.3,0.8,14.0,1.7,6.6,0.1,0.0,0.0,0.0,0.1,0.0,5.7,0.6,2.7,1,2022,RB
67,Hassan Haskins,TEN,6.4,1.2,3.1,28.8,4.0,12.7,0.2,0.0,0.1,0.8,0.5,0.6,9.0,3.4,5.8,0.1,0.0,0.0,0.0,0.1,0.0,5.6,0.5,2.5,1,2022,RB
68,Pierre Strong,NE,3.1,1.9,2.5,11.0,8.6,9.8,0.1,0.1,0.1,1.1,0.2,0.7,11.0,1.8,6.4,0.1,0.0,0.1,0.0,0.0,0.0,3.4,1.6,2.5,1,2022,RB
69,D'Ernest Johnson,CLE,1.8,0.8,1.3,22.8,4.0,11.5,0.2,0.0,0.1,1.0,0.6,0.8,10.0,3.6,7.8,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.8,2.5,1,2022,RB
70,Travis Homer,SEA,4.7,1.6,2.7,28.8,7.1,12.3,0.1,0.0,0.0,1.1,0.8,1.0,11.3,6.9,8.9,0.0,0.0,0.0,0.0,0.1,0.0,4.8,1.2,2.4,1,2022,RB
71,DeeJay Dallas,SEA,4.4,1.0,2.7,18.7,4.0,10.7,0.2,0.0,0.1,1.6,0.3,1.1,10.0,2.4,7.7,0.1,0.0,0.0,0.0,0.1,0.0,4.4,0.4,2.4,1,2022,RB
72,Sony Michel,LAC,6.0,2.1,3.7,18.0,8.9,14.6,0.1,0.0,0.1,0.7,0.0,0.5,6.4,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.9,2.4,1,2022,RB
73,Brandon Bolden,LV,3.4,0.3,1.5,17.4,1.1,7.4,0.1,0.0,0.0,1.9,0.3,1.1,18.3,2.2,10.5,0.1,0.0,0.1,0.0,0.1,0.0,4.8,0.2,2.3,1,2022,RB
74,Ken Walker,SEA,5.1,3.0,4.1,21.0,10.0,15.5,0.1,0.0,0.1,0.8,0.0,0.4,7.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.0,2.2,1,2022,RB
75,Giovani Bernard,TB,1.6,0.9,1.3,13.3,3.0,7.7,0.1,0.0,0.0,1.4,0.8,1.1,10.1,5.2,8.1,0.1,0.1,0.1,0.0,0.0,0.0,3.4,1.1,2.2,1,2022,RB
76,Chuba Hubbard,CAR,5.5,1.1,2.7,20.3,4.5,10.3,0.2,0.0,0.1,2.0,0.0,0.8,11.0,0.0,5.8,0.1,0.0,0.0,0.0,0.1,0.0,4.9,0.3,2.2,1,2022,RB
77,Eno Benjamin,ARI,7.0,0.6,2.7,27.0,2.0,11.3,0.1,0.0,0.1,1.0,0.2,0.8,8.0,2.2,6.4,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.4,2.2,1,2022,RB
78,Ty Johnson,NYJ,0.7,0.5,0.6,13.2,2.0,6.1,0.1,0.0,0.0,1.5,0.5,1.0,15.6,3.8,9.5,0.1,0.0,0.1,0.0,0.0,0.0,4.0,0.7,2.1,1,2022,RB
79,Salvon Ahmed,MIA,2.8,2.8,2.8,11.0,11.0,11.0,0.1,0.1,0.1,0.4,0.4,0.4,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,2.1,1,2022,RB
80,Matt Breida,NYG,6.0,2.0,3.3,23.7,8.0,13.2,0.1,0.0,0.1,1.0,0.0,0.6,9.1,0.0,4.3,0.1,0.0,0.0,0.0,0.2,0.1,4.5,0.4,2.1,1,2022,RB
81,Isaiah Spiller,LAC,4.0,1.8,2.8,16.0,6.0,10.3,0.1,0.0,0.1,1.0,0.1,0.6,8.0,1.2,4.6,0.1,0.0,0.0,0.0,0.0,0.0,3.4,0.7,2.0,1,2022,RB
82,Ty Montgomery,NE,1.3,1.3,1.3,5.5,5.5,5.5,0.1,0.1,0.1,1.2,1.2,1.2,9.3,9.3,9.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1,2022,RB
83,Dare Ogunbowale,HOU,2.6,0.5,1.7,13.0,1.9,8.2,0.1,0.0,0.0,1.2,0.5,0.9,11.1,3.8,7.6,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.6,2.0,1,2022,RB
84,Kyle Juszczyk,SF,1.0,0.6,0.8,4.1,0.0,2.7,0.1,0.0,0.0,1.6,0.8,1.2,10.3,10.3,10.3,0.1,0.1,0.1,0.0,0.0,0.0,2.8,1.8,2.2,1,2022,RB
85,Joshua Kelley,LAC,5.0,0.8,3.4,19.9,2.0,11.4,0.2,0.0,0.1,1.0,0.1,0.5,6.0,1.0,3.2,0.0,0.0,0.0,0.0,0.1,0.0,3.7,0.1,1.8,1,2022,RB
86,Zack Moss,BUF,4.0,1.7,2.9,17.0,6.7,11.1,0.1,0.0,0.1,0.6,0.0,0.4,4.6,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.7,1.7,1,2022,RB
87,Snoop Conner,JAC,2.5,1.5,2.0,9.7,6.1,8.3,0.1,0.1,0.1,0.5,0.3,0.4,4.0,2.4,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,1.7,1,2022,RB
88,Jonathan Williams,WAS,3.3,0.6,1.9,14.0,2.4,8.9,0.1,0.0,0.1,0.7,0.0,0.4,7.0,0.2,3.2,0.0,0.0,0.0,0.0,0.1,0.0,2.8,0.3,1.7,1,2022,RB
89,Craig Reynolds,DET,4.7,0.5,2.1,19.7,2.0,9.4,0.1,0.0,0.0,1.5,0.2,0.7,10.5,1.7,5.3,0.0,0.0,0.0,0.0,0.1,0.0,3.8,0.2,1.7,1,2022,RB
90,Justin Jackson,DET,1.0,0.9,0.9,13.0,4.0,7.1,0.1,0.0,0.1,0.9,0.4,0.6,8.5,3.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,3.2,0.7,1.6,1,2022,RB
91,Ke'Shawn Vaughn,TB,3.3,0.5,2.2,14.3,2.0,9.8,0.1,0.0,0.1,0.4,0.1,0.2,2.8,1.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.3,1.6,1,2022,RB
92,Trey Sermon,PHI,2.1,1.2,1.8,10.7,5.0,8.4,0.1,0.1,0.1,0.4,0.1,0.3,3.1,0.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.9,1.6,1,2022,RB
93,Antonio Williams,NYG,1.7,0.9,1.3,13.0,4.0,8.4,0.1,0.0,0.1,0.6,0.2,0.3,4.8,1.6,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,1.6,1,2022,RB
94,Jaylen Warren,PIT,5.0,2.0,3.2,18.0,8.5,11.5,0.1,0.0,0.0,0.8,0.0,0.3,6.3,0.0,2.2,0.0,0.0,0.0,0.0,0.1,0.0,3.2,0.7,1.5,1,2022,RB
95,Tyrion Davis-Price,SF,2.3,1.2,1.8,12.1,5.0,8.7,0.1,0.0,0.1,0.6,0.0,0.4,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.5,1.5,1,2022,RB
96,Benny Snell,PIT,6.0,1.6,2.8,18.3,6.0,10.0,0.1,0.0,0.0,0.5,0.0,0.3,5.0,0.0,2.5,0.0,0.0,0.0,0.0,0.1,0.0,3.1,0.4,1.4,1,2022,RB
97,Adam Prentice,NO,0.4,0.4,0.4,1.0,1.0,1.0,0.0,0.0,0.0,0.6,0.6,0.6,7.0,7.0,7.0,0.1,0.1,0.1,0.0,0.0,0.0,1.4,1.4,1.4,1,2022,RB
98,Kyren Williams,LAR,1.8,1.5,1.7,7.1,6.0,6.6,0.1,0.0,0.1,0.4,0.2,0.3,4.0,2.3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.8,1.3,1,2022,RB
99,Trestan Ebner,CHI,1.9,0.8,1.4,7.0,3.0,5.1,0.1,0.0,0.0,0.8,0.2,0.5,6.0,1.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.5,1.3,1,2022,RB
100,Ty Chandler,MIN,1.9,1.3,1.6,8.4,5.0,6.7,0.1,0.0,0.1,0.3,0.2,0.3,3.0,2.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.7,1.2,1,2022,RB
101,Chris Evans,CIN,1.0,0.8,0.9,4.5,3.4,3.9,0.0,0.0,0.0,1.0,0.6,0.7,9.0,4.4,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.8,1.2,1,2022,RB
102,Justice Hill,BAL,5.0,0.3,2.0,21.0,1.3,7.5,0.1,0.0,0.0,0.6,0.0,0.3,3.5,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.1,1.2,1,2022,RB
103,Tony Jones,NO,4.3,1.1,2.3,13.3,3.0,7.0,0.0,0.0,0.0,0.4,0.2,0.4,4.0,1.8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.1,1,2022,RB
104,Jordan Mason,SF,2.3,0.2,1.3,10.0,1.0,5.5,0.1,0.0,0.1,0.2,0.1,0.2,2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.2,1.0,1,2022,RB
105,Julius Chestnut,TEN,2.2,0.3,1.3,10.1,1.0,5.6,0.1,0.0,0.1,0.2,0.1,0.2,1.8,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.2,1.0,1,2022,RB
106,Demetric Felton,CLE,0.5,0.5,0.5,2.0,0.9,1.5,0.0,0.0,0.0,0.8,0.3,0.6,9.8,4.0,6.9,0.1,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.0,1,2022,RB
107,Brittain Brown,LV,1.6,0.5,1.1,7.0,3.0,5.0,0.1,0.0,0.1,0.3,0.1,0.2,2.6,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.4,1.0,1,2022,RB
108,Keaontay Ingram,ARI,1.9,0.3,1.1,8.8,1.0,4.9,0.1,0.0,0.1,0.2,0.1,0.2,2.3,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.2,1.0,1,2022,RB
109,Jerome Ford,CLE,0.8,0.8,0.8,6.3,3.0,4.6,0.0,0.0,0.0,0.4,0.3,0.3,4.0,2.6,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.5,0.9,1,2022,RB
110,Patrick Ricard,BAL,0.3,0.1,0.2,1.3,0.0,0.4,0.0,0.0,0.0,1.3,0.2,0.7,9.8,1.8,5.2,0.2,0.0,0.1,0.0,0.0,0.0,2.4,0.2,0.9,1,2022,RB
111,Trenton Cannon,TEN,0.7,0.7,0.7,2.6,2.6,2.6,0.0,0.0,0.0,0.4,0.4,0.4,3.3,3.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1,2022,RB
112,Qadree Ollison,DAL,0.6,0.6,0.6,2.5,2.5,2.5,0.0,0.0,0.0,0.4,0.4,0.4,3.1,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1,2022,RB
113,CJ Ham,MIN,0.5,0.4,0.5,2.1,0.4,1.5,0.0,0.0,0.0,0.9,0.3,0.7,7.0,1.8,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,0.8,1,2022,RB
