,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
11,Buccaneers,3.1,2.1,2.5,0.9,0.5,0.7,1.1,0.5,0.7,1.5,1.0,1.2,0.2,0.1,0.2,0.0,0.0,0.0,24.7,23.9,24.2,350.8,369.6,358.1,7.1,4.1,5.4,1,2022,DST
12,Dolphins,2.5,1.8,2.2,1.2,0.7,1.0,0.8,0.5,0.6,1.2,0.9,1.0,0.2,0.1,0.2,0.0,0.0,0.0,23.5,19.1,21.0,299.0,339.5,325.9,6.5,5.2,5.3,1,2022,DST
13,Chiefs,2.7,2.0,2.3,1.0,0.6,0.8,0.7,0.6,0.6,1.0,0.8,0.9,0.2,0.1,0.2,0.0,0.0,0.0,26.2,22.2,24.0,357.0,369.8,362.5,6.1,4.3,5.3,1,2022,DST
14,Bills,2.9,2.1,2.4,1.3,0.8,0.9,0.7,0.3,0.5,0.8,0.7,0.8,0.2,0.1,0.2,0.0,0.0,0.0,24.8,22.5,23.9,331.0,351.0,342.9,6.8,4.2,5.3,1,2022,DST
15,Rams,2.4,2.1,2.2,1.2,0.8,0.9,0.7,0.5,0.6,0.7,0.7,0.7,0.2,0.1,0.1,0.0,0.0,0.0,27.3,20.2,24.5,344.0,368.7,357.0,5.1,4.6,5.2,1,2022,DST
16,Panthers,3.0,2.3,2.5,0.9,0.5,0.7,0.7,0.5,0.6,1.0,0.7,0.9,0.2,0.1,0.2,0.0,0.0,0.0,21.8,20.5,21.4,318.7,329.7,325.1,6.2,4.2,5.1,1,2022,DST
17,Patriots,2.2,2.0,2.1,1.1,0.8,0.9,0.8,0.5,0.6,1.2,0.7,1.0,0.2,0.1,0.2,0.0,0.0,0.0,25.0,21.1,23.3,347.6,358.0,352.3,6.0,4.5,5.1,1,2022,DST
18,Commanders,2.3,1.4,2.0,1.1,0.6,0.9,0.8,0.5,0.6,1.2,0.7,1.0,0.2,0.1,0.2,0.0,0.0,0.0,20.5,20.1,20.3,329.0,340.4,335.2,6.1,3.6,4.9,1,2022,DST
19,Giants,2.7,1.9,2.4,1.0,0.6,0.8,0.7,0.4,0.6,0.9,0.6,0.8,0.2,0.1,0.1,0.0,0.0,0.0,27.2,24.5,25.2,331.0,351.1,340.1,5.1,3.8,5.1,1,2022,DST
20,Eagles,3.1,1.8,2.4,0.8,0.6,0.7,0.6,0.5,0.6,0.8,0.8,0.8,0.2,0.1,0.1,0.0,0.0,0.0,23.4,20.4,21.6,306.0,325.4,315.7,5.9,4.0,5.0,1,2022,DST
21,Jaguars,2.8,2.0,2.4,0.8,0.6,0.7,0.6,0.4,0.6,0.8,0.7,0.7,0.2,0.1,0.1,0.0,0.0,0.0,24.7,21.9,23.4,298.0,347.6,328.7,5.6,4.1,4.9,1,2022,DST
22,Packers,2.4,2.0,2.2,1.3,0.6,0.8,0.6,0.5,0.5,0.7,0.7,0.7,0.2,0.1,0.1,0.0,0.0,0.0,24.0,22.1,23.3,346.9,347.1,347.0,6.3,4.1,4.9,1,2022,DST
23,Texans,2.9,1.8,2.3,0.7,0.6,0.7,0.7,0.5,0.6,1.0,0.7,0.9,0.2,0.1,0.1,0.0,0.0,0.0,27.0,24.2,25.9,368.1,383.0,374.2,5.7,3.9,4.8,1,2022,DST
24,Bears,2.4,1.7,2.0,1.0,0.6,0.7,0.8,0.5,0.6,1.1,0.9,1.0,0.2,0.1,0.1,0.0,0.0,0.0,25.2,21.6,23.4,342.5,351.2,347.2,6.0,3.9,4.7,1,2022,DST
25,Raiders,2.4,1.8,2.1,0.9,0.6,0.7,0.6,0.5,0.5,0.8,0.7,0.8,0.2,0.1,0.1,0.0,0.0,0.0,29.5,24.0,27.5,351.0,371.7,364.3,4.3,4.0,3.7,1,2022,DST
26,Cowboys,2.1,1.3,1.8,1.3,0.7,0.9,0.6,0.3,0.6,0.9,0.8,0.9,0.2,0.1,0.1,0.0,0.0,0.0,26.5,21.8,25.4,361.3,386.0,373.0,5.9,3.2,4.7,1,2022,DST
27,Seahawks,3.0,1.6,2.4,0.9,0.5,0.6,0.7,0.4,0.5,0.7,0.7,0.7,0.2,0.1,0.1,0.1,0.0,0.0,25.5,19.3,24.0,356.8,360.0,358.3,6.2,4.5,4.7,1,2022,DST
28,Cardinals,2.1,1.7,1.9,0.8,0.6,0.7,1.0,0.5,0.7,1.4,1.0,1.2,0.2,0.1,0.2,0.0,0.0,0.0,30.3,21.4,27.2,373.1,396.0,386.8,4.7,3.9,3.6,1,2022,DST
29,Vikings,3.0,2.0,2.4,0.8,0.3,0.5,0.7,0.4,0.6,0.8,0.7,0.7,0.2,0.1,0.2,0.0,0.0,0.0,24.4,21.6,22.7,349.0,366.3,358.2,5.9,3.5,4.5,1,2022,DST
30,Falcons,2.0,1.2,1.7,1.3,0.6,0.9,0.6,0.5,0.5,0.7,0.6,0.7,0.2,0.1,0.1,0.0,0.0,0.0,24.5,22.7,23.8,308.0,360.5,338.4,5.8,3.3,4.5,1,2022,DST
31,Lions,2.2,1.4,1.8,0.8,0.7,0.8,0.6,0.4,0.6,0.8,0.7,0.7,0.1,0.1,0.1,0.0,0.0,0.0,27.1,21.8,25.8,353.6,379.0,368.3,4.1,3.6,4.4,1,2022,DST
