,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,CMP_MAX,CMP_MIN,CMP_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,INTS_MAX,INTS_MIN,INTS_MID,ATT.1_MAX,ATT.1_MIN,ATT.1_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
20,Trevor Lawrence,JAC,38.0,33.6,36.3,24.0,20.8,22.3,262.0,215.3,242.3,2.0,1.0,1.4,0.8,2.0,1.1,4.1,3.0,3.7,24.2,8.0,16.4,0.2,0.0,0.1,0.1,0.3,0.2,18.6,14.1,16.0,2,2022,QB
21,Mitch Trubisky,PIT,38.0,31.0,34.5,25.0,19.0,21.9,271.0,209.0,235.4,2.0,1.0,1.4,0.7,2.0,1.0,4.6,2.7,3.6,29.0,7.0,15.8,0.3,0.0,0.1,0.1,0.3,0.2,18.0,13.1,15.9,2,2022,QB
22,Matt Ryan,IND,36.0,31.8,33.0,23.0,20.6,21.7,252.0,222.0,240.4,2.0,1.3,1.6,0.6,1.0,0.8,3.0,0.0,2.2,9.2,0.0,6.7,0.1,0.0,0.1,0.1,0.4,0.3,20.6,14.2,15.8,2,2022,QB
23,Jacoby Brissett,CLE,33.0,28.6,30.6,21.0,18.4,19.6,245.0,200.1,219.7,2.0,1.0,1.4,0.0,1.0,0.6,4.9,2.0,3.0,13.1,8.0,11.4,0.3,0.0,0.2,0.1,0.3,0.2,17.1,13.3,15.5,2,2022,QB
24,Ryan Tannehill,TEN,37.0,29.7,33.0,24.0,17.8,20.8,254.0,181.0,224.3,2.0,1.0,1.3,0.0,2.0,0.9,3.5,2.5,3.1,16.0,8.0,13.5,0.3,0.0,0.2,0.0,0.3,0.2,21.2,12.4,15.2,2,2022,QB
25,Baker Mayfield,CAR,38.0,33.0,34.5,23.0,20.0,21.4,279.0,203.0,241.9,2.0,1.0,1.3,0.6,1.0,0.9,3.3,2.0,2.8,13.6,3.0,9.0,0.1,0.0,0.1,0.0,0.3,0.2,16.9,11.9,15.1,2,2022,QB
26,Justin Fields,CHI,34.0,28.8,30.8,20.0,17.3,18.7,248.0,184.0,208.1,1.2,0.9,1.0,0.0,2.0,1.0,8.1,5.0,6.6,44.0,13.0,33.1,0.3,0.0,0.2,0.1,0.4,0.3,19.4,12.2,15.0,2,2022,QB
27,Mac Jones,NE,36.0,27.8,32.5,24.0,18.7,21.3,255.0,208.0,235.9,2.0,1.0,1.4,0.7,1.2,1.0,2.8,1.0,2.3,11.1,5.0,8.2,0.1,0.0,0.1,0.1,0.3,0.2,17.1,11.9,14.8,2,2022,QB
28,Davis Mills,HOU,37.6,31.0,35.0,24.1,19.8,22.5,260.1,203.0,242.3,2.0,1.2,1.4,0.7,2.0,1.0,3.0,1.0,1.9,8.3,3.0,5.4,0.1,0.0,0.0,0.1,0.3,0.2,21.3,10.8,14.8,2,2022,QB
29,Cooper Rush,DAL,40.0,29.0,35.5,25.0,18.0,22.2,275.0,212.0,242.0,2.0,1.0,1.3,0.9,1.1,1.0,4.0,1.8,2.4,17.1,2.0,8.4,0.1,0.0,0.0,0.1,0.3,0.2,16.2,11.7,14.7,2,2022,QB
30,Joe Flacco,NYJ,37.0,31.0,34.7,23.0,19.0,21.6,274.0,208.0,240.7,1.5,1.0,1.1,0.7,2.0,1.0,2.3,0.0,1.6,7.4,0.0,4.2,0.1,0.0,0.0,0.0,0.3,0.2,17.7,11.8,13.4,2,2022,QB
31,Geno Smith,SEA,34.6,25.9,31.1,22.6,16.5,19.9,246.0,179.0,224.3,1.4,0.9,1.0,0.5,2.0,0.9,4.0,2.3,2.9,15.0,7.0,11.1,0.1,0.0,0.1,0.1,0.4,0.2,17.3,11.4,13.2,2,2022,QB
32,Taysom Hill,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,2.3,10.8,10.8,10.8,0.1,0.1,0.1,0.0,0.0,0.0,3.0,3.0,1.6,2,2022,QB
33,Kenny Pickett,PIT,4.0,4.0,4.0,2.4,2.4,2.4,23.7,20.2,21.9,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.9,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.2,1.3,2,2022,QB
34,Trace McSorley,ARI,1.4,1.4,1.4,1.0,1.0,1.0,20.5,9.4,15.0,0.1,0.1,0.1,0.0,0.1,0.0,0.3,0.3,0.3,3.5,1.1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.9,1.3,2,2022,QB
35,Joshua Dobbs,CLE,1.1,1.1,1.1,0.8,0.8,0.8,26.0,6.0,16.0,0.1,0.1,0.1,0.0,0.1,0.1,0.3,0.3,0.3,2.8,1.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,1.2,2,2022,QB
36,Jordan Love,GB,1.3,1.3,1.3,0.7,0.7,0.7,27.0,7.9,17.4,0.1,0.1,0.1,0.0,0.1,0.0,0.3,0.3,0.3,1.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.9,1.1,2,2022,QB
37,Jimmy Garoppolo,SF,1.2,1.2,1.2,0.8,0.8,0.8,24.9,10.7,17.8,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.9,1.1,2,2022,QB
38,Drew Lock,SEA,2.9,2.9,2.9,1.8,1.8,1.8,19.9,12.6,16.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,1.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.8,1.0,2,2022,QB
39,Jarrett Stidham,LV,1.5,1.5,1.5,1.1,1.1,1.1,12.3,12.3,12.3,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,2,2022,QB
40,Case Keenum,BUF,1.5,1.5,1.5,1.0,1.0,1.0,11.7,11.7,11.7,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,2,2022,QB
41,Jeff Driskel,HOU,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,2,2022,QB
42,Taylor Heinicke,WAS,1.3,1.3,1.3,0.8,0.8,0.8,10.0,10.0,10.0,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.3,0.3,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,2,2022,QB
43,Chase Daniel,LAC,1.6,1.6,1.6,1.0,1.0,1.0,11.0,11.0,11.0,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,2,2022,QB
44,Tyler Huntley,BAL,1.3,1.3,1.3,0.8,0.8,0.8,9.4,9.4,9.4,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.3,0.3,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,2,2022,QB
45,Nick Foles,IND,1.3,1.3,1.3,0.9,0.9,0.9,8.9,8.9,8.9,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.3,0.3,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,2,2022,QB
46,Nate Sudfeld,DET,1.4,1.4,1.4,0.9,0.9,0.9,16.2,8.7,12.4,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.2,0.2,1.1,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,2,2022,QB
47,Tyrod Taylor,NYG,1.5,1.5,1.5,1.0,1.0,1.0,8.9,8.9,8.9,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,2,2022,QB
48,Chad Henne,KC,1.5,1.5,1.5,0.9,0.9,0.9,10.1,10.1,10.1,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.3,0.3,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,2,2022,QB
49,CJ Beathard,JAC,1.5,1.5,1.5,0.9,0.9,0.9,8.8,8.8,8.8,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,2,2022,QB
50,Brandon Allen,CIN,1.4,1.4,1.4,0.9,0.9,0.9,11.3,11.3,11.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.9,2,2022,QB
51,Andy Dalton,NO,1.2,1.2,1.2,0.7,0.7,0.7,7.6,7.6,7.6,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.3,0.3,1.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,2,2022,QB
52,Trevor Siemian,CHI,1.2,1.2,1.2,0.7,0.7,0.7,20.2,7.4,13.8,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.6,0.8,2,2022,QB
53,Gardner Minshew,PHI,1.2,1.2,1.2,0.7,0.7,0.7,10.2,8.8,9.5,0.1,0.1,0.1,0.0,0.1,0.0,0.3,0.3,0.3,1.7,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8,0.8,2,2022,QB
54,Brett Rypien,DEN,0.0,0.0,0.0,0.0,0.0,0.0,13.3,13.3,13.3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,2,2022,QB
55,Teddy Bridgewater,MIA,1.9,1.9,1.9,1.2,1.2,1.2,13.2,12.3,12.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.8,2,2022,QB
56,Malik Willis,TEN,0.9,0.9,0.9,0.5,0.5,0.5,20.0,5.4,12.7,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.9,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.3,0.8,2,2022,QB
57,Kyle Trask,TB,1.3,1.3,1.3,0.8,0.8,0.8,8.2,8.2,8.2,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.7,2,2022,QB
58,Mike White,NYJ,1.4,1.4,1.4,0.8,0.8,0.8,8.1,8.1,8.1,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,2,2022,QB
59,Brian Hoyer,NE,1.1,1.1,1.1,0.8,0.8,0.8,15.7,8.5,12.1,0.1,0.0,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.7,2,2022,QB
60,Kyle Allen,HOU,1.3,1.3,1.3,0.8,0.8,0.8,8.3,8.3,8.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,2,2022,QB
61,Blaine Gabbert,TB,0.0,0.0,0.0,0.0,0.0,0.0,12.9,12.9,12.9,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,2,2022,QB
62,Desmond Ridder,ATL,1.0,1.0,1.0,0.6,0.6,0.6,18.1,6.0,12.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.5,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.6,2,2022,QB
63,Nick Mullens,MIN,1.4,1.4,1.4,1.0,1.0,1.0,10.3,10.1,10.2,0.1,0.0,0.1,0.0,0.1,0.0,0.3,0.3,0.3,0.7,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.9,0.6,0.6,2,2022,QB
64,John Wolford,LAR,1.4,1.4,1.4,0.9,0.9,0.9,11.0,11.0,11.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,2,2022,QB
65,Will Grier,DAL,1.1,1.1,1.1,0.7,0.7,0.7,7.2,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,2,2022,QB
66,Armani Rogers,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,2,2022,QB
