Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
3397,2335487387,goldenchild18,0,128.24,QB Justin Herbert RB Chase Edmonds RB Antonio Gibson WR Keenan Allen WR Tyler Lockett WR Cole Beasley FLEX Mike Williams TE Jonnu Smith DST Vikings ,,,
3397,2338188924,HarryWells,0,128.24,QB Deshaun Watson RB Melvin Gordon III RB DeeJay Dallas WR Julio Jones WR Will Fuller V FLEX Terry McLaurin WR Cole Beasley TE Darren Fells DST Vikings ,,,
3397,2338235190,Thefoos73,0,128.24,QB Justin Herbert FLEX Dalvin Cook RB David Johnson RB Justin Jackson WR Julio Jones WR Marvin Jones Jr. WR Mike Williams TE Jonnu Smith DST Texans ,,,
3404,2336603627,OG05,0,128.22,QB Kyler Murray RB Justin Jackson RB DeeJay Dallas WR DeAndre Hopkins WR Chase Claypool WR Christian Kirk FLEX Michael Gallup TE Hayden Hurst DST Steelers ,,,
3405,2335359927,TheSkovietUnion,0,128.2,QB Lamar Jackson RB Dalvin Cook FLEX James Conner RB Antonio Gibson WR Julio Jones WR Darnell Mooney WR Danny Amendola TE Hunter Henry DST Cardinals ,,,
3405,2335888939,TeamSleep,0,128.2,QB Russell Wilson RB Dalvin Cook FLEX Justin Jackson RB DeeJay Dallas WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3407,2337827129,JiggyJus,0,128.14,QB Deshaun Watson RB Dalvin Cook FLEX Justin Jackson RB Tony Pollard WR Julio Jones WR Tyler Lockett WR Marvin Jones Jr. TE Hayden Hurst DST Lions ,,,
3407,2337956349,Stryder515,0,128.14,QB Deshaun Watson RB Dalvin Cook FLEX Chase Edmonds RB David Johnson WR Julio Jones WR Marvin Jones Jr. WR Marcus Johnson TE Hayden Hurst DST Cardinals ,,,
3407,2339763477,jlamb022,0,128.14,QB Deshaun Watson RB Dalvin Cook FLEX Chase Edmonds RB David Johnson WR Julio Jones WR Marvin Jones Jr. WR Marcus Johnson TE Hayden Hurst DST Cardinals ,,,
3407,2334246907,Yuandaddy,0,128.14,QB Justin Herbert RB Dalvin Cook RB Justin Jackson FLEX DeeJay Dallas WR Julio Jones WR Tyler Lockett WR Hunter Renfrow TE Hayden Hurst DST Cardinals ,,,
3411,2334180407,DATPASTUHHHMERCE,0,128.12,QB Drew Lock RB Dalvin Cook FLEX Josh Jacobs RB David Johnson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Noah Fant DST Cardinals ,,,
3412,2332038029,shdwbxr72,0,128.1,QB Russell Wilson FLEX David Johnson RB Zack Moss RB DeeJay Dallas WR Julio Jones WR Tyler Lockett WR Jerry Jeudy TE Evan Engram DST Texans ,,,
3412,2335017039,stubrstud13,0,128.1,QB Josh Allen RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Christian Blake TE Trey Burton DST Falcons ,,,
3414,2336378236,Dream.Killers,0,128.04,QB Deshaun Watson RB Dalvin Cook RB Chase Edmonds WR Julio Jones FLEX Tyler Lockett WR Brandin Cooks WR Marcus Johnson TE Albert Okwuegbunam DST Falcons ,,,
3414,2338907988,aberland18,0,128.04,QB Deshaun Watson RB Dalvin Cook RB James Conner FLEX Chase Edmonds WR Julio Jones WR Marvin Jones Jr. WR Demarcus Robinson TE Albert Okwuegbunam DST Falcons ,,,
3414,2334750028,dvisionpikz,0,128.04,QB Matthew Stafford RB Christian McCaffrey RB James Robinson WR Julio Jones WR Nelson Agholor WR Danny Amendola FLEX Jonnu Smith TE Trey Burton DST Steelers ,,,
3417,2337885883,cams24,0,128.02,QB Kyler Murray RB Dalvin Cook RB David Johnson WR DeAndre Hopkins WR Randall Cobb FLEX Darnell Mooney WR Larry Fitzgerald TE Noah Fant DST Colts ,,,
3418,2330049077,cheatcode,0,128,QB Derek Carr FLEX Dalvin Cook RB James Conner RB Chase Edmonds WR Julio Jones WR Diontae Johnson WR Darnell Mooney TE Hayden Hurst DST Cowboys ,,,
3418,2338731210,bfurlow8,0,128,QB Derek Carr RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Marvin Jones Jr. WR Diontae Johnson TE Hayden Hurst DST Cardinals ,,,
3420,2334219253,thadarksyde,0,127.94,QB Deshaun Watson FLEX James Conner RB Chase Edmonds RB DeeJay Dallas WR Julio Jones WR Marvin Jones Jr. WR Jerry Jeudy TE Evan Engram DST Cardinals ,,,
3420,2335274618,chargers0923,0,127.94,QB Deshaun Watson FLEX James Conner RB Chase Edmonds RB DeeJay Dallas WR Julio Jones WR Marvin Jones Jr. WR Jerry Jeudy TE Evan Engram DST Cardinals ,,,
3420,2337152576,Brooklyn_Ballers,0,127.94,QB Deshaun Watson FLEX James Conner RB Chase Edmonds RB DeeJay Dallas WR Julio Jones WR Marvin Jones Jr. WR Jerry Jeudy TE Evan Engram DST Cardinals ,,,
3420,2338207349,choppah13,0,127.94,QB Justin Herbert RB James Conner RB Chase Edmonds WR Tyler Lockett WR Christian Kirk WR John Brown FLEX T.J. Hockenson TE Darren Fells DST Ravens ,,,
3420,2339899465,dagojoe51,0,127.94,QB Deshaun Watson RB Dalvin Cook RB James Conner FLEX Justin Jackson WR Julio Jones WR Diontae Johnson WR Marvin Hall TE Hayden Hurst DST Dolphins ,,,
3425,2330154546,lswells,0,127.92,QB Kyler Murray RB James Robinson FLEX David Montgomery RB DeeJay Dallas WR Stefon Diggs WR Justin Jefferson WR Laviska Shenault Jr. TE Jordan Akins DST Ravens ,,,
3426,2332620474,Sirchosen,0,127.9,QB Russell Wilson RB Dalvin Cook RB David Johnson FLEX Julio Jones WR Tyler Lockett WR Danny Amendola WR Marcus Johnson TE Hunter Henry DST WAS Football Team ,,,
3426,2337022439,weakestlink99,0,127.9,QB Russell Wilson RB Melvin Gordon III RB Justin Jackson WR Tyler Lockett FLEX Will Fuller V WR Chase Claypool WR Christian Kirk TE Noah Fant DST Titans ,,,
3426,2337164642,PeterJaguars,0,127.9,QB Josh Allen RB Dalvin Cook FLEX James Conner RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Demarcus Robinson TE Jordan Akins DST Falcons ,,,
3426,2337305624,EagleEye3434,0,127.9,QB Josh Allen RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marvin Hall TE Albert Okwuegbunam DST Falcons ,,,
3426,2335046439,themanichispanic,0,127.9,QB Josh Allen RB Derrick Henry RB Clyde Edwards-Helaire WR A.J. Brown WR Mike Williams WR Sterling Shepard FLEX Hayden Hurst TE Trey Burton DST Steelers ,,,
3431,2339643139,timstar28,0,127.88,QB Patrick Mahomes RB James Conner RB Todd Gurley II WR Julio Jones WR Tyreek Hill WR Mecole Hardman FLEX Darren Fells TE Will Dissly DST Dolphins ,,,
3432,2339891472,stone2309,0,127.86,QB Matt Ryan RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Cole Beasley WR Danny Amendola TE Hunter Henry DST WAS Football Team ,,,
3432,2337374459,TheNumbersGuy81,0,127.86,QB Matt Ryan RB Dalvin Cook RB Chase Edmonds WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Noah Fant FLEX Hayden Hurst DST Cardinals ,,,
3434,2336999385,PoropatIII,0,127.84,QB Deshaun Watson FLEX Chase Edmonds RB David Johnson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Brandin Cooks TE Greg Olsen DST Giants ,,,
3434,2338035236,mlanuka,0,127.84,QB Deshaun Watson RB Dalvin Cook RB Clyde Edwards-Helaire FLEX DeeJay Dallas WR Julio Jones WR Tyler Lockett WR Marvin Hall TE Jordan Akins DST Falcons ,,,
3434,2332407173,jackaesoph,0,127.84,QB Justin Herbert FLEX James Conner RB Chase Edmonds RB Justin Jackson WR Keenan Allen WR Corey Davis WR Jerry Jeudy TE Evan Engram DST Giants ,,,
3434,2337274157,FFBPlaya,0,127.84,QB Deshaun Watson RB Chase Edmonds RB Antonio Gibson WR Julio Jones WR Brandin Cooks WR Jerry Jeudy FLEX Laviska Shenault Jr. TE Darren Waller DST Cardinals ,,,
3434,2338190092,desertfires9321,0,127.84,QB Deshaun Watson RB Dalvin Cook RB James Conner FLEX Justin Jackson WR Keenan Allen WR Amari Cooper WR Steven Sims Jr. TE Hayden Hurst DST Chargers ,,,
3434,2338502865,123456789yes,0,127.84,QB Deshaun Watson RB Dalvin Cook RB David Johnson WR Julio Jones WR Tyler Lockett WR Brandin Cooks TE Hayden Hurst FLEX Durham Smythe DST Cardinals ,,,
3434,2336580584,scaquatics,0,127.84,QB Deshaun Watson RB James Robinson FLEX James Conner RB Chase Edmonds WR Julio Jones WR Mike Williams WR Jerry Jeudy TE Anthony Firkser DST Vikings ,,,
3441,2336228215,ezdoesit420,0,127.8,QB Russell Wilson RB Chase Edmonds RB J.K. Dobbins WR Stefon Diggs WR Tyler Lockett FLEX Marvin Jones Jr. WR Jerry Jeudy TE Logan Thomas DST Cardinals ,,,
3441,2337051560,tanney9,0,127.8,QB Josh Allen FLEX James Robinson RB James Conner RB Justin Jackson WR Julio Jones WR Diontae Johnson WR John Brown TE Noah Fant DST Giants ,,,
3441,2338405215,michaeljay,0,127.8,QB Russell Wilson RB Dalvin Cook RB James Conner FLEX David Johnson WR Tyler Lockett WR Marvin Jones Jr. WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
3441,2329789552,cameron122393,0,127.8,QB Josh Allen RB Dalvin Cook RB David Johnson FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3441,2330758520,catfishhunter1983,0,127.8,QB Josh Allen RB Dalvin Cook RB David Johnson FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3441,2334517414,wass34,0,127.8,QB Josh Allen RB Dalvin Cook RB David Johnson FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3441,2334835220,emb23,0,127.8,QB Josh Allen FLEX Dalvin Cook RB David Johnson RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3441,2334867473,chewman528,0,127.8,QB Josh Allen FLEX Dalvin Cook RB David Johnson RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3441,2334957348,cgrezlak,0,127.8,QB Josh Allen RB Dalvin Cook RB David Johnson FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3441,2335327051,jcmaxfield,0,127.8,QB Russell Wilson RB James Conner RB Clyde Edwards-Helaire WR Tyler Lockett WR Justin Jefferson WR DJ Chark Jr. FLEX Diontae Johnson TE Jonnu Smith DST Vikings ,,,
3441,2335447776,tonerman40,0,127.8,QB Josh Allen FLEX Dalvin Cook RB David Johnson RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3441,2336174744,haubrotm,0,127.8,QB Josh Allen FLEX Dalvin Cook RB David Johnson RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3441,2336495911,tatbro3485,0,127.8,QB Josh Allen RB Dalvin Cook RB David Johnson FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3441,2336647417,micahosie,0,127.8,QB Josh Allen RB Dalvin Cook RB David Johnson FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3441,2336740698,NYC_Irish,0,127.8,QB Josh Allen RB Dalvin Cook RB David Johnson FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3441,2336807423,jabash0331,0,127.8,QB Josh Allen RB Dalvin Cook RB David Johnson FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3441,2336948229,Skthefuture,0,127.8,QB Josh Allen RB Dalvin Cook RB David Johnson FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3441,2337503910,AaronPfaff9,0,127.8,QB Josh Allen RB Dalvin Cook RB David Johnson FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3441,2337744098,zingzang,0,127.8,QB Josh Allen FLEX Dalvin Cook RB David Johnson RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
3460,2333859470,Bborchart,0,127.74,QB Justin Herbert RB James Robinson FLEX David Montgomery RB David Johnson WR Keenan Allen WR Tyler Lockett WR Brandin Cooks TE Irv Smith Jr. DST Vikings ,,,
3460,2338000099,slowpokemcgee,0,127.74,QB Deshaun Watson FLEX Chase Edmonds RB Justin Jackson RB DeeJay Dallas WR Keenan Allen WR Tyler Lockett WR Brandin Cooks TE Hayden Hurst DST Giants ,,,
3460,2339129840,beans721,0,127.74,QB Ben Roethlisberger RB Melvin Gordon III RB D'Andre Swift WR Will Fuller V WR A.J. Brown WR Justin Jefferson FLEX Chase Claypool TE Noah Fant DST Texans ,,,
3460,2337829862,hoeske,0,127.74,QB Deshaun Watson RB Christian McCaffrey FLEX Clyde Edwards-Helaire RB David Johnson WR Julio Jones WR Diontae Johnson WR Demarcus Robinson TE Noah Fant DST Falcons ,,,
3464,2337176870,dcw31777,0,127.7,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Tyler Eifert DST Dolphins ,,,
3464,2329557096,dk1076,0,127.7,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Tyler Lockett WR Diontae Johnson WR Darnell Mooney TE Jonnu Smith DST Cardinals ,,,
3464,2334927959,Jgraham03,0,127.7,QB Derek Carr RB Dalvin Cook FLEX James Conner RB Justin Jackson WR Stefon Diggs WR Julio Jones WR Darnell Mooney TE Irv Smith Jr. DST Cardinals ,,,
3464,2335533218,Bdctb2,0,127.7,QB Derek Carr RB Dalvin Cook RB James Conner WR Julio Jones WR Tyler Lockett WR Jerry Jeudy FLEX Marvin Hall TE Logan Thomas DST Cardinals ,,,
3464,2339568618,Samtorsey,0,127.7,QB Josh Allen RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Jordan Akins DST Falcons ,,,
3464,2339574216,jmryan1234,0,127.7,QB Josh Allen RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Jordan Akins DST Falcons ,,,
3464,2331615201,scott7281,0,127.7,QB Lamar Jackson RB James Robinson FLEX Chase Edmonds RB David Johnson WR Stefon Diggs WR Jerry Jeudy WR Willie Snead IV TE Evan Engram DST Lions ,,,
3471,2338781386,trixgold,0,127.66,QB Matt Ryan RB James Conner RB Joshua Kelley WR Julio Jones WR Keenan Allen WR Diontae Johnson FLEX Sterling Shepard TE T.J. Hockenson DST Bears ,,,
3472,2334758879,khrrld86,0,127.64,QB Deshaun Watson FLEX Dalvin Cook RB Chase Edmonds RB Justin Jackson WR Tyler Lockett WR Brandin Cooks WR Marvin Jones Jr. TE Tyler Eifert DST Cardinals ,,,
3472,2334865422,caeq4d,0,127.64,QB Deshaun Watson FLEX Dalvin Cook RB Chase Edmonds RB Justin Jackson WR Tyler Lockett WR Brandin Cooks WR Marvin Jones Jr. TE Tyler Eifert DST Cardinals ,,,
3472,2337985860,josephmoore58,0,127.64,QB Deshaun Watson FLEX Dalvin Cook RB Chase Edmonds RB Justin Jackson WR Tyler Lockett WR Brandin Cooks WR Marvin Jones Jr. TE Tyler Eifert DST Cardinals ,,,
3472,2330294645,txduckhunter,0,127.64,QB Deshaun Watson RB Josh Jacobs RB Clyde Edwards-Helaire FLEX Tyreek Hill WR Justin Jefferson WR Chase Claypool WR Mecole Hardman TE Darren Fells DST Raiders ,,,
3472,2330350948,daballerand1,0,127.64,QB Deshaun Watson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hunter Henry DST Colts ,,,
3477,2335108948,chayis1,0,127.62,QB Drew Lock RB James Conner FLEX Chase Edmonds RB Justin Jackson WR Keenan Allen WR Terry McLaurin WR Marvin Jones Jr. TE Noah Fant DST Cardinals ,,,
3478,2337863572,rulerman1,0,127.6,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Tyler Lockett WR John Brown WR Christian Blake TE Noah Fant DST WAS Football Team ,,,
3478,2339489137,sticks114,0,127.6,QB Josh Allen RB Chase Edmonds RB Justin Jackson FLEX DeeJay Dallas WR Stefon Diggs WR Brandin Cooks WR Darnell Mooney TE Noah Fant DST Steelers ,,,
3478,2339899737,Ethel1981,0,127.6,QB Derek Carr RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Laviska Shenault Jr. WR Preston Williams WR Marvin Hall TE Travis Kelce DST Steelers ,,,
3478,2330084874,BJS79,0,127.6,QB Derek Carr RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Keenan Allen WR Marcus Johnson TE Noah Fant DST Falcons ,,,
3478,2335901138,Av20,0,127.6,QB Russell Wilson RB James Robinson FLEX Melvin Gordon III RB Justin Jackson WR Stefon Diggs WR Diontae Johnson WR Jerry Jeudy TE Noah Fant DST WAS Football Team ,,,
3483,2337908846,bullish1998,0,127.54,QB Deshaun Watson RB Chase Edmonds RB Clyde Edwards-Helaire WR Will Fuller V WR Brandin Cooks WR Marvin Jones Jr. FLEX Darnell Mooney TE Darren Waller DST Cardinals ,,,
3484,2331405125,dbash12,0,127.5,QB Russell Wilson RB James Robinson RB Josh Jacobs WR Tyler Lockett FLEX JuJu Smith-Schuster WR Marvin Jones Jr. WR Marvin Hall TE Hunter Henry DST Giants ,,,
3484,2331845587,Lebo396,0,127.5,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Will Dissly DST Giants ,,,
3484,2331872797,takeyobread23,0,127.5,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Will Dissly DST Giants ,,,
3484,2335120737,pbeidle,0,127.5,QB Josh Allen RB James Conner RB Antonio Gibson FLEX Justin Jackson WR Julio Jones WR Mecole Hardman WR Danny Amendola TE Travis Kelce DST Falcons ,,,
3484,2335135258,yort04,0,127.5,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Will Dissly DST Giants ,,,
3484,2336076129,jacobhahn50,0,127.5,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Will Dissly DST Giants ,,,
3484,2336321346,jdsaine,0,127.5,QB Russell Wilson RB Dalvin Cook RB Josh Jacobs FLEX Justin Jackson WR Tyler Lockett WR DJ Moore WR Marcus Johnson TE Hayden Hurst DST Titans ,,,
3484,2336835051,drok522,0,127.5,QB Russell Wilson RB Dalvin Cook RB David Johnson FLEX Justin Jackson WR Julio Jones WR Brandin Cooks WR Marvin Jones Jr. TE Will Dissly DST Texans ,,,
3484,2337441978,jjral11,0,127.5,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Will Dissly DST Giants ,,,
3484,2338733016,toddkimberly,0,127.5,QB Josh Allen RB James Robinson RB Clyde Edwards-Helaire WR Stefon Diggs WR Tyler Lockett FLEX Marvin Jones Jr. WR Laviska Shenault Jr. TE Jonnu Smith DST Falcons ,,,
3484,2339473936,Cfannunc,0,127.5,QB Russell Wilson RB Dalvin Cook FLEX Justin Jackson RB DeeJay Dallas WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Noah Fant DST Vikings ,,,
3495,2332426791,kmhockey,0,127.44,QB Matthew Stafford RB Dalvin Cook RB James Robinson WR Justin Jefferson WR Chase Claypool WR Tim Patrick FLEX Steven Sims Jr. TE T.J. Hockenson DST WAS Football Team ,,,
3495,2338033966,jgessner,0,127.44,QB Deshaun Watson RB Chase Edmonds RB Josh Jacobs FLEX D'Andre Swift WR Stefon Diggs WR Julio Jones WR Marcus Johnson TE Hunter Henry DST Titans ,,,
3497,2329963518,Jbones733,0,127.4,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Jalen Guyton TE Irv Smith Jr. DST Falcons ,,,
3497,2339367177,Xanzarcanicus,0,127.4,QB Josh Allen RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Adam Thielen WR Marcus Johnson TE Logan Thomas DST Falcons ,,,
3497,2330068042,jayjaybe,0,127.4,QB Derek Carr RB Dalvin Cook RB James Conner FLEX Chase Edmonds WR Brandin Cooks WR Diontae Johnson WR Mecole Hardman TE Hayden Hurst DST Cardinals ,,,
3497,2336817071,aferrari7,0,127.4,QB Josh Allen RB Chase Edmonds RB Justin Jackson WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Marcus Johnson TE Noah Fant DST Giants ,,,
3497,2336874573,FindingSTAX,0,127.4,QB Josh Allen RB Justin Jackson RB DeeJay Dallas FLEX Keenan Allen WR Tyler Lockett WR Justin Jefferson WR Cole Beasley TE T.J. Hockenson DST Vikings ,,,
3497,2337000164,chester21,0,127.4,QB Josh Allen RB Chase Edmonds RB Justin Jackson WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Marcus Johnson TE Noah Fant DST Giants ,,,
3497,2337877966,YawKro10,0,127.4,QB Josh Allen RB Chase Edmonds RB Justin Jackson WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Marcus Johnson TE Noah Fant DST Giants ,,,
3497,2338489438,CallMeWehttam,0,127.4,QB Josh Allen RB Chase Edmonds RB Justin Jackson WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Marcus Johnson TE Noah Fant DST Giants ,,,
3497,2338843808,pato1985,0,127.4,QB Josh Allen RB Chase Edmonds RB Justin Jackson WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Marcus Johnson TE Noah Fant DST Giants ,,,
3497,2338881290,flammbo69,0,127.4,QB Josh Allen RB Chase Edmonds RB Justin Jackson WR Julio Jones FLEX Keenan Allen WR Tyler Lockett WR Marcus Johnson TE Noah Fant DST Giants ,,,
3497,2339248347,teampaul23,0,127.4,QB Russell Wilson RB James Conner RB Wayne Gallman Jr. FLEX Julio Jones WR Tyler Lockett WR Cole Beasley WR Jerry Jeudy TE Logan Thomas DST Titans ,,,
3497,2339386383,dolphus75,0,127.4,QB Josh Allen RB James Conner RB David Johnson WR Stefon Diggs WR Brandin Cooks WR Cole Beasley FLEX Danny Amendola TE T.J. Hockenson DST WAS Football Team ,,,
3497,2339439355,rdmac,0,127.4,QB Josh Allen RB Chase Edmonds RB Justin Jackson WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Marcus Johnson TE Noah Fant DST Giants ,,,
3497,2339719931,JD0505,0,127.4,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Mark Andrews DST Cowboys ,,,
3497,2339772522,dentonbthomas,0,127.4,QB Josh Allen RB Chase Edmonds RB Justin Jackson WR Julio Jones FLEX Keenan Allen WR Tyler Lockett WR Marcus Johnson TE Noah Fant DST Giants ,,,
3497,2330715981,blilly74,0,127.4,QB Russell Wilson RB Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Noah Fant TE Hayden Hurst DST Giants ,,,
3497,2335171571,ryan7962,0,127.4,QB Josh Allen RB David Johnson RB Justin Jackson FLEX DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett TE Hayden Hurst DST Vikings ,,,
3497,2335206174,RTL701,0,127.4,QB Russell Wilson RB Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Noah Fant TE Hayden Hurst DST Giants ,,,
3497,2335351517,cmahon23,0,127.4,QB Josh Allen RB David Johnson FLEX Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett TE Hayden Hurst DST Vikings ,,,
3497,2335741550,thehulicks,0,127.4,QB Russell Wilson RB Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Noah Fant TE Hayden Hurst DST Giants ,,,
3497,2335760638,dtlantzy,0,127.4,QB Russell Wilson RB Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett TE Noah Fant FLEX Hayden Hurst DST Giants ,,,
3497,2335908225,gfgwhatup,0,127.4,QB Russell Wilson RB Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Noah Fant TE Hayden Hurst DST Giants ,,,
3497,2336432284,pcollins430,0,127.4,QB Russell Wilson RB Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Noah Fant TE Hayden Hurst DST Giants ,,,
3497,2337143317,Alhilarious,0,127.4,QB Russell Wilson RB Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Noah Fant TE Hayden Hurst DST Giants ,,,
3497,2337244534,houstonreese,0,127.4,QB Russell Wilson RB Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Noah Fant TE Hayden Hurst DST Giants ,,,
3497,2337344532,KJwinsagain,0,127.4,QB Russell Wilson RB Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett TE Noah Fant FLEX Hayden Hurst DST Giants ,,,
3497,2337599057,primetime20769,0,127.4,QB Josh Allen RB David Johnson FLEX Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett TE Hayden Hurst DST Vikings ,,,
3497,2337770636,zbark2,0,127.4,QB Josh Allen RB David Johnson FLEX Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett TE Hayden Hurst DST Vikings ,,,
3497,2337990778,bloding,0,127.4,QB Russell Wilson RB Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Noah Fant TE Hayden Hurst DST Giants ,,,
3497,2339031560,RDRFN4LF,0,127.4,QB Russell Wilson RB Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Noah Fant TE Hayden Hurst DST Giants ,,,
3497,2339794850,therealpengo,0,127.4,QB Russell Wilson RB Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Tyler Lockett FLEX Noah Fant TE Hayden Hurst DST Giants ,,,
3528,2336445020,scarbotron,0,127.36,QB Matt Ryan RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Vikings ,,,
3529,2332089991,bundeski,0,127.34,QB Deshaun Watson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Diontae Johnson WR Darnell Mooney TE Hunter Henry DST Cardinals ,,,
