Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
9922,2334656080,Milo_frontel,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2334683413,2stupiddogs,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2334711393,hoja0703,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2334859799,lvtwolves23,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2334863531,jbills27,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2334872804,rhorodyski,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2334879188,cptbirdo,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2334911112,acohn12,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2334914695,dheatwole,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2334942493,3rd_and_schlong,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2334943592,broncos76,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2334952308,MMikhail10,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2334954259,CHaufff,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2334958504,Yumama1,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2334988545,TeamEstrogen35,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335026749,bostoneagle5,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335084253,mkramer27,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335094107,ckubs,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335106468,ctstanton,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335123013,OllyOllyO,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335210835,jediam,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335317402,pimplepoppermd,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335352429,balesjustin,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335382363,caninecupcakes,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335388275,mzaman123,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335443692,Ostey,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335459214,fraggle13,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335582393,mik.h.werdna,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335586886,NVijay28,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335729763,dannyoms,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335734651,mageist,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335772804,EmpireMaker2,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335823376,vish9,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335871308,ykya111,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2335955511,nmigliore,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336056218,beverage55,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336058772,kcfoote,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336067735,cody322,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336080339,john8892,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336090598,pt91293,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336092155,dsullivan191145,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336114749,tigerchief,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336122945,shraban11,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336124982,TheDJDeRome,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336162450,linkspro61,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336163384,Durrrrfan24,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336279868,nattysul,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336288444,DrNarNar,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336345509,abourke2,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336359208,Scuba3321,0,128.9,QB Josh Allen RB Chase Edmonds FLEX Josh Jacobs RB Justin Jackson WR Julio Jones WR Keenan Allen WR Marvin Jones Jr. TE Greg Olsen DST Falcons ,,,
9922,2336388580,sfalls21,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336401642,ajrulez13,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336408286,kingpins,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336432455,Tursh11,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336435602,psufans2,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336452264,AgentP21,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336460662,JJ-Adam33,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336581649,tutuaca7,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336591400,davidjr831,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336605326,itslegend380,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336613636,smg2121,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336615825,taytay0526,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336616270,GatorMAB,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336665803,xpress23,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336670767,jcharn5,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336675166,jt77316,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336676658,dwalke16,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336714243,grizicus,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336726227,shaptown88,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336758495,Kronicvi,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336766904,jbolger23,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336768286,Tr00421,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336780360,SayHeyJay24,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336788021,mikemurph85,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336796190,ChumpLeague,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336805609,footballopus,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336844143,wazzu24,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336908372,mcnick22,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336925010,Supershorty,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336947233,drummaster,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336950782,tsad23,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336982975,jaygenz4,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336984556,shawners,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2336996782,Joyman7,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337026560,shmalk305_dk,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337030525,jhogan16,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337048544,gronkinondeezwoes,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337071969,robbie5806,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337108525,mrbrown,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337119730,The_Alchemyst,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337121347,lisongding303,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337148892,SamENole,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337170883,Nickr07,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337175033,digs17,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337206104,ChelseaFan96,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337210197,cmwinder,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337290618,mdm114,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337306325,el439,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337326953,owlsplayer2120,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337327916,big_link27,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337394449,johnferr27,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337472843,Draxler1982,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337476581,tmonty20,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337481858,rikenn,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337499894,Hennessey33,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337509710,sipes24,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337521534,gatorx,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Tyler Lockett WR Tim Patrick WR Russell Gage TE Dalton Schultz DST Giants ,,,
9922,2337582737,sgaffney30,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337585664,bigemd,0,128.9,QB Russell Wilson FLEX Dalvin Cook RB Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337626638,brente33,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337702083,bkowens52,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337726288,PatrioticScorers,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337811684,joephoo,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337845934,ryanpapi305,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337853838,MunkeBiz8,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337863955,zcobb14,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337872291,carls339,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337935256,money132,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337960656,Meth,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337978540,a0l_messenger,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337978693,wpahud,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337993269,fostert,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2337997889,Steved1828,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2338011541,zlucco,0,128.9,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
9922,2338020798,DavisMattek,0,128.9,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
