,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,CMP_MAX,CMP_MIN,CMP_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,INTS_MAX,INTS_MIN,INTS_MID,ATT.1_MAX,ATT.1_MIN,ATT.1_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
23,Josh Rosen,SF,35.0,25.0,31.3,20.0,15.0,18.2,239.0,195.0,217.4,1.3,1.0,1.1,0.5,1.4,1.0,3.0,1.6,2.2,10.0,5.0,7.7,0.1,0.0,0.0,0.1,0.3,0.2,14.8,11.0,11.7,7,QB
24,Lamar Jackson,BAL,1.9,0.0,0.8,1.1,0.0,0.4,12.4,2.7,5.8,0.1,0.0,0.0,0.0,0.1,0.0,2.7,1.5,2.3,15.5,8.7,12.5,0.2,0.1,0.1,0.0,0.2,0.1,2.9,1.7,2.0,7,QB
25,Taysom Hill,NO,1.1,0.0,0.4,0.7,0.0,0.2,8.3,0.0,2.6,0.1,0.0,0.0,0.0,0.0,0.0,2.9,1.8,2.1,18.7,5.0,9.5,0.2,0.0,0.1,0.0,0.2,0.1,2.7,0.7,1.4,7,QB
26,Tyrod Taylor,LAC,2.2,0.2,0.9,1.2,0.1,0.5,14.7,1.3,6.3,0.1,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.2,2.3,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.4,7,QB
27,Ryan Fitzpatrick,MIA,1.8,0.2,0.8,1.1,0.1,0.5,14.0,1.3,6.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.9,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.4,7,QB
28,Trevor Siemian,NO,2.5,0.2,1.0,1.5,0.1,0.6,17.9,1.3,7.4,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.4,7,QB
29,Mike Glennon,JAC,2.5,0.2,1.0,1.6,0.1,0.6,16.7,1.0,6.3,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,7,QB
30,Jacoby Brissett,IND,2.0,0.3,1.2,1.0,0.2,0.6,10.1,2.1,6.8,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.1,0.6,0.2,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.1,0.4,7,QB
31,Nick Foles,CHI,2.3,0.2,0.9,1.3,0.1,0.5,15.0,1.2,6.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.4,7,QB
32,Nathan Peterman,LV,3.1,0.1,1.1,1.7,0.1,0.6,17.3,0.7,6.4,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.3,7,QB
33,Josh McCown,HOU,2.1,0.2,0.9,1.3,0.1,0.5,14.8,1.1,6.0,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.3,7,QB
34,Sean Mannion,MIN,1.9,0.1,0.7,1.2,0.0,0.4,13.9,0.3,5.1,0.1,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.1,1.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.3,7,QB
35,Chase Daniel,DET,1.8,0.0,0.7,1.1,0.0,0.4,12.9,0.1,4.7,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.3,7,QB
36,Colt McCoy,NYG,2.0,0.0,0.7,1.2,0.0,0.4,13.6,0.1,4.9,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.3,7,QB
37,Chad Kelly,IND,1.8,0.0,0.7,1.1,0.0,0.4,12.6,0.1,4.6,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,7,QB
38,Brian Hoyer,NE,1.9,0.2,0.8,1.1,0.1,0.4,12.9,1.2,5.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.3,7,QB
39,Cooper Rush,DAL,1.8,0.0,0.7,1.0,0.0,0.4,12.0,0.1,4.4,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.2,7,QB
40,Blaine Gabbert,TB,1.6,0.2,0.7,0.8,0.1,0.3,8.5,1.0,3.7,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,1.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,7,QB
41,Matt Schaub,ATL,1.4,0.0,0.5,0.9,0.0,0.3,9.4,0.1,3.6,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,7,QB
42,Teddy Bridgewater,CAR,1.6,0.0,0.6,0.9,0.0,0.3,10.4,0.1,3.9,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,7,QB
43,Chad Henne,KC,1.4,0.0,0.5,0.8,0.0,0.3,9.5,0.1,3.6,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,7,QB
44,Alex Tanney,NYG,1.1,0.0,0.6,0.7,0.0,0.4,7.7,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,7,QB
45,Nick Mullens,SF,0.2,0.2,0.2,0.1,0.1,0.1,1.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,7,QB
46,Jeff Driskel,DEN,0.2,0.0,0.1,0.1,0.0,0.1,1.3,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7,QB
47,Taylor Heinicke,WAS,0.2,0.0,0.1,0.1,0.0,0.1,1.1,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
48,David Fales,NYJ,0.2,0.0,0.1,0.1,0.0,0.1,1.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
49,Kyle Lauletta,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
50,Kurt Benkert,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
51,Brandon Allen,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
52,Logan Woodside,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
53,Joe Webb,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
54,Davis Webb,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
55,Robert Griffin,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
56,Mike White,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
57,Nate Sudfeld,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
58,Matt Barkley,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
59,Drew Stanton,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
60,Kyle Sloter,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
61,Garrett Gilbert,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
62,Jake Rudock,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
63,Matt Moore,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,QB
