QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Salary,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Draft Kings_MIN_Rank,Draft Kings_MID_Rank,Draft Kings_MAX_Rank,Raw Rank,Final Rank
Matt Ryan (16006106),David Johnson (16006186),Giovani Bernard (16006212),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Austin Ekeler (16006162),Texans  (16006822),49600.0,103.73642857142858,138.85328571428573,185.2742857142857,1244,16,101,1361,76
Matt Ryan (16006106),Melvin Gordon III (16006198),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Jonathan Taylor (16006164),Texans  (16006822),49900.0,109.47642857142858,138.8332857142857,183.4042857142857,30,17,287,334,2
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Evan Engram (16006650),David Montgomery (16006160),Texans  (16006822),50000.0,109.91142857142857,138.78628571428573,175.5342857142857,20,18,3915,3953,609
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Dallas Goedert (16006652),Nick Chubb (16006158),Texans  (16006822),49800.0,107.92142857142858,138.7812857142857,179.2442857142857,97,19,1539,1655,111
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),David Montgomery (16006160),Texans  (16006822),49500.0,111.74142857142857,138.7162857142857,176.1742857142857,1,20,3439,3460,470
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Dallas Goedert (16006652),David Montgomery (16006160),Panthers  (16006823),49800.0,107.98357142857144,138.71500000000003,179.09142857142857,92,21,1615,1728,126
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Dallas Goedert (16006652),David Montgomery (16006160),Eagles  (16006821),49800.0,110.23571428571428,138.66914285714287,175.15857142857143,10,22,4207,4239,685
Jared Goff (16006105),David Johnson (16006186),Melvin Gordon III (16006198),Darius Slayton (16006436),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Austin Ekeler (16006162),Texans  (16006822),49600.0,105.41642857142858,138.64928571428572,185.5142857142857,512,23,91,626,13
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),David Montgomery (16006160),Texans  (16006822),49500.0,110.90142857142857,138.6362857142857,177.3742857142857,4,24,2587,2615,293
Mitchell Trubisky (16006107),David Johnson (16006186),Giovani Bernard (16006212),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Austin Ekeler (16006162),Texans  (16006822),49500.0,104.41142857142857,138.6262857142857,181.5242857142857,886,25,660,1571,103
Mitchell Trubisky (16006107),Melvin Gordon III (16006198),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Jonathan Taylor (16006164),Texans  (16006822),49800.0,110.15142857142857,138.60628571428572,179.6542857142857,14,26,1349,1389,82
Jared Goff (16006105),Austin Ekeler (16006162),David Montgomery (16006160),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Dallas Goedert (16006652),Amari Cooper (16006384),Texans  (16006822),49500.0,109.95642857142857,138.4792857142857,177.3042857142857,19,27,2641,2687,310
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Sterling Shepard (16006410),Calvin Ridley (16006354),Evan Engram (16006650),David Montgomery (16006160),Texans  (16006822),50000.0,109.03642857142857,138.37928571428571,178.35428571428568,45,28,1991,2064,187
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),Nick Chubb (16006158),Texans  (16006822),49800.0,107.04642857142858,138.37428571428572,182.0642857142857,187,29,523,739,18
Jared Goff (16006105),David Johnson (16006186),Melvin Gordon III (16006198),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Zach Ertz (16006662),Austin Ekeler (16006162),Texans  (16006822),50000.0,103.65642857142856,138.3492857142857,184.4342857142857,1303,30,159,1492,96
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Dallas Goedert (16006652),David Montgomery (16006160),Panthers  (16006823),49700.0,108.80357142857144,138.339,178.55142857142857,52,31,1889,1972,169
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Jamison Crowder (16006412),Evan Engram (16006650),David Montgomery (16006160),Texans  (16006822),50000.0,108.19642857142857,138.2992857142857,179.5542857142857,81,32,1399,1512,101
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),Nick Chubb (16006158),Texans  (16006822),49800.0,106.20642857142857,138.2942857142857,183.2642857142857,320,33,311,664,16
Jared Goff (16006105),David Johnson (16006186),Giovani Bernard (16006212),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),Austin Ekeler (16006162),Texans  (16006822),50000.0,101.70642857142857,138.2892857142857,183.7042857142857,2906,34,247,3187,413
Matt Ryan (16006106),David Johnson (16006186),Melvin Gordon III (16006198),Darius Slayton (16006436),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Austin Ekeler (16006162),Texans  (16006822),49500.0,106.23642857142858,138.27328571428572,184.9742857142857,313,35,119,467,4
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Evan Engram (16006650),Jonathan Taylor (16006164),Texans  (16006822),49800.0,105.81642857142857,138.26928571428573,181.7742857142857,401,36,585,1022,41
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),David Montgomery (16006160),Eagles  (16006821),49800.0,109.36071428571428,138.26214285714286,177.97857142857143,36,37,2196,2269,224
Jared Goff (16006105),Darrell Henderson Jr. (16006220),David Johnson (16006186),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),Austin Ekeler (16006162),Texans  (16006822),49700.0,103.01642857142858,138.2592857142857,185.0342857142857,1746,38,115,1899,159
Mitchell Trubisky (16006107),David Johnson (16006186),Melvin Gordon III (16006198),Sterling Shepard (16006410),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Austin Ekeler (16006162),Panthers  (16006823),50000.0,107.44857142857144,138.24200000000002,180.00142857142856,142,39,1211,1392,85
Jared Goff (16006105),David Johnson (16006186),Giovani Bernard (16006212),Sterling Shepard (16006410),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Austin Ekeler (16006162),Texans  (16006822),49500.0,103.53642857142857,138.21928571428572,184.3442857142857,1376,40,172,1588,106
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Jerry Jeudy (16006446),Tee Higgins (16006408),Calvin Ridley (16006354),Dallas Goedert (16006652),Jonathan Taylor (16006164),Texans  (16006822),50000.0,104.45142857142858,138.2062857142857,186.0542857142857,865,41,60,966,36
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),David Montgomery (16006160),Eagles  (16006821),49800.0,108.52071428571429,138.18214285714285,179.17857142857142,66,42,1571,1679,115
Jared Goff (16006105),David Johnson (16006186),Giovani Bernard (16006212),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Austin Ekeler (16006162),Eagles  (16006821),49800.0,102.0307142857143,138.17214285714286,183.32857142857145,2597,43,300,2940,354
Mitchell Trubisky (16006107),David Johnson (16006186),Melvin Gordon III (16006198),Calvin Ridley (16006354),Jamison Crowder (16006412),Amari Cooper (16006384),Dallas Goedert (16006652),Austin Ekeler (16006162),Panthers  (16006823),50000.0,106.60857142857144,138.162,181.20142857142858,254,44,764,1062,50
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Dallas Goedert (16006652),Jonathan Taylor (16006164),Eagles  (16006821),49600.0,106.1407142857143,138.15214285714288,181.39857142857142,337,45,704,1086,52
Matt Ryan (16006106),David Johnson (16006186),Melvin Gordon III (16006198),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Dalton Schultz (16006660),Austin Ekeler (16006162),Texans  (16006822),50000.0,103.89642857142857,138.14328571428572,184.3942857142857,1154,46,166,1366,77
Jared Goff (16006105),Darrell Henderson Jr. (16006220),David Johnson (16006186),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Austin Ekeler (16006162),Eagles  (16006821),49500.0,103.3407142857143,138.14214285714286,184.65857142857143,1519,47,143,1709,122
Jared Goff (16006105),David Johnson (16006186),Giovani Bernard (16006212),Calvin Ridley (16006354),Jamison Crowder (16006412),Amari Cooper (16006384),Dallas Goedert (16006652),Austin Ekeler (16006162),Texans  (16006822),49500.0,102.69642857142858,138.1392857142857,185.5442857142857,2023,48,89,2160,203
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Dallas Goedert (16006652),David Montgomery (16006160),Panthers  (16006823),49600.0,109.47857142857143,138.11200000000002,174.80142857142857,29,49,4479,4557,796
Jared Goff (16006105),Giovani Bernard (16006212),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),David Montgomery (16006160),Texans  (16006822),49600.0,107.19642857142857,138.08928571428572,179.2042857142857,173,50,1557,1780,136
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Amari Cooper (16006384),Zach Ertz (16006662),Jonathan Taylor (16006164),Texans  (16006822),50000.0,106.86642857142857,138.06928571428574,183.8442857142857,220,51,229,500,6
Mitchell Trubisky (16006107),David Johnson (16006186),Melvin Gordon III (16006198),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Jonathan Taylor (16006164),Texans  (16006822),50000.0,105.81142857142858,138.0562857142857,180.66428571428568,402,52,944,1398,87
Jared Goff (16006105),David Johnson (16006186),Melvin Gordon III (16006198),Jerry Jeudy (16006446),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),Austin Ekeler (16006162),Texans  (16006822),49800.0,103.33642857142857,138.0092857142857,188.4242857142857,1523,53,12,1588,105
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Sterling Shepard (16006410),Calvin Ridley (16006354),Evan Engram (16006650),David Montgomery (16006160),Texans  (16006822),49900.0,109.85642857142858,138.0032857142857,177.8142857142857,22,54,2303,2379,255
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),Nick Chubb (16006158),Texans  (16006822),49700.0,107.86642857142857,137.99828571428571,181.5242857142857,101,55,659,815,24
Matt Ryan (16006106),David Johnson (16006186),Melvin Gordon III (16006198),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Zach Ertz (16006662),Austin Ekeler (16006162),Texans  (16006822),49900.0,104.47642857142857,137.9732857142857,183.8942857142857,858,56,218,1132,57
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Dallas Goedert (16006652),Nick Chubb (16006158),Eagles  (16006821),50000.0,106.36071428571428,137.95114285714286,180.50857142857143,297,57,1004,1358,75
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Jamison Crowder (16006412),Evan Engram (16006650),David Montgomery (16006160),Texans  (16006822),49900.0,109.01642857142858,137.92328571428573,179.0142857142857,46,58,1653,1757,131
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),Nick Chubb (16006158),Texans  (16006822),49700.0,107.02642857142857,137.9182857142857,182.72428571428568,193,59,401,653,14
Mitchell Trubisky (16006107),David Johnson (16006186),Melvin Gordon III (16006198),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Dalton Schultz (16006660),Austin Ekeler (16006162),Texans  (16006822),49900.0,104.57142857142857,137.91628571428572,180.6442857142857,812,60,955,1827,145
Matt Ryan (16006106),David Johnson (16006186),Giovani Bernard (16006212),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),Austin Ekeler (16006162),Texans  (16006822),49900.0,102.52642857142857,137.91328571428573,183.1642857142857,2164,61,330,2555,281
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Hayden Hurst (16006656),David Montgomery (16006160),Texans  (16006822),49700.0,106.94642857142858,137.90928571428572,181.85428571428568,208,62,570,840,26
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Evan Engram (16006650),Jonathan Taylor (16006164),Texans  (16006822),49700.0,106.63642857142858,137.8932857142857,181.2342857142857,250,63,749,1062,51
Jared Goff (16006105),David Johnson (16006186),Melvin Gordon III (16006198),Jerry Jeudy (16006446),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Austin Ekeler (16006162),Eagles  (16006821),49600.0,103.66071428571429,137.89214285714286,188.04857142857142,1297,64,17,1378,78
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),David Montgomery (16006160),Eagles  (16006821),49700.0,110.18071428571429,137.88614285714286,177.43857142857144,13,65,2541,2619,294
Matt Ryan (16006106),Darrell Henderson Jr. (16006220),David Johnson (16006186),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),Austin Ekeler (16006162),Texans  (16006822),49600.0,103.83642857142857,137.8832857142857,184.49428571428572,1190,66,154,1410,88
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Amari Cooper (16006384),Dalton Schultz (16006660),Jonathan Taylor (16006164),Texans  (16006822),50000.0,107.10642857142858,137.86328571428572,183.8042857142857,182,67,236,485,5
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),David Montgomery (16006160),Eagles  (16006821),49700.0,109.3407142857143,137.80614285714287,178.63857142857142,39,68,1843,1950,165
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Jerry Jeudy (16006446),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),Jonathan Taylor (16006164),Texans  (16006822),50000.0,103.57642857142858,137.7992857142857,188.8742857142857,1350,69,9,1428,92
Matt Ryan (16006106),David Johnson (16006186),Giovani Bernard (16006212),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Austin Ekeler (16006162),Eagles  (16006821),49700.0,102.85071428571429,137.79614285714288,182.78857142857143,1884,70,391,2345,241
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Sterling Shepard (16006410),Calvin Ridley (16006354),Evan Engram (16006650),David Montgomery (16006160),Texans  (16006822),49800.0,110.53142857142856,137.7762857142857,174.0642857142857,6,71,4995,5072,929
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Dallas Goedert (16006652),Jonathan Taylor (16006164),Eagles  (16006821),49500.0,106.9607142857143,137.77614285714287,180.85857142857142,205,72,873,1150,61
Matt Ryan (16006106),Melvin Gordon III (16006198),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Jonathan Taylor (16006164),Eagles  (16006821),50000.0,108.5907142857143,137.77614285714284,180.91857142857143,61,73,857,991,38
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),Nick Chubb (16006158),Texans  (16006822),49600.0,108.54142857142858,137.7712857142857,177.7742857142857,64,74,2334,2472,268
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Dallas Goedert (16006652),Nick Chubb (16006158),Panthers  (16006823),49900.0,104.78357142857143,137.77,180.69142857142856,729,75,936,1740,129
Mitchell Trubisky (16006107),David Johnson (16006186),Melvin Gordon III (16006198),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Zach Ertz (16006662),Austin Ekeler (16006162),Texans  (16006822),49800.0,105.15142857142857,137.7462857142857,180.1442857142857,602,76,1150,1828,146
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Dallas Goedert (16006652),Nick Chubb (16006158),Eagles  (16006821),49900.0,107.03571428571429,137.72414285714285,176.75857142857143,190,77,3014,3281,430
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Jerry Jeudy (16006446),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),Jonathan Taylor (16006164),Texans  (16006822),50000.0,102.73642857142858,137.71928571428572,190.0742857142857,1993,78,3,2074,188
Matt Ryan (16006106),Giovani Bernard (16006212),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),David Montgomery (16006160),Texans  (16006822),49500.0,108.01642857142858,137.71328571428572,178.6642857142857,89,79,1828,1996,174
Jared Goff (16006105),David Johnson (16006186),Melvin Gordon III (16006198),Darius Slayton (16006436),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),Austin Ekeler (16006162),Texans  (16006822),49900.0,104.20642857142857,137.70928571428573,183.4042857142857,982,80,289,1351,73
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),David Montgomery (16006160),Panthers  (16006823),49600.0,108.60357142857143,137.705,177.62142857142857,59,81,2439,2579,286
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Jamison Crowder (16006412),Evan Engram (16006650),David Montgomery (16006160),Texans  (16006822),49800.0,109.69142857142856,137.6962857142857,175.2642857142857,23,82,4122,4227,679
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Amari Cooper (16006384),Zach Ertz (16006662),Jonathan Taylor (16006164),Texans  (16006822),49900.0,107.68642857142856,137.6932857142857,183.3042857142857,120,83,306,509,7
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),Nick Chubb (16006158),Texans  (16006822),49600.0,107.70142857142858,137.6912857142857,178.97428571428568,118,84,1671,1873,157
Mitchell Trubisky (16006107),David Johnson (16006186),Giovani Bernard (16006212),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),Austin Ekeler (16006162),Texans  (16006822),49800.0,103.20142857142858,137.6862857142857,179.4142857142857,1609,85,1457,3151,408
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Tee Higgins (16006408),Sterling Shepard (16006410),Calvin Ridley (16006354),Evan Engram (16006650),Amari Cooper (16006384),Texans  (16006822),49700.0,105.08642857142857,137.6692857142857,180.3342857142857,623,86,1072,1781,137
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Evan Engram (16006650),Jonathan Taylor (16006164),Texans  (16006822),49600.0,107.31142857142856,137.66628571428572,177.4842857142857,156,87,2515,2758,320
Matt Ryan (16006106),David Johnson (16006186),Melvin Gordon III (16006198),Sterling Shepard (16006410),Calvin Ridley (16006354),Amari Cooper (16006384),Hayden Hurst (16006656),Austin Ekeler (16006162),Texans  (16006822),50000.0,105.73642857142858,137.6632857142857,186.5142857142857,418,88,44,550,10
Jared Goff (16006105),Darrell Henderson Jr. (16006220),Austin Ekeler (16006162),Jerry Jeudy (16006446),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),David Montgomery (16006160),Texans  (16006822),50000.0,104.43642857142856,137.65928571428572,186.9942857142857,875,89,32,996,40
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),David Montgomery (16006160),Eagles  (16006821),49600.0,110.85571428571428,137.65914285714285,173.68857142857144,5,90,5265,5360,1020
Mitchell Trubisky (16006107),Darrell Henderson Jr. (16006220),David Johnson (16006186),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),Austin Ekeler (16006162),Texans  (16006822),49500.0,104.51142857142858,137.65628571428573,180.74428571428572,837,91,921,1849,151
Jared Goff (16006105),David Johnson (16006186),Melvin Gordon III (16006198),Sterling Shepard (16006410),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Jonathan Taylor (16006164),Texans  (16006822),50000.0,104.93642857142858,137.64928571428572,183.48428571428568,662,92,275,1029,44
