,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,CMP_MAX,CMP_MIN,CMP_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,INTS_MAX,INTS_MIN,INTS_MID,ATT.1_MAX,ATT.1_MIN,ATT.1_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
40,Chris Streveler,ARI,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.8,5,QB
41,Tua Tagovailoa,MIA,8.1,1.7,4.9,4.5,1.2,2.9,41.8,10.6,21.2,0.1,0.0,0.0,0.1,0.4,0.2,1.1,0.0,0.5,2.3,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.6,0.8,5,QB
42,Brett Hundley,ARI,13.3,13.3,13.3,6.2,6.2,6.2,28.7,28.7,28.7,0.1,0.1,0.1,0.7,0.7,0.7,2.0,2.0,2.0,6.1,6.1,6.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.8,5,QB
43,Case Keenum,CLE,7.0,1.2,4.1,4.2,0.8,2.5,35.0,8.6,21.8,0.1,0.0,0.1,0.0,0.3,0.2,0.3,0.1,0.2,0.7,0.2,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.8,0.8,5,QB
44,Mason Rudolph,PIT,4.5,1.5,3.0,2.4,1.0,1.7,22.3,11.0,15.2,0.1,0.0,0.1,0.0,0.3,0.1,1.0,0.2,0.6,2.3,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.6,0.8,5,QB
45,Mike Glennon,JAC,7.6,7.6,7.6,4.0,4.0,4.0,36.1,15.2,25.7,0.1,0.0,0.0,0.1,0.4,0.2,1.1,1.1,1.1,1.7,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.1,0.9,0.9,0.8,5,QB
46,Chad Henne,KC,7.7,1.4,4.5,4.4,0.9,2.7,41.2,11.6,21.5,0.1,0.0,0.0,0.0,0.4,0.1,0.6,0.1,0.3,0.5,0.2,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.6,0.8,5,QB
47,John Wolford,LAR,1.0,1.0,1.0,0.7,0.7,0.7,13.6,8.3,11.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.5,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.7,5,QB
48,Blaine Gabbert,TB,5.3,1.4,3.3,2.5,0.8,1.6,21.5,9.1,14.8,0.1,0.0,0.1,0.0,0.3,0.1,1.7,0.3,1.0,2.3,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.7,5,QB
49,Matt Barkley,BUF,9.7,1.1,5.4,5.4,0.7,3.1,75.0,8.5,41.8,0.1,0.0,0.1,0.0,1.0,0.5,0.2,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.8,0.8,0.7,5,QB
50,Colt McCoy,NYG,6.8,1.5,4.1,3.8,1.0,2.4,35.9,10.1,19.2,0.1,0.0,0.1,0.0,0.5,0.2,1.0,0.1,0.6,2.8,0.1,1.2,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.6,0.7,5,QB
51,Will Grier,CAR,0.0,0.0,0.0,0.0,0.0,0.0,12.8,12.8,12.8,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.7,5,QB
52,Ryan Finley,CIN,5.8,1.6,3.7,3.2,1.0,2.1,30.2,9.8,18.7,0.1,0.0,0.1,0.0,0.4,0.2,0.9,0.2,0.5,2.3,0.1,1.1,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.7,0.7,5,QB
53,Logan Woodside,TEN,0.8,0.8,0.8,0.5,0.5,0.5,15.6,6.0,10.8,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.7,5,QB
54,Robert Griffin,BAL,5.3,0.0,2.2,2.4,0.0,1.1,20.1,0.0,10.2,0.1,0.0,0.0,0.0,0.1,0.1,8.4,0.1,2.9,6.3,0.4,2.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.1,0.7,5,QB
55,Josh Rosen,TB,10.7,10.7,10.7,5.3,5.3,5.3,51.1,51.1,51.1,0.1,0.1,0.1,0.8,0.8,0.8,0.9,0.9,0.9,2.6,2.6,2.6,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.6,5,QB
56,Geno Smith,SEA,6.8,1.1,3.9,3.9,0.6,2.2,36.0,6.7,21.3,0.1,0.0,0.1,0.0,0.4,0.2,0.5,0.2,0.3,0.4,0.2,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.7,0.6,5,QB
57,Easton Stick,LAC,0.0,0.0,0.0,0.0,0.0,0.0,12.2,12.2,12.2,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,5,QB
58,Jacoby Brissett,IND,5.7,0.7,3.2,3.2,0.5,1.9,24.3,4.9,15.4,0.1,0.0,0.0,0.0,0.1,0.0,0.7,0.1,0.4,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.3,0.6,5,QB
59,AJ McCarron,HOU,6.8,1.3,4.0,3.6,0.9,2.3,32.3,11.6,18.6,0.0,0.0,0.0,0.0,0.4,0.1,1.0,0.1,0.5,1.5,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.5,0.6,5,QB
60,Trevor Siemian,TEN,5.6,5.6,5.6,3.1,3.1,3.1,28.2,28.2,28.2,0.0,0.0,0.0,0.3,0.3,0.3,0.8,0.8,0.8,1.6,1.6,1.6,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.5,5,QB
61,Sean Mannion,MIN,6.6,1.2,3.9,3.5,0.7,2.1,31.4,9.0,20.2,0.0,0.0,0.0,0.1,0.4,0.2,0.9,0.3,0.6,1.5,0.3,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.4,5,QB
62,Jacob Eason,IND,0.6,0.6,0.6,0.4,0.4,0.4,4.4,4.4,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,5,QB
63,Jake Fromm,BUF,0.3,0.3,0.3,0.2,0.2,0.2,2.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,5,QB
