"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
"Tim Patrick","DEN","2.2","29.0","0.1","0.1","0.8","0.0","0.0","3.4"
"Jakobi Meyers","NE","2.1","28.0","0.1","0.1","0.8","0.0","0.0","3.3"
"Geronimo Allison","GB","2.3","25.8","0.1","0.1","0.7","0.0","0.1","3.2"
"Kelvin Harmon","WAS","2.2","27.1","0.1","0.2","1.2","0.0","0.0","3.2"
"Justin Hardy","ATL","2.2","25.3","0.1","0.1","0.5","0.0","0.0","3.2"
"Isaiah McKenzie","BUF","2.0","21.7","0.1","0.5","2.6","0.0","0.0","3.0"
"Willie Snead","BAL","1.8","22.6","0.1","0.1","0.5","0.0","0.0","3.0"
"Chester Rogers","IND","2.0","23.5","0.1","0.1","0.7","0.0","0.0","2.9"
"Marcus Johnson","IND","1.9","21.9","0.1","0.1","1.0","0.0","0.0","2.9"
"Javon Wims","CHI","1.8","22.2","0.1","0.1","1.0","0.0","0.0","2.8"
"Trey Quinn","WAS","2.0","22.9","0.1","0.2","1.0","0.0","0.0","2.8"
"Breshad Perriman","TB","1.6","23.7","0.1","0.1","0.6","0.0","0.0","2.8"
"David Moore","SEA","1.5","20.6","0.1","0.1","0.6","0.0","0.0","2.8"
"Keelan Cole","JAC","1.7","21.3","0.1","0.0","0.4","0.0","0.0","2.8"
"Kendrick Bourne","SF","2.1","22.6","0.1","0.0","0.0","0.0","0.0","2.7"
"Scott Miller","TB","1.5","20.8","0.1","0.1","0.8","0.0","0.0","2.6"
"Andy Isabella","ARI","1.4","20.4","0.1","0.2","1.0","0.0","0.0","2.5"
"KeeSean Johnson","ARI","1.6","20.4","0.1","0.1","0.6","0.0","0.0","2.5"
"Olabisi Johnson","MIN","1.8","20.2","0.1","0.0","0.1","0.0","0.0","2.4"
"Jake Kumerow","GB","1.3","17.7","0.1","0.1","0.4","0.0","0.0","2.4"
"Parris Campbell","IND","1.4","15.8","0.1","0.2","1.0","0.0","0.1","2.3"
"Jarius Wright","CAR","1.7","18.4","0.1","0.1","0.6","0.0","0.0","2.2"
"Rashard Higgins","CLE","1.3","18.2","0.0","0.0","0.2","0.0","0.0","2.1"
"Miles Boykin","BAL","1.3","16.7","0.0","0.1","0.6","0.0","0.0","2.0"
"Tajae Sharpe","TEN","1.0","14.5","0.1","0.0","0.1","0.0","0.0","1.9"
"Tavon Austin","DAL","1.0","11.1","0.1","0.6","3.6","0.0","0.0","1.9"
"J.J. Arcega-Whiteside","PHI","1.6","17.0","0.0","0.1","0.6","0.0","0.0","1.9"
"Pharoh Cooper","ARI","1.3","14.8","0.1","0.0","0.2","0.0","0.0","1.9"
"Seth Roberts","BAL","1.2","14.5","0.1","0.0","0.1","0.0","0.0","1.9"
"DaeSean Hamilton","DEN","1.3","14.5","0.1","0.1","0.6","0.0","0.0","1.8"
"Jakeem Grant","MIA","1.0","18.0","0.0","0.0","0.0","0.0","0.0","1.8"
"Robert Foster","BUF","0.7","12.5","0.0","0.3","2.3","0.0","0.0","1.8"
"Josh Reynolds","LAR","1.0","13.2","0.1","0.2","0.9","0.0","0.0","1.8"
"Malik Turner","SEA","1.0","12.3","0.1","0.1","0.4","0.0","0.0","1.7"
"Tevin Jones","PIT","1.2","12.8","0.0","0.0","0.1","0.0","0.0","1.5"
"Vyncint Smith","NYJ","0.8","11.5","0.1","0.1","0.6","0.0","0.0","1.5"
"Cordarrelle Patterson","CHI","1.0","7.9","0.0","0.7","3.9","0.0","0.0","1.5"
"Andre Patton","LAC","1.0","12.7","0.0","0.1","0.4","0.0","0.0","1.5"
"Greg Ward","PHI","1.0","12.6","0.0","0.1","0.8","0.0","0.0","1.4"
"Trevor Davis","OAK","1.1","12.0","0.0","0.1","0.8","0.0","0.0","1.4"
"Isaiah Ford","MIA","0.9","11.1","0.1","0.0","0.1","0.0","0.0","1.4"
"Johnny Holton","PIT","0.9","11.4","0.0","0.1","0.5","0.0","0.1","1.3"
"Mack Hollins","PHI","0.8","10.1","0.0","0.3","1.5","0.0","0.0","1.3"
"Steven Sims","WAS","0.9","10.5","0.0","0.1","0.7","0.0","0.0","1.2"
"Deon Cain","PIT","0.8","9.9","0.0","0.0","0.2","0.0","0.0","1.2"
"Cody Latimer","NYG","0.7","9.3","0.0","0.0","0.1","0.0","0.0","1.1"
"Diontae Spencer","DEN","0.7","9.1","0.0","0.1","0.8","0.0","0.0","1.1"
"Marcell Ateman","OAK","0.7","8.8","0.0","0.1","0.4","0.0","0.0","1.0"
"Andre Roberts","BUF","0.6","7.0","0.0","0.3","1.7","0.0","0.0","1.0"
"Jesper Horsted","CHI","0.8","9.8","0.0","0.0","0.2","0.0","0.0","1.0"
"Brandon Powell","ATL","0.6","7.4","0.0","0.0","0.0","0.0","0.0","0.9"
"Braxton Berrios","NYJ","0.7","8.3","0.0","0.0","0.1","0.0","0.0","0.9"
"Kalif Raymond","TEN","0.7","8.9","0.0","0.0","0.1","0.0","0.0","0.9"
"Keelan Doss","OAK","0.6","7.1","0.0","0.0","0.2","0.0","0.0","0.9"
"Richie James","SF","0.5","7.6","0.0","0.0","0.2","0.0","0.0","0.8"
"DeAndre Carter","HOU","0.6","6.7","0.0","0.0","0.1","0.0","0.0","0.8"
"Olamide Zaccheaus","ATL","0.5","6.9","0.0","0.0","0.0","0.0","0.0","0.8"
"Laquon Treadwell","MIN","0.7","7.0","0.0","0.0","0.0","0.0","0.0","0.7"
"Stanley Morgan Jr.","CIN","0.4","5.3","0.0","0.0","0.1","0.0","0.0","0.7"
"Khadarel Hodge","CLE","0.5","5.6","0.0","0.0","0.2","0.0","0.0","0.7"
"De'Anthony Thomas","BAL","0.3","2.6","0.0","0.3","2.1","0.0","0.0","0.6"
"Marquise Goodwin","SF","0.3","5.5","0.0","0.0","0.1","0.0","0.0","0.6"
"Trent Sherfield","ARI","0.3","4.4","0.0","0.1","0.7","0.0","0.0","0.5"
"Byron Pringle","KC","0.3","4.4","0.0","0.0","0.0","0.0","0.0","0.5"
"Keke Coutee","HOU","0.3","3.0","0.0","0.0","0.2","0.0","0.0","0.3"
"Jason Moore","LAC","0.3","3.2","0.0","0.0","0.0","0.0","0.0","0.3"
"Donte Moncrief","CAR","0.3","3.3","0.0","0.0","0.0","0.0","0.0","0.3"
"Krishawn Hogan","NO","0.2","2.6","0.0","0.0","0.0","0.0","0.0","0.3"
"Damion Willis","CIN","0.2","2.3","0.0","0.0","0.1","0.0","0.0","0.2"
"Fred Brown","DEN","0.2","2.3","0.0","0.0","0.0","0.0","0.0","0.2"
"Jaron Brown","SEA","0.1","1.4","0.0","0.0","0.0","0.0","0.0","0.2"
"Chris Moore","BAL","0.1","1.7","0.0","0.0","0.0","0.0","0.0","0.2"
"Damion Ratley","CLE","0.1","1.5","0.0","0.0","0.1","0.0","0.0","0.2"
"Chris Lacy","DET","0.1","1.6","0.0","0.0","0.0","0.0","0.0","0.2"
"Justin Watson","TB","0.1","1.3","0.0","0.0","0.0","0.0","0.0","0.2"
"Damiere Byrd","ARI","0.1","0.9","0.0","0.0","0.0","0.0","0.0","0.1"
"Deonte Harris","NO","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Ventell Bryant","DAL","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Riley Ridley","CHI","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"DeAndrew White","CAR","0.1","0.9","0.0","0.0","0.0","0.0","0.0","0.1"
"Gehrig Dieter","KC","0.1","0.9","0.0","0.0","0.0","0.0","0.0","0.1"
"Brandon Zylstra","CAR","0.1","0.7","0.0","0.0","0.0","0.0","0.0","0.1"
"Ashton Dulin","IND","0.1","0.7","0.0","0.0","0.0","0.0","0.0","0.1"
"Cody Core","NYG","0.0","0.3","0.0","0.1","0.3","0.0","0.0","0.1"
"Steven Mitchell Jr.","HOU","0.1","0.6","0.0","0.0","0.0","0.0","0.0","0.1"
"Geremy Davis","LAC","0.0","0.6","0.0","0.0","0.0","0.0","0.0","0.1"
"Marvin Hall","DET","0.0","0.5","0.0","0.0","0.1","0.0","0.0","0.1"
"C.J. Board","JAC","0.1","0.5","0.0","0.0","0.0","0.0","0.0","0.1"
"Michael Walker","JAC","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0"
"Mike Thomas","LAR","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0"
"Taywan Taylor","CLE","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0"
"Ryan Grant","GB","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0"
"Rico Gafford","OAK","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0"
"Josh Bellamy","NYJ","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0"
"Keith Kirkwood","NO","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0"
"JoJo Natson","LAR","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"Matt Slater","NE","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0"
"Cody Hollister","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cam Sims","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
