,Unnamed: 0,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary,Actual_Points,Ownership
17,17,Jameis Winston,Josh Jacobs,Leonard Fournette,Christian Kirk,Mike Evans,Jamison Crowder,Jack Doyle,Alshon Jeffery,Cleveland Browns,143.964,49900,115.61999999999999,1.89%3.78%16.33%10.63%8.89%1.02%26.72%18.28%37.98%
18,18,Lamar Jackson,Phillip Lindsay,Josh Jacobs,Davante Adams,Jamison Crowder,Alshon Jeffery,Jack Doyle,Leonard Fournette,Cleveland Browns,143.95000000000005,50000,149.2,38.08%9.32%3.78%60.34%1.02%18.28%26.72%16.33%37.98%
19,19,Lamar Jackson,Phillip Lindsay,Leonard Fournette,Davante Adams,Christian Kirk,Mike Evans,Jack Doyle,Jamison Crowder,New York Giants,143.86999999999995,49900,113.69999999999999,38.08%9.32%16.33%60.34%10.63%8.89%26.72%1.02%6.00%
20,20,Lamar Jackson,Phillip Lindsay,Leonard Fournette,Davante Adams,Mike Evans,Jamison Crowder,Jack Doyle,Alshon Jeffery,Cleveland Browns,143.85000000000005,50000,145.1,38.08%9.32%16.33%60.34%8.89%1.02%26.72%18.28%37.98%
21,21,Jameis Winston,Phillip Lindsay,Le'Veon Bell,Christian Kirk,Mike Evans,Alshon Jeffery,Jack Doyle,Leonard Fournette,Cleveland Browns,143.66400000000004,49600,119.32,1.89%9.32%14.34%10.63%8.89%18.28%26.72%16.33%37.98%
22,22,Lamar Jackson,Phillip Lindsay,Josh Jacobs,Christian Kirk,Mike Evans,Jamison Crowder,Jack Doyle,Leonard Fournette,New York Giants,143.38,49800,102.69999999999999,38.08%9.32%3.78%10.63%8.89%1.02%26.72%16.33%6.00%
23,23,Lamar Jackson,Phillip Lindsay,Josh Jacobs,Mike Evans,Jamison Crowder,Alshon Jeffery,Jack Doyle,Leonard Fournette,Cleveland Browns,143.36,49900,134.1,38.08%9.32%3.78%8.89%1.02%18.28%26.72%16.33%37.98%
24,24,Lamar Jackson,Josh Jacobs,Leonard Fournette,Davante Adams,Christian Kirk,Jamison Crowder,Jack Doyle,Alshon Jeffery,New York Giants,143.17999999999995,50000,140.29999999999998,38.08%3.78%16.33%60.34%10.63%1.02%26.72%18.28%6.00%
25,25,Jameis Winston,Phillip Lindsay,Le'Veon Bell,Davante Adams,Christian Kirk,Jamison Crowder,Jack Doyle,Leonard Fournette,New York Giants,142.964,49500,100.51999999999998,1.89%9.32%14.34%60.34%10.63%1.02%26.72%16.33%6.00%
26,26,Jameis Winston,Phillip Lindsay,Le'Veon Bell,Davante Adams,Jamison Crowder,Alshon Jeffery,Jack Doyle,Leonard Fournette,Cleveland Browns,142.94400000000005,49600,131.92,1.89%9.32%14.34%60.34%1.02%18.28%26.72%16.33%37.98%
27,27,Lamar Jackson,Phillip Lindsay,Le'Veon Bell,Davante Adams,Christian Kirk,Alshon Jeffery,Jack Doyle,Leonard Fournette,New York Giants,142.88,49700,144.0,38.08%9.32%14.34%60.34%10.63%18.28%26.72%16.33%6.00%
28,28,Lamar Jackson,Josh Jacobs,Leonard Fournette,Christian Kirk,Mike Evans,Jamison Crowder,Jack Doyle,Alshon Jeffery,New York Giants,142.58999999999997,49900,125.2,38.08%3.78%16.33%10.63%8.89%1.02%26.72%18.28%6.00%
29,29,Jameis Winston,Phillip Lindsay,Le'Veon Bell,Mike Evans,Jamison Crowder,Alshon Jeffery,Jack Doyle,Leonard Fournette,Cleveland Browns,142.35399999999998,49500,116.82,1.89%9.32%14.34%8.89%1.02%18.28%26.72%16.33%37.98%
30,30,Lamar Jackson,Phillip Lindsay,Le'Veon Bell,Christian Kirk,Mike Evans,Alshon Jeffery,Jack Doyle,Leonard Fournette,New York Giants,142.29,49600,128.9,38.08%9.32%14.34%10.63%8.89%18.28%26.72%16.33%6.00%
31,31,Jameis Winston,Le'Veon Bell,Leonard Fournette,Davante Adams,Christian Kirk,Jamison Crowder,Jack Doyle,Alshon Jeffery,New York Giants,142.17399999999995,49600,123.02,1.89%14.34%16.33%60.34%10.63%1.02%26.72%18.28%6.00%
32,32,Jameis Winston,Josh Jacobs,Le'Veon Bell,Christian Kirk,Jamison Crowder,Alshon Jeffery,Jack Doyle,Leonard Fournette,New York Giants,141.684,49500,112.01999999999998,1.89%3.78%14.34%10.63%1.02%18.28%26.72%16.33%6.00%
33,33,Jameis Winston,Le'Veon Bell,Leonard Fournette,Christian Kirk,Mike Evans,Jamison Crowder,Jack Doyle,Alshon Jeffery,New York Giants,141.58399999999997,49500,107.92,1.89%14.34%16.33%10.63%8.89%1.02%26.72%18.28%6.00%
34,34,Lamar Jackson,Phillip Lindsay,Le'Veon Bell,Davante Adams,Jamison Crowder,Alshon Jeffery,Jack Doyle,Leonard Fournette,New York Giants,141.57,49600,141.5,38.08%9.32%14.34%60.34%1.02%18.28%26.72%16.33%6.00%
35,35,Lamar Jackson,Phillip Lindsay,Le'Veon Bell,Mike Evans,Jamison Crowder,Alshon Jeffery,Jack Doyle,Leonard Fournette,New York Giants,140.98,49500,126.4,38.08%9.32%14.34%8.89%1.02%18.28%26.72%16.33%6.00%
