,Unnamed: 0,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary,Actual_Points,Ownership
16,16,Jameis Winston,Todd Gurley,Saquon Barkley,Chris Conley,Dede Westbrook,Julio Jones,Tyler Higbee,Chris Carson,Detroit Lions,148.64600000000004,49500,216.01999999999998,0.53%15.87%68.56%51.07%38.69%0.64%63.17%55.68%37.57%
17,17,Jameis Winston,Saquon Barkley,Chris Carson,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Chris Godwin,Philadelphia Eagles,148.58599999999996,50000,190.01999999999998,0.53%68.56%55.68%51.07%38.69%10.20%63.17%34.01%12.44%
18,18,Kyler Murray,Patrick Laird,Saquon Barkley,Chris Conley,Chris Godwin,Julio Jones,Tyler Higbee,Chris Carson,Detroit Lions,148.55,49800,199.26,58.19%49.78%68.56%51.07%34.01%0.64%63.17%55.68%37.57%
19,19,Jameis Winston,Patrick Laird,Saquon Barkley,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,Leonard Fournette,Philadelphia Eagles,148.52599999999995,49900,168.92,0.53%49.78%68.56%51.07%38.69%34.01%63.17%13.57%12.44%
20,20,Jameis Winston,Todd Gurley,Saquon Barkley,Chris Conley,Darius Slayton,Julio Jones,Tyler Higbee,Chris Carson,Detroit Lions,148.466,49600,223.01999999999998,0.53%15.87%68.56%51.07%10.20%0.64%63.17%55.68%37.57%
21,21,Dak Prescott,Todd Gurley,Saquon Barkley,Chris Conley,Dede Westbrook,DeAndre Hopkins,Tyler Higbee,Chris Carson,Detroit Lions,148.38,49900,176.48,3.47%15.87%68.56%51.07%38.69%14.97%63.17%55.68%37.57%
22,22,Jameis Winston,Patrick Laird,Saquon Barkley,Chris Conley,Darius Slayton,Chris Godwin,Tyler Higbee,Leonard Fournette,Philadelphia Eagles,148.34599999999998,50000,175.92,0.53%49.78%68.56%51.07%10.20%34.01%63.17%13.57%12.44%
23,23,Kyler Murray,Saquon Barkley,Chris Carson,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,Julio Jones,Detroit Lions,148.32999999999996,49900,195.95999999999998,58.19%68.56%55.68%51.07%38.69%34.01%63.17%0.64%37.57%
24,24,Kyler Murray,Patrick Laird,Saquon Barkley,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,Christian McCaffrey,Detroit Lions,148.30999999999997,49900,169.76,58.19%49.78%68.56%51.07%38.69%34.01%63.17%52.23%37.57%
25,25,Jameis Winston,Todd Gurley,Saquon Barkley,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Christian McCaffrey,Detroit Lions,148.226,49700,193.51999999999998,0.53%15.87%68.56%51.07%38.69%10.20%63.17%52.23%37.57%
26,26,Dak Prescott,Todd Gurley,Saquon Barkley,Chris Conley,Darius Slayton,DeAndre Hopkins,Tyler Higbee,Chris Carson,Detroit Lions,148.20000000000005,50000,183.48,3.47%15.87%68.56%51.07%10.20%14.97%63.17%55.68%37.57%
27,27,Jameis Winston,Todd Gurley,Saquon Barkley,Chris Conley,Dede Westbrook,Julio Jones,Tyler Higbee,Leonard Fournette,Detroit Lions,148.186,49600,198.62,0.53%15.87%68.56%51.07%38.69%0.64%63.17%13.57%37.57%
28,28,Kyler Murray,Saquon Barkley,Chris Carson,Chris Conley,Darius Slayton,Chris Godwin,Tyler Higbee,Julio Jones,Detroit Lions,148.15,50000,202.95999999999998,58.19%68.56%55.68%51.07%10.20%34.01%63.17%0.64%37.57%
29,29,Kyler Murray,Patrick Laird,Saquon Barkley,Chris Conley,Darius Slayton,Chris Godwin,Tyler Higbee,Christian McCaffrey,Detroit Lions,148.13,50000,176.76,58.19%49.78%68.56%51.07%10.20%34.01%63.17%52.23%37.57%
30,30,Kyler Murray,Patrick Laird,Saquon Barkley,Chris Conley,Chris Godwin,Julio Jones,Tyler Higbee,Leonard Fournette,Detroit Lions,148.09,49900,181.86,58.19%49.78%68.56%51.07%34.01%0.64%63.17%13.57%37.57%
31,31,Jameis Winston,Todd Gurley,Saquon Barkley,Chris Conley,Darius Slayton,Julio Jones,Tyler Higbee,Leonard Fournette,Detroit Lions,148.006,49700,205.62,0.53%15.87%68.56%51.07%10.20%0.64%63.17%13.57%37.57%
32,32,Dak Prescott,Todd Gurley,Saquon Barkley,Chris Conley,Dede Westbrook,DeAndre Hopkins,Tyler Higbee,Leonard Fournette,Detroit Lions,147.92000000000004,50000,159.08,3.47%15.87%68.56%51.07%38.69%14.97%63.17%13.57%37.57%
33,33,Kyler Murray,Saquon Barkley,Leonard Fournette,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,Julio Jones,Detroit Lions,147.86999999999995,50000,178.55999999999997,58.19%68.56%13.57%51.07%38.69%34.01%63.17%0.64%37.57%
34,34,Jameis Winston,Saquon Barkley,Chris Carson,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Leonard Fournette,Philadelphia Eagles,147.856,49900,182.22,0.53%68.56%55.68%51.07%38.69%10.20%63.17%13.57%12.44%
35,35,Jameis Winston,Patrick Laird,Todd Gurley,Chris Conley,Julio Jones,DeAndre Hopkins,Tyler Higbee,Saquon Barkley,Detroit Lions,147.82600000000005,49900,210.51999999999998,0.53%49.78%15.87%51.07%0.64%14.97%63.17%68.56%37.57%
36,36,Kyler Murray,Patrick Laird,Saquon Barkley,Dede Westbrook,Darius Slayton,Chris Godwin,Tyler Higbee,Chris Carson,Philadelphia Eagles,147.7,49600,157.15999999999997,58.19%49.78%68.56%38.69%10.20%34.01%63.17%55.68%12.44%
37,37,Kyler Murray,Saquon Barkley,Chris Carson,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Christian McCaffrey,Detroit Lions,147.64,49900,183.05999999999997,58.19%68.56%55.68%51.07%38.69%10.20%63.17%52.23%37.57%
38,38,Kyler Murray,Todd Gurley,Saquon Barkley,Dede Westbrook,Darius Slayton,Chris Godwin,Tyler Higbee,Julio Jones,Detroit Lions,147.63,49500,177.26,58.19%15.87%68.56%38.69%10.20%34.01%63.17%0.64%37.57%
39,39,Jameis Winston,Todd Gurley,Saquon Barkley,Chris Conley,Dede Westbrook,Julio Jones,Tyler Higbee,DeAndre Hopkins,Detroit Lions,147.60600000000005,50000,207.22,0.53%15.87%68.56%51.07%38.69%0.64%63.17%14.97%37.57%
40,40,Kyler Murray,Saquon Barkley,Chris Carson,Chris Conley,Dede Westbrook,Julio Jones,Tyler Higbee,Leonard Fournette,Detroit Lions,147.6,49800,188.16,58.19%68.56%55.68%51.07%38.69%0.64%63.17%13.57%37.57%
41,41,Kyler Murray,Saquon Barkley,Chris Carson,Chris Conley,Darius Slayton,Julio Jones,Tyler Higbee,Leonard Fournette,Detroit Lions,147.42,49900,195.16,58.19%68.56%55.68%51.07%10.20%0.64%63.17%13.57%37.57%
42,42,Dak Prescott,Patrick Laird,Todd Gurley,Dede Westbrook,Darius Slayton,Chris Godwin,Tyler Higbee,Christian McCaffrey,Detroit Lions,147.41,50000,147.78,3.47%49.78%15.87%38.69%10.20%34.01%63.17%52.23%37.57%
43,43,Dak Prescott,Todd Gurley,Saquon Barkley,Chris Conley,Dede Westbrook,Julio Jones,Tyler Higbee,Chris Carson,Philadelphia Eagles,147.38,50000,201.98,3.47%15.87%68.56%51.07%38.69%0.64%63.17%55.68%12.44%
44,44,Jameis Winston,Patrick Laird,Todd Gurley,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,Christian McCaffrey,Detroit Lions,147.356,49500,176.61999999999998,0.53%49.78%15.87%51.07%38.69%34.01%63.17%52.23%37.57%
45,45,Kyler Murray,Patrick Laird,Saquon Barkley,Dede Westbrook,Darius Slayton,Chris Godwin,Tyler Higbee,Leonard Fournette,Philadelphia Eagles,147.23999999999995,49700,139.76,58.19%49.78%68.56%38.69%10.20%34.01%63.17%13.57%12.44%
46,46,Kyler Murray,Saquon Barkley,Leonard Fournette,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Christian McCaffrey,Detroit Lions,147.17999999999995,50000,165.65999999999997,58.19%68.56%13.57%51.07%38.69%10.20%63.17%52.23%37.57%
47,47,Jameis Winston,Patrick Laird,Todd Gurley,Chris Conley,Darius Slayton,Chris Godwin,Tyler Higbee,Christian McCaffrey,Detroit Lions,147.17600000000002,49600,183.61999999999998,0.53%49.78%15.87%51.07%10.20%34.01%63.17%52.23%37.57%
48,48,Kyler Murray,Todd Gurley,Saquon Barkley,Chris Conley,Darius Slayton,Chris Godwin,Tyler Higbee,DeAndre Hopkins,Detroit Lions,147.13000000000005,49500,173.55999999999997,58.19%15.87%68.56%51.07%10.20%34.01%63.17%14.97%37.57%
49,49,Jameis Winston,Patrick Laird,Todd Gurley,Dede Westbrook,Darius Slayton,DeAndre Hopkins,Tyler Higbee,Saquon Barkley,Philadelphia Eagles,146.976,49700,168.41999999999996,0.53%49.78%15.87%38.69%10.20%14.97%63.17%68.56%12.44%
50,50,Jameis Winston,Todd Gurley,Christian McCaffrey,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Chris Godwin,Detroit Lions,146.95600000000002,49700,180.31999999999996,0.53%15.87%52.23%51.07%38.69%10.20%63.17%34.01%37.57%
51,51,Dak Prescott,Patrick Laird,Saquon Barkley,Dede Westbrook,Darius Slayton,Chris Godwin,Tyler Higbee,DeAndre Hopkins,Detroit Lions,146.8,49700,143.68,3.47%49.78%68.56%38.69%10.20%34.01%63.17%14.97%37.57%
52,52,Kyler Murray,Patrick Laird,Chris Carson,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,Christian McCaffrey,Detroit Lions,146.76999999999995,49700,166.15999999999997,58.19%49.78%55.68%51.07%38.69%34.01%63.17%52.23%37.57%
53,53,Kyler Murray,Patrick Laird,Todd Gurley,Dede Westbrook,Julio Jones,DeAndre Hopkins,Tyler Higbee,Saquon Barkley,Detroit Lions,146.72,49600,174.36,58.19%49.78%15.87%38.69%0.64%14.97%63.17%68.56%37.57%
54,54,Jameis Winston,Todd Gurley,Chris Carson,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Christian McCaffrey,Detroit Lions,146.68599999999995,49500,189.92,0.53%15.87%55.68%51.07%38.69%10.20%63.17%52.23%37.57%
55,55,Kyler Murray,Patrick Laird,Chris Carson,Chris Conley,Darius Slayton,Chris Godwin,Tyler Higbee,Christian McCaffrey,Detroit Lions,146.58999999999997,49800,173.15999999999997,58.19%49.78%55.68%51.07%10.20%34.01%63.17%52.23%37.57%
56,56,Kyler Murray,Patrick Laird,Todd Gurley,Darius Slayton,Julio Jones,DeAndre Hopkins,Tyler Higbee,Saquon Barkley,Detroit Lions,146.54,49700,181.36,58.19%49.78%15.87%10.20%0.64%14.97%63.17%68.56%37.57%
57,57,Dak Prescott,Patrick Laird,Saquon Barkley,Dede Westbrook,Darius Slayton,DeAndre Hopkins,Tyler Higbee,Chris Carson,Detroit Lions,146.53,49500,153.27999999999997,3.47%49.78%68.56%38.69%10.20%14.97%63.17%55.68%37.57%
58,58,Kyler Murray,Patrick Laird,Saquon Barkley,Dede Westbrook,Darius Slayton,DeAndre Hopkins,Tyler Higbee,Chris Carson,Philadelphia Eagles,146.39,49900,157.95999999999998,58.19%49.78%68.56%38.69%10.20%14.97%63.17%55.68%12.44%
59,59,Kyler Murray,Chris Carson,Christian McCaffrey,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Chris Godwin,Detroit Lions,146.36999999999995,49900,169.85999999999999,58.19%55.68%52.23%51.07%38.69%10.20%63.17%34.01%37.57%
60,60,Jameis Winston,Patrick Laird,Todd Gurley,Dede Westbrook,Darius Slayton,Julio Jones,Tyler Higbee,Christian McCaffrey,Detroit Lions,146.366,49900,188.11999999999998,0.53%49.78%15.87%38.69%10.20%0.64%63.17%52.23%37.57%
61,61,Kyler Murray,Todd Gurley,Saquon Barkley,Dede Westbrook,Darius Slayton,Julio Jones,Tyler Higbee,DeAndre Hopkins,Detroit Lions,146.32000000000005,49800,178.05999999999997,58.19%15.87%68.56%38.69%10.20%0.64%63.17%14.97%37.57%
62,62,Kyler Murray,Patrick Laird,Leonard Fournette,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,Christian McCaffrey,Detroit Lions,146.30999999999997,49800,148.76,58.19%49.78%13.57%51.07%38.69%34.01%63.17%52.23%37.57%
63,63,Kyler Murray,Todd Gurley,Saquon Barkley,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,Julio Jones,Philadelphia Eagles,146.30999999999997,49500,192.05999999999997,58.19%15.87%68.56%51.07%38.69%34.01%63.17%0.64%12.44%
64,64,Jameis Winston,Todd Gurley,Leonard Fournette,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Christian McCaffrey,Detroit Lions,146.226,49600,172.51999999999998,0.53%15.87%13.57%51.07%38.69%10.20%63.17%52.23%37.57%
65,65,Dak Prescott,Patrick Laird,Saquon Barkley,Chris Conley,Dede Westbrook,Julio Jones,Tyler Higbee,Christian McCaffrey,Detroit Lions,146.14,49900,191.38,3.47%49.78%68.56%51.07%38.69%0.64%63.17%52.23%37.57%
66,66,Kyler Murray,Todd Gurley,Saquon Barkley,Chris Conley,Darius Slayton,Chris Godwin,Tyler Higbee,Julio Jones,Philadelphia Eagles,146.13,49600,199.05999999999997,58.19%15.87%68.56%51.07%10.20%34.01%63.17%0.64%12.44%
67,67,Kyler Murray,Patrick Laird,Leonard Fournette,Chris Conley,Darius Slayton,Chris Godwin,Tyler Higbee,Christian McCaffrey,Detroit Lions,146.13,49900,155.76,58.19%49.78%13.57%51.07%10.20%34.01%63.17%52.23%37.57%
68,68,Dak Prescott,Patrick Laird,Todd Gurley,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,Christian McCaffrey,Philadelphia Eagles,146.08999999999997,50000,162.57999999999998,3.47%49.78%15.87%51.07%38.69%34.01%63.17%52.23%12.44%
69,69,Dak Prescott,Patrick Laird,Saquon Barkley,Dede Westbrook,Darius Slayton,DeAndre Hopkins,Tyler Higbee,Leonard Fournette,Detroit Lions,146.07000000000005,49600,135.88,3.47%49.78%68.56%38.69%10.20%14.97%63.17%13.57%37.57%
70,70,Jameis Winston,Patrick Laird,Todd Gurley,Chris Conley,Dede Westbrook,DeAndre Hopkins,Tyler Higbee,Christian McCaffrey,Detroit Lions,146.04600000000005,49800,177.42,0.53%49.78%15.87%51.07%38.69%14.97%63.17%52.23%37.57%
71,71,Dak Prescott,Patrick Laird,Saquon Barkley,Chris Conley,Darius Slayton,Julio Jones,Tyler Higbee,Christian McCaffrey,Detroit Lions,145.95999999999995,50000,198.38,3.47%49.78%68.56%51.07%10.20%0.64%63.17%52.23%37.57%
72,72,Kyler Murray,Patrick Laird,Saquon Barkley,Dede Westbrook,Darius Slayton,DeAndre Hopkins,Tyler Higbee,Leonard Fournette,Philadelphia Eagles,145.93,50000,140.56,58.19%49.78%68.56%38.69%10.20%14.97%63.17%13.57%12.44%
73,73,Kyler Murray,Leonard Fournette,Christian McCaffrey,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Chris Godwin,Detroit Lions,145.91,50000,152.45999999999998,58.19%13.57%52.23%51.07%38.69%10.20%63.17%34.01%37.57%
74,74,Jameis Winston,Patrick Laird,Todd Gurley,Chris Conley,Darius Slayton,DeAndre Hopkins,Tyler Higbee,Christian McCaffrey,Detroit Lions,145.866,49900,184.42,0.53%49.78%15.87%51.07%10.20%14.97%63.17%52.23%37.57%
75,75,Dak Prescott,Patrick Laird,Saquon Barkley,Dede Westbrook,Darius Slayton,Chris Godwin,Tyler Higbee,Julio Jones,Philadelphia Eagles,145.79999999999995,49800,169.18,3.47%49.78%68.56%38.69%10.20%34.01%63.17%0.64%12.44%
76,76,Jameis Winston,Patrick Laird,Saquon Barkley,Dede Westbrook,Darius Slayton,Julio Jones,Tyler Higbee,DeAndre Hopkins,Detroit Lions,145.756,49600,184.01999999999998,0.53%49.78%68.56%38.69%10.20%0.64%63.17%14.97%37.57%
77,77,Dak Prescott,Saquon Barkley,Leonard Fournette,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Chris Godwin,Philadelphia Eagles,145.66,49500,153.57999999999998,3.47%68.56%13.57%51.07%38.69%10.20%63.17%34.01%12.44%
78,78,Jameis Winston,Todd Gurley,Christian McCaffrey,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,DeAndre Hopkins,Detroit Lions,145.64600000000004,50000,181.11999999999998,0.53%15.87%52.23%51.07%38.69%10.20%63.17%14.97%37.57%
79,79,Kyler Murray,Chris Carson,Leonard Fournette,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Christian McCaffrey,Detroit Lions,145.64,49800,162.05999999999997,58.19%55.68%13.57%51.07%38.69%10.20%63.17%52.23%37.57%
80,80,Kyler Murray,Todd Gurley,Saquon Barkley,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Christian McCaffrey,Philadelphia Eagles,145.61999999999995,49500,179.15999999999997,58.19%15.87%68.56%51.07%38.69%10.20%63.17%52.23%12.44%
81,81,Dak Prescott,Patrick Laird,Saquon Barkley,Dede Westbrook,Darius Slayton,Julio Jones,Tyler Higbee,Chris Carson,Philadelphia Eagles,145.53,49600,178.77999999999997,3.47%49.78%68.56%38.69%10.20%0.64%63.17%55.68%12.44%
82,82,Dak Prescott,Patrick Laird,Saquon Barkley,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,DeAndre Hopkins,Philadelphia Eagles,145.48,49700,158.48,3.47%49.78%68.56%51.07%38.69%34.01%63.17%14.97%12.44%
83,83,Kyler Murray,Patrick Laird,Chris Carson,Chris Conley,Dede Westbrook,DeAndre Hopkins,Tyler Higbee,Christian McCaffrey,Detroit Lions,145.46,50000,166.95999999999998,58.19%49.78%55.68%51.07%38.69%14.97%63.17%52.23%37.57%
84,84,Dak Prescott,Todd Gurley,Chris Carson,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Christian McCaffrey,Philadelphia Eagles,145.42,50000,175.88,3.47%15.87%55.68%51.07%38.69%10.20%63.17%52.23%12.44%
85,85,Kyler Murray,Todd Gurley,Saquon Barkley,Chris Conley,Darius Slayton,Julio Jones,Tyler Higbee,Leonard Fournette,Philadelphia Eagles,145.39999999999995,49500,191.26,58.19%15.87%68.56%51.07%10.20%0.64%63.17%13.57%12.44%
86,86,Dak Prescott,Patrick Laird,Saquon Barkley,Chris Conley,Darius Slayton,Chris Godwin,Tyler Higbee,DeAndre Hopkins,Philadelphia Eagles,145.3,49800,165.48,3.47%49.78%68.56%51.07%10.20%34.01%63.17%14.97%12.44%
87,87,Kyler Murray,Patrick Laird,Todd Gurley,Chris Conley,Julio Jones,DeAndre Hopkins,Tyler Higbee,Saquon Barkley,Philadelphia Eagles,145.22,49700,196.16000000000003,58.19%49.78%15.87%51.07%0.64%14.97%63.17%68.56%12.44%
88,88,Dak Prescott,Patrick Laird,Saquon Barkley,Chris Conley,Dede Westbrook,DeAndre Hopkins,Tyler Higbee,Chris Carson,Philadelphia Eagles,145.20999999999995,49500,168.07999999999998,3.47%49.78%68.56%51.07%38.69%14.97%63.17%55.68%12.44%
89,89,Dak Prescott,Patrick Laird,Saquon Barkley,Dede Westbrook,Darius Slayton,Julio Jones,Tyler Higbee,Leonard Fournette,Philadelphia Eagles,145.07,49700,161.38,3.47%49.78%68.56%38.69%10.20%0.64%63.17%13.57%12.44%
90,90,Jameis Winston,Patrick Laird,Todd Gurley,Chris Conley,Dede Westbrook,Julio Jones,Tyler Higbee,Christian McCaffrey,Philadelphia Eagles,145.046,49900,202.92,0.53%49.78%15.87%51.07%38.69%0.64%63.17%52.23%12.44%
91,91,Dak Prescott,Patrick Laird,Saquon Barkley,Chris Conley,Darius Slayton,DeAndre Hopkins,Tyler Higbee,Chris Carson,Philadelphia Eagles,145.03,49600,175.07999999999998,3.47%49.78%68.56%51.07%10.20%14.97%63.17%55.68%12.44%
92,92,Kyler Murray,Todd Gurley,Saquon Barkley,Chris Conley,Dede Westbrook,Julio Jones,Tyler Higbee,DeAndre Hopkins,Philadelphia Eagles,145.0,49800,192.85999999999999,58.19%15.87%68.56%51.07%38.69%0.64%63.17%14.97%12.44%
93,93,Dak Prescott,Todd Gurley,Saquon Barkley,Chris Conley,Darius Slayton,Julio Jones,Tyler Higbee,DeAndre Hopkins,Detroit Lions,144.96,49500,195.18,3.47%15.87%68.56%51.07%10.20%0.64%63.17%14.97%37.57%
94,94,Dak Prescott,Patrick Laird,Christian McCaffrey,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,Julio Jones,Detroit Lions,144.87,49900,178.17999999999998,3.47%49.78%52.23%51.07%38.69%34.01%63.17%0.64%37.57%
95,95,Jameis Winston,Patrick Laird,Todd Gurley,Chris Conley,Darius Slayton,Julio Jones,Tyler Higbee,Christian McCaffrey,Philadelphia Eagles,144.866,50000,209.92,0.53%49.78%15.87%51.07%10.20%0.64%63.17%52.23%12.44%
96,96,Kyler Murray,Todd Gurley,Saquon Barkley,Chris Conley,Darius Slayton,Julio Jones,Tyler Higbee,DeAndre Hopkins,Philadelphia Eagles,144.82,49900,199.85999999999999,58.19%15.87%68.56%51.07%10.20%0.64%63.17%14.97%12.44%
97,97,Dak Prescott,Saquon Barkley,Chris Carson,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,DeAndre Hopkins,Philadelphia Eagles,144.81,49700,171.77999999999997,3.47%68.56%55.68%51.07%38.69%10.20%63.17%14.97%12.44%
98,98,Kyler Murray,Patrick Laird,Todd Gurley,Dede Westbrook,Darius Slayton,DeAndre Hopkins,Tyler Higbee,Christian McCaffrey,Detroit Lions,144.76,49600,148.26,58.19%49.78%15.87%38.69%10.20%14.97%63.17%52.23%37.57%
99,99,Dak Prescott,Patrick Laird,Saquon Barkley,Chris Conley,Dede Westbrook,DeAndre Hopkins,Tyler Higbee,Leonard Fournette,Philadelphia Eagles,144.75,49600,150.68,3.47%49.78%68.56%51.07%38.69%14.97%63.17%13.57%12.44%
100,100,Dak Prescott,Patrick Laird,Christian McCaffrey,Chris Conley,Darius Slayton,Chris Godwin,Tyler Higbee,Julio Jones,Detroit Lions,144.69,50000,185.17999999999998,3.47%49.78%52.23%51.07%10.20%34.01%63.17%0.64%37.57%
101,101,Dak Prescott,Patrick Laird,Chris Carson,Chris Conley,Dede Westbrook,Julio Jones,Tyler Higbee,Christian McCaffrey,Detroit Lions,144.6,49700,187.78,3.47%49.78%55.68%51.07%38.69%0.64%63.17%52.23%37.57%
102,102,Dak Prescott,Patrick Laird,Saquon Barkley,Chris Conley,Darius Slayton,DeAndre Hopkins,Tyler Higbee,Leonard Fournette,Philadelphia Eagles,144.57,49700,157.68,3.47%49.78%68.56%51.07%10.20%14.97%63.17%13.57%12.44%
103,103,Jameis Winston,Patrick Laird,Saquon Barkley,Chris Conley,Dede Westbrook,Julio Jones,Tyler Higbee,DeAndre Hopkins,Philadelphia Eagles,144.436,49600,198.82,0.53%49.78%68.56%51.07%38.69%0.64%63.17%14.97%12.44%
104,104,Dak Prescott,Patrick Laird,Chris Carson,Chris Conley,Darius Slayton,Julio Jones,Tyler Higbee,Christian McCaffrey,Detroit Lions,144.42,49800,194.78,3.47%49.78%55.68%51.07%10.20%0.64%63.17%52.23%37.57%
