"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
"Odell Beckham Jr.","CLE","5.0","70.0","0.3","0.2","0.9","0.0","0.0","8.7"
"Tyrell Williams","OAK","4.1","56.3","0.5","0.0","0.1","0.0","0.0","8.7"
"John Brown","BUF","4.3","60.5","0.4","0.1","0.3","0.0","0.0","8.6"
"Cooper Kupp","LAR","5.3","64.3","0.4","0.3","1.3","0.0","0.1","8.6"
"Zach Pascal","IND","4.3","57.9","0.4","0.1","1.0","0.0","0.0","8.5"
"Tyler Lockett","SEA","4.5","61.6","0.4","0.4","2.3","0.0","0.0","8.5"
"Keenan Allen","LAC","5.7","68.5","0.3","0.2","1.4","0.0","0.1","8.4"
"Dede Westbrook","JAC","5.2","57.1","0.4","0.3","1.9","0.0","0.1","8.2"
"Deebo Samuel","SF","4.7","58.2","0.3","0.5","4.8","0.1","0.1","8.2"
"Robby Anderson","NYJ","3.7","56.9","0.4","0.2","1.0","0.0","0.0","8.0"
"Tyler Boyd","CIN","4.9","57.6","0.4","0.2","1.4","0.0","0.1","7.9"
"Adam Thielen","MIN","4.5","58.1","0.2","0.2","0.9","0.0","0.0","7.4"
"James Washington","PIT","3.9","52.0","0.4","0.0","0.3","0.0","0.1","7.3"
"Breshad Perriman","TB","3.2","49.8","0.4","0.1","0.6","0.0","0.0","7.3"
"Curtis Samuel","CAR","3.9","47.8","0.2","0.8","7.0","0.1","0.0","7.0"
"Mike Williams","LAC","3.3","57.7","0.2","0.1","0.6","0.0","0.0","6.9"
"Golden Tate","NYG","4.6","55.9","0.2","0.2","1.4","0.0","0.1","6.9"
"Chris Conley","JAC","3.7","56.1","0.2","0.0","0.0","0.0","0.0","6.7"
"Anthony Miller","CHI","4.0","53.6","0.2","0.1","0.5","0.0","0.0","6.5"
"Sammy Watkins","KC","3.6","49.2","0.2","0.1","0.7","0.0","0.0","6.3"
"Cole Beasley","BUF","4.7","50.3","0.2","0.0","0.0","0.0","0.0","6.1"
"Jamison Crowder","NYJ","4.9","52.3","0.1","0.2","0.7","0.0","0.0","6.1"
"Danny Amendola","DET","4.8","51.5","0.2","0.0","0.1","0.0","0.0","6.1"
"Larry Fitzgerald","ARI","4.4","47.3","0.2","0.0","0.3","0.0","0.1","5.7"
"Diontae Johnson","PIT","4.0","44.7","0.2","0.4","2.8","0.0","0.1","5.7"
"Randall Cobb","DAL","3.6","46.4","0.2","0.3","1.3","0.0","0.0","5.6"
"Allen Hurns","MIA","3.4","44.8","0.2","0.0","0.0","0.0","0.0","5.5"
"John Ross","CIN","3.2","42.9","0.2","0.1","0.8","0.0","0.1","5.4"
"Corey Davis","TEN","3.2","43.6","0.2","0.1","0.7","0.0","0.0","5.4"
"Brandin Cooks","LAR","3.0","41.9","0.1","0.4","2.3","0.0","0.0","5.3"
"Will Fuller","HOU","3.0","42.5","0.1","0.0","0.2","0.0","0.0","5.1"
"Kenny Stills","HOU","3.0","39.9","0.2","0.0","0.0","0.0","0.0","5.0"
"Marcus Johnson","IND","3.0","39.9","0.1","0.0","0.2","0.0","0.0","4.8"
"Keelan Cole","JAC","2.9","38.6","0.2","0.0","0.3","0.0","0.1","4.7"
"Justin Watson","TB","2.8","36.3","0.2","0.1","0.6","0.0","0.0","4.6"
"Alex Erickson","CIN","3.2","38.9","0.1","0.2","1.0","0.0","0.1","4.4"
"Greg Ward","PHI","2.8","33.3","0.1","0.3","2.1","0.0","0.0","4.2"
"Mohamed Sanu","NE","3.0","33.6","0.1","0.2","0.9","0.0","0.0","4.2"
"Ted Ginn","NO","2.3","33.1","0.1","0.2","1.7","0.0","0.0","4.2"
"Russell Gage","ATL","3.3","35.7","0.1","0.1","0.5","0.0","0.1","4.1"
"Kelvin Harmon","WAS","2.6","33.4","0.1","0.0","0.3","0.0","0.0","4.1"
"Albert Wilson","MIA","2.7","28.2","0.2","0.4","2.5","0.0","0.0","4.1"
"Phillip Dorsett","NE","2.4","31.5","0.1","0.1","0.8","0.0","0.0","4.0"
"Josh Gordon","SEA","2.0","30.9","0.1","0.0","0.0","0.0","0.0","3.9"
"Mecole Hardman","KC","1.7","29.1","0.1","0.4","2.2","0.0","0.1","3.8"
"Allen Lazard","GB","2.2","31.3","0.1","0.1","1.3","0.0","0.0","3.8"
"Jakobi Meyers","NE","2.2","31.0","0.1","0.0","0.0","0.0","0.0","3.7"
"Steven Sims","WAS","2.6","27.6","0.1","0.2","1.8","0.0","0.0","3.7"
"Kendrick Bourne","SF","2.3","26.3","0.2","0.0","0.0","0.0","0.0","3.7"
"Scott Miller","TB","1.9","28.9","0.1","0.2","1.2","0.0","0.0","3.7"
"Zay Jones","OAK","2.7","28.8","0.1","0.1","0.7","0.0","0.0","3.7"
"Tajae Sharpe","TEN","2.0","25.9","0.2","0.0","0.2","0.0","0.0","3.7"
"J.J. Arcega-Whiteside","PHI","2.4","28.5","0.1","0.1","0.4","0.0","0.0","3.6"
"Vyncint Smith","NYJ","2.2","31.1","0.1","0.1","0.5","0.0","0.0","3.5"
"David Moore","SEA","1.5","25.2","0.2","0.1","0.5","0.0","0.0","3.5"
"Christian Blake","ATL","2.3","29.5","0.1","0.0","0.2","0.0","0.0","3.4"
"Demarcus Robinson","KC","1.9","24.6","0.2","0.0","0.0","0.0","0.0","3.4"
"Isaiah Ford","MIA","2.5","29.4","0.1","0.0","0.3","0.0","0.0","3.3"
"Tre'Quan Smith","NO","1.6","23.1","0.2","0.0","0.1","0.0","0.0","3.2"
"Keke Coutee","HOU","2.1","24.1","0.1","0.2","0.7","0.0","0.0","3.2"
"Chris Lacy","DET","2.1","24.6","0.1","0.0","0.2","0.0","0.0","3.1"
"Tim Patrick","DEN","2.0","26.5","0.1","0.1","0.5","0.0","0.0","3.1"
"Willie Snead","BAL","1.9","21.8","0.1","0.1","0.3","0.0","0.0","3.0"
"Pharoh Cooper","ARI","2.5","23.7","0.1","0.0","0.2","0.0","0.0","3.0"
"Olabisi Johnson","MIN","2.3","23.3","0.1","0.0","0.0","0.0","0.0","3.0"
"T.Y. Hilton","IND","1.7","22.8","0.1","0.0","0.1","0.0","0.0","2.9"
"Keelan Doss","OAK","1.9","22.1","0.1","0.1","0.3","0.0","0.0","2.8"
"Geronimo Allison","GB","2.0","23.4","0.1","0.1","0.6","0.0","0.1","2.8"
"Josh Reynolds","LAR","1.5","19.2","0.1","0.5","3.0","0.0","0.0","2.7"
"Isaiah McKenzie","BUF","1.9","20.3","0.1","0.3","1.5","0.0","0.0","2.7"
"Seth Roberts","BAL","1.8","19.9","0.1","0.0","0.0","0.0","0.0","2.6"
"DaeSean Hamilton","DEN","2.0","22.2","0.1","0.0","0.0","0.0","0.0","2.6"
"Jarius Wright","CAR","1.8","21.3","0.1","0.1","0.6","0.0","0.0","2.5"
"Olamide Zaccheaus","ATL","1.5","20.2","0.1","0.0","0.2","0.0","0.0","2.4"
"Javon Wims","CHI","1.7","20.4","0.1","0.1","0.4","0.0","0.0","2.4"
"Marquez Valdes-Scantling","GB","1.1","19.6","0.0","0.2","1.0","0.0","0.0","2.3"
"N'Keal Harry","NE","1.4","17.7","0.1","0.0","0.2","0.0","0.0","2.3"
"Robert Foster","BUF","1.0","17.9","0.1","0.2","1.6","0.0","0.0","2.3"
"Andy Isabella","ARI","1.4","18.1","0.1","0.1","0.6","0.0","0.0","2.2"
"Miles Boykin","BAL","1.4","16.8","0.1","0.1","0.4","0.0","0.0","2.2"
"Damiere Byrd","ARI","1.4","16.0","0.1","0.0","0.2","0.0","0.0","2.0"
"Kalif Raymond","TEN","1.2","16.4","0.0","0.0","0.1","0.0","0.0","1.9"
"Damion Ratley","CLE","1.1","14.4","0.1","0.0","0.2","0.0","0.0","1.9"
"Dante Pettis","SF","0.7","9.9","0.2","0.0","0.0","0.0","0.0","1.9"
"Cordarrelle Patterson","CHI","1.1","12.1","0.0","0.6","3.5","0.0","0.0","1.9"
"Malik Turner","SEA","1.0","13.5","0.1","0.0","0.3","0.0","0.0","1.8"
"Braxton Berrios","NYJ","1.2","14.7","0.1","0.0","0.1","0.0","0.0","1.8"
"Tavon Austin","DAL","1.0","11.5","0.0","0.5","2.9","0.0","0.0","1.8"
"Laquon Treadwell","MIN","1.2","14.2","0.1","0.0","0.0","0.0","0.0","1.8"
"Deon Cain","PIT","1.2","14.4","0.0","0.1","0.4","0.0","0.0","1.6"
"Mack Hollins","MIA","1.0","13.4","0.0","0.0","0.1","0.0","0.0","1.6"
"Dontrelle Inman","IND","1.0","13.5","0.0","0.0","0.1","0.0","0.0","1.6"
"Michael Walker","JAC","1.0","13.3","0.0","0.0","0.2","0.0","0.0","1.5"
"Tevin Jones","PIT","1.1","12.1","0.1","0.0","0.1","0.0","0.0","1.5"
"Justin Hardy","ATL","1.1","12.4","0.0","0.0","0.1","0.0","0.0","1.4"
"Chad Williams","IND","0.9","11.8","0.0","0.0","0.2","0.0","0.0","1.3"
"Ashton Dulin","IND","0.9","10.4","0.0","0.0","0.1","0.0","0.0","1.3"
"Rashard Higgins","CLE","0.8","10.3","0.0","0.0","0.0","0.0","0.0","1.3"
"Khadarel Hodge","CLE","0.8","9.4","0.0","0.0","0.2","0.0","0.0","1.3"
"Riley Ridley","CHI","0.8","9.8","0.0","0.0","0.1","0.0","0.0","1.2"
"Rico Gafford","OAK","0.7","8.5","0.1","0.0","0.0","0.0","0.0","1.2"
"Jake Kumerow","GB","0.7","9.2","0.0","0.0","0.1","0.0","0.0","1.1"
"Cody Latimer","NYG","0.7","9.6","0.0","0.0","0.0","0.0","0.0","1.0"
"Jalen Guyton","LAC","0.7","8.8","0.0","0.0","0.1","0.0","0.0","1.0"
"Marcell Ateman","OAK","0.6","6.7","0.0","0.0","0.3","0.0","0.0","0.9"
"Byron Pringle","KC","0.5","7.4","0.0","0.0","0.0","0.0","0.0","0.9"
"Stanley Morgan Jr.","CIN","0.6","7.3","0.0","0.0","0.0","0.0","0.0","0.8"
"Deonte Harris","NO","0.4","5.1","0.0","0.3","1.7","0.0","0.0","0.7"
"Richie James","SF","0.5","5.5","0.0","0.0","0.3","0.0","0.0","0.7"
"Andre Patton","LAC","0.5","6.6","0.0","0.0","0.4","0.0","0.0","0.7"
"Trevor Davis","MIA","0.4","5.4","0.0","0.1","0.5","0.0","0.0","0.7"
"Johnny Holton","PIT","0.4","5.7","0.0","0.0","0.2","0.0","0.0","0.7"
"Travis Fulgham","DET","0.5","6.2","0.0","0.0","0.1","0.0","0.0","0.6"
"Robert Davis","PHI","0.4","4.8","0.0","0.0","0.0","0.0","0.0","0.6"
"KeeSean Johnson","ARI","0.4","4.8","0.0","0.0","0.2","0.0","0.0","0.5"
"Jaron Brown","SEA","0.4","4.8","0.0","0.0","0.1","0.0","0.0","0.5"
"Diontae Spencer","DEN","0.4","4.3","0.0","0.1","0.8","0.0","0.0","0.5"
"Auden Tate","CIN","0.4","4.8","0.0","0.0","0.0","0.0","0.0","0.5"
"Andre Roberts","BUF","0.3","3.1","0.0","0.1","0.7","0.0","0.0","0.4"
"Brandon Zylstra","CAR","0.3","3.3","0.0","0.0","0.0","0.0","0.0","0.4"
"Josh Bellamy","NYJ","0.2","3.1","0.0","0.0","0.0","0.0","0.0","0.4"
"Chris Hogan","CAR","0.3","3.4","0.0","0.0","0.1","0.0","0.0","0.3"
"Darvin Kidsy","WAS","0.2","2.5","0.0","0.0","0.0","0.0","0.0","0.3"
"Tom Kennedy","DET","0.2","2.9","0.0","0.0","0.1","0.0","0.0","0.3"
"Damion Willis","CIN","0.3","2.8","0.0","0.0","0.1","0.0","0.0","0.3"
"Fred Brown","DEN","0.2","2.8","0.0","0.0","0.1","0.0","0.0","0.3"
"DeAndre Carter","HOU","0.2","2.5","0.0","0.0","0.2","0.0","0.0","0.3"
"Cam Sims","WAS","0.2","2.3","0.0","0.0","0.0","0.0","0.0","0.2"
"Krishawn Hogan","NO","0.2","2.3","0.0","0.0","0.0","0.0","0.0","0.2"
"Cody Hollister","TEN","0.2","2.2","0.0","0.0","0.0","0.0","0.0","0.2"
"Jeff Smith","NYJ","0.2","2.2","0.0","0.0","0.0","0.0","0.0","0.2"
"Jason Moore","LAC","0.2","2.1","0.0","0.0","0.0","0.0","0.0","0.2"
"Cody Core","NYG","0.1","0.8","0.0","0.2","1.0","0.0","0.0","0.2"
"Devin Smith","DAL","0.1","1.6","0.0","0.0","0.1","0.0","0.0","0.2"
"Chris Moore","BAL","0.1","1.6","0.0","0.0","0.0","0.0","0.0","0.2"
"Da'Mari Scott","NYG","0.1","1.6","0.0","0.0","0.0","0.0","0.0","0.2"
"Alexander Hollins","MIN","0.2","1.6","0.0","0.0","0.0","0.0","0.0","0.2"
"Ventell Bryant","DAL","0.1","1.5","0.0","0.0","0.0","0.0","0.0","0.1"
"Josh Malone","NYJ","0.1","1.4","0.0","0.0","0.1","0.0","0.0","0.1"
"Mike Thomas","LAR","0.1","0.9","0.0","0.0","0.0","0.0","0.0","0.1"
"Geremy Davis","LAC","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Marquise Goodwin","SF","0.1","0.9","0.0","0.0","0.0","0.0","0.0","0.1"
"Trent Sherfield","ARI","0.0","0.9","0.0","0.0","0.0","0.0","0.0","0.1"
"Brandon Powell","ATL","0.1","0.8","0.0","0.0","0.0","0.0","0.0","0.1"
"DeAndrew White","CAR","0.1","0.7","0.0","0.0","0.0","0.0","0.0","0.1"
"Gehrig Dieter","KC","0.1","0.7","0.0","0.0","0.1","0.0","0.0","0.1"
"C.J. Board","JAC","0.1","0.7","0.0","0.0","0.0","0.0","0.0","0.1"
"De'Anthony Thomas","BAL","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.1"
"Taywan Taylor","CLE","0.0","0.6","0.0","0.0","0.0","0.0","0.0","0.1"
"Ryan Grant","GB","0.1","0.6","0.0","0.0","0.0","0.0","0.0","0.1"
"Steven Mitchell Jr.","HOU","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.1"
"Tyler Ervin","GB","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0"
"John Ursua","SEA","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0"
"Nsimba Webster","LAR","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0"
"Matt Slater","NE","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
