"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
"Damiere Byrd","ARI","1.2","13.7","0.0","0.1","1.3","0.0","0.0","1.5"
"Steven Sims","WAS","0.8","9.4","0.0","0.5","3.6","0.0","0.0","1.4"
"Diontae Spencer","DEN","1.0","11.7","0.0","0.3","1.7","0.0","0.0","1.4"
"Ryan Switzer","PIT","1.1","11.6","0.0","0.1","0.7","0.0","0.0","1.4"
"N'Keal Harry","NE","0.7","9.8","0.1","0.0","0.0","0.0","0.0","1.3"
"Donte Moncrief","PIT","0.9","11.6","0.0","0.0","0.1","0.0","0.0","1.3"
"Laquon Treadwell","MIN","1.0","10.9","0.0","0.0","0.1","0.0","0.0","1.2"
"Richie James","SF","0.8","10.0","0.0","0.1","0.5","0.0","0.0","1.2"
"Javon Wims","CHI","0.8","9.0","0.0","0.1","0.5","0.0","0.0","1.2"
"Johnny Holton","PIT","0.8","10.3","0.0","0.1","0.8","0.0","0.0","1.2"
"Geremy Davis","LAC","0.7","9.4","0.0","0.2","1.1","0.0","0.0","1.1"
"Chris Moore","BAL","0.7","9.1","0.0","0.1","0.8","0.0","0.0","1.1"
"Gunner Olszewski","NE","0.7","8.1","0.0","0.0","0.1","0.0","0.0","0.9"
"Juwann Winfree","DEN","0.7","8.5","0.0","0.0","0.1","0.0","0.0","0.8"
"Marcell Ateman","OAK","0.6","6.7","0.0","0.1","0.4","0.0","0.0","0.8"
"J.J. Arcega-Whiteside","PHI","0.6","7.6","0.0","0.0","0.1","0.0","0.0","0.8"
"Isaiah Ford","MIA","0.6","7.6","0.0","0.0","0.2","0.0","0.0","0.8"
"Braxton Berrios","NYJ","0.6","6.8","0.0","0.0","0.1","0.0","0.0","0.7"
"Andre Roberts","BUF","0.4","5.4","0.0","0.2","1.4","0.0","0.0","0.7"
"Amara Darboh","TB","0.4","5.0","0.0","0.0","0.0","0.0","0.0","0.7"
"Andy Isabella","ARI","0.5","5.5","0.0","0.1","0.5","0.0","0.0","0.6"
"Brandon Zylstra","CAR","0.4","4.7","0.0","0.0","0.2","0.0","0.0","0.5"
"DeAndrew White","CAR","0.4","4.8","0.0","0.0","0.2","0.0","0.0","0.5"
"Steven Mitchell Jr.","HOU","0.3","4.5","0.0","0.0","0.1","0.0","0.0","0.5"
"Tom Kennedy","DET","0.3","4.3","0.0","0.0","0.1","0.0","0.0","0.4"
"Cedrick Wilson","DAL","0.3","3.4","0.0","0.1","0.4","0.0","0.0","0.4"
"Justin Watson","TB","0.3","3.4","0.0","0.0","0.1","0.0","0.0","0.4"
"Deon Cain","IND","0.3","3.2","0.0","0.0","0.2","0.0","0.0","0.4"
"Taywan Taylor","CLE","0.2","3.1","0.0","0.0","0.0","0.0","0.0","0.3"
"C.J. Board","JAC","0.3","3.4","0.0","0.0","0.1","0.0","0.0","0.3"
"Jason Moore","LAC","0.2","2.8","0.0","0.0","0.0","0.0","0.0","0.3"
"Cody Core","NYG","0.1","2.0","0.0","0.1","0.7","0.0","0.0","0.3"
"Kalif Raymond","TEN","0.2","2.5","0.0","0.0","0.0","0.0","0.0","0.3"
"Byron Pringle","KC","0.2","2.3","0.0","0.0","0.0","0.0","0.0","0.3"
"Dwayne Harris","OAK","0.2","2.0","0.0","0.0","0.1","0.0","0.0","0.3"
"Devin Smith","DAL","0.2","2.0","0.0","0.0","0.1","0.0","0.0","0.2"
"Davion Davis","MIN","0.2","2.3","0.0","0.0","0.0","0.0","0.0","0.2"
"Ventell Bryant","DAL","0.1","2.3","0.0","0.0","0.0","0.0","0.0","0.2"
"Ashton Dulin","IND","0.2","2.1","0.0","0.0","0.0","0.0","0.0","0.2"
"Riley Ridley","CHI","0.2","2.1","0.0","0.0","0.0","0.0","0.0","0.2"
"Darrius Shepherd","GB","0.2","2.0","0.0","0.0","0.0","0.0","0.0","0.2"
"Damion Ratley","CLE","0.1","1.5","0.0","0.0","0.1","0.0","0.0","0.2"
"Jaleel Scott","BAL","0.1","1.5","0.0","0.0","0.0","0.0","0.0","0.2"
"Ryan Grant","GB","0.1","0.9","0.0","0.0","0.0","0.0","0.0","0.2"
"Noah Brown","DAL","0.1","0.9","0.0","0.0","0.0","0.0","0.0","0.2"
"Khadarel Hodge","CLE","0.1","0.9","0.0","0.0","0.1","0.0","0.0","0.1"
""
""
