"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Ameer Abdullah","MIN","1.9","6.4","0.0","0.6","3.1","0.0","0.0","0.9"
"D'Ernest Johnson","CLE","1.1","4.3","0.0","0.6","3.5","0.0","0.0","0.9"
"Elijhaa Penny","NYG","2.0","6.3","0.0","0.6","2.6","0.0","0.0","0.9"
"Jordan Scarlett","CAR","1.9","6.4","0.0","0.5","2.0","0.0","0.0","0.9"
"Alex Armah","CAR","1.9","5.5","0.0","0.5","2.0","0.0","0.0","0.9"
"Derek Watt","LAC","1.4","4.7","0.0","0.5","3.2","0.0","0.0","0.8"
"Travis Homer","SEA","1.3","4.5","0.0","0.3","1.7","0.0","0.0","0.8"
"Myles Gaskin","MIA","1.4","4.6","0.0","0.5","2.4","0.0","0.0","0.7"
"Tyler Ervin","JAC","0.6","1.7","0.0","0.7","4.5","0.0","0.0","0.7"
"Patrick Laird","MIA","1.6","5.4","0.0","0.4","1.7","0.0","0.0","0.7"
"Roosevelt Nix","PIT","1.0","3.1","0.0","0.6","2.7","0.0","0.0","0.6"
"T.J. Yeldon","BUF","1.5","4.5","0.0","0.6","2.1","0.0","0.0","0.6"
"Mike Boone","MIN","1.2","5.6","0.0","0.3","0.7","0.0","0.0","0.6"
"T.J. Logan","TB","0.7","2.4","0.0","0.4","2.4","0.0","0.0","0.6"
"Devine Ozigbo","JAC","1.6","4.5","0.0","0.6","1.9","0.0","0.0","0.6"
"Nick Bawden","DET","0.7","2.3","0.0","0.6","3.6","0.0","0.0","0.6"
"Trenton Cannon","NYJ","0.8","2.5","0.0","0.6","2.9","0.0","0.0","0.6"
"Devontae Booker","DEN","1.1","4.2","0.0","0.3","1.2","0.0","0.0","0.5"
"Damien Harris","NE","1.3","4.0","0.0","0.3","1.0","0.0","0.0","0.5"
"Anthony Sherman","KC","0.9","2.5","0.0","0.4","2.4","0.0","0.0","0.5"
"Craig Reynolds","WAS","1.1","3.2","0.0","0.5","1.8","0.0","0.0","0.5"
"Javorius Allen","NYG","1.1","3.6","0.0","0.4","1.4","0.0","0.0","0.5"
"Michael Burton","WAS","0.9","3.1","0.0","0.4","1.6","0.0","0.0","0.5"
"Jamize Olawale","DAL","0.8","2.7","0.0","0.4","1.7","0.0","0.0","0.4"
"Troymaine Pope","LAC","1.1","2.9","0.0","0.4","1.5","0.0","0.0","0.4"
"Rod Smith","TEN","0.7","2.0","0.0","0.4","1.9","0.0","0.0","0.4"
"Chandler Cox","MIA","0.3","1.0","0.0","0.3","3.0","0.0","0.0","0.4"
"Alec Ingold","OAK","0.8","2.7","0.0","0.3","1.0","0.0","0.0","0.4"
"Patrick Ricard","BAL","0.0","0.0","0.0","0.3","1.4","0.0","0.0","0.3"
"Nick Bellore","SEA","0.1","0.6","0.0","0.2","1.7","0.0","0.0","0.3"
"Senorise Perry","BUF","0.3","1.1","0.0","0.2","1.3","0.0","0.0","0.3"
"Dexter Williams","GB","0.7","2.0","0.0","0.3","0.7","0.0","0.0","0.3"
"Jonathan Williams","IND","0.6","2.1","0.0","0.0","0.2","0.0","0.0","0.2"
"Buddy Howell","HOU","0.4","1.9","0.0","0.1","0.3","0.0","0.0","0.2"
"Cullen Gillaspia","HOU","0.1","0.5","0.0","0.1","0.7","0.0","0.0","0.1"
"Taiwan Jones","HOU","0.2","0.7","0.0","0.1","0.4","0.0","0.0","0.1"
"Dalyn Dawkins","TEN","0.1","0.6","0.0","0.0","0.0","0.0","0.0","0.1"
""
""
