,Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier,FPTS,%Drafted,Real_Value
56,Amari Cooper,DAL,WR,6700.0,Amari Cooper (15512755) (LOCKED),22.78,14.12,18.399999999999995,27.1,11.420000000000002,14.78,20.1,14.02,17.88,24.1,474.5042492917847,364.1304347826088,247.23247232472323,3,2,4,1,1,3,36.4,5.74,184.06593406593407
57,Brandin Cooks,HOU,WR,4500.0,Brandin Cooks (15512837) (LOCKED),5.95,8.96,12.320000000000002,18.51,7.210000000000001,10.170000000000002,15.51,8.96,12.320000000000002,18.51,502.2321428571428,365.2597402597402,243.1118314424636,31,5,5,1,1,6,0.0,45.44,1000.0
58,Keenan Allen,LAC,WR,6500.0,Keenan Allen (15512761) (LOCKED),18.18,15.56,17.749999999999993,28.6,12.260000000000002,13.88,21.05,15.46,17.38,25.6,417.7377892030848,366.19718309859167,227.27272727272725,4,2,6,1,1,3,14.2,2.71,457.7464788732395
59,Kenny Golladay,DET,WR,6000.0,Kenny Golladay (15512777) (LOCKED),16.95,12.8,15.96,23.75,10.85,13.46,18.700000000000006,12.7,15.96,22.700000000000006,468.75,375.93984962406023,252.63157894736838,11,3,7,2,2,5,16.2,17.71,370.3703703703704
60,Odell Beckham,CLE,WR,5800.0,Odell Beckham Jr. (15512783) (LOCKED),17.72,12.04,15.25,21.75,9.79,12.65,17.8,11.94,15.25,21.3,481.7275747508305,380.327868852459,266.6666666666667,16,4,8,2,2,6,38.4,20.67,151.04166666666669
61,DeAndre Hopkins,ARI,WR,8500.0,DeAndre Hopkins (15512739) (LOCKED),22.68,17.924999999999994,22.275,27.7,14.25,16.82,20.6,17.45,20.57,24.7,474.1980474198048,381.59371492704827,306.85920577617327,1,1,9,2,1,3,11.1,1.0,765.7657657657658
62,Darius Slayton,NYG,WR,5000.0,Darius Slayton (15512813) (LOCKED),13.15,10.500000000000002,13.02,17.6,8.600000000000001,10.97,15.1,10.400000000000002,13.02,17.6,476.19047619047615,384.0245775729647,284.09090909090907,26,5,10,2,2,7,7.8,0.53,641.025641025641
63,Justin Jefferson,MIN,WR,5200.0,Justin Jefferson (15512803) (LOCKED),15.7,9.550000000000002,13.5,17.83,7.65,11.35,15.33,9.450000000000003,13.5,17.83,544.502617801047,385.18518518518516,291.6432978126753,21,5,11,2,2,7,17.3,1.57,300.5780346820809
64,Cooper Kupp,LAR,WR,6700.0,Cooper Kupp (15512751) (LOCKED),17.1,13.48,17.369999999999994,22.5,10.93,14.37,18.1,13.38,17.27,21.6,497.0326409495549,385.72251007484175,297.77777777777777,5,2,12,2,2,4,17.7,1.38,378.5310734463277
65,Terry McLaurin,WAS,WR,5800.0,Terry McLaurin (15512781) (LOCKED),19.25,13.01,14.83,20.5,10.760000000000002,12.18,17.200000000000006,12.91,14.73,20.200000000000006,445.81091468101465,391.09912339851644,282.9268292682927,18,4,13,2,2,6,24.8,0.26,233.8709677419355
66,Marvin Jones,DET,WR,4900.0,Marvin Jones Jr. (15512817) (LOCKED),7.95,9.76,12.52,17.490000000000002,8.11,10.52,14.990000000000002,9.76,12.52,17.490000000000002,502.0491803278688,391.3738019169329,280.1600914808462,28,5,14,2,2,7,1.9,1.15,2578.947368421053
67,Tyler Boyd,CIN,WR,6100.0,Tyler Boyd (15512773) (LOCKED),17.35,11.2,15.48,19.79,8.75,12.63,16.69,11.1,15.48,19.79,544.6428571428571,394.0568475452196,308.23648307225875,15,3,15,2,2,5,16.4,3.33,371.95121951219517
68,Jarvis Landry,CLE,WR,5100.0,Jarvis Landry (15512809) (LOCKED),10.4,9.5,12.91,17.91,7.7,10.61,15.31,9.5,12.91,17.91,536.8421052631579,395.0426026336173,284.7571189279732,27,5,16,2,2,7,15.28,1.69,333.7696335078534
69,Emmanuel Sanders,NO,WR,4800.0,Emmanuel Sanders (15512821) (LOCKED),11.05,8.639999999999999,12.15,18.6,6.8900000000000015,10.0,15.6,8.639999999999999,12.15,18.6,555.5555555555558,395.0617283950617,258.06451612903226,32,5,17,2,2,7,15.3,1.82,313.7254901960784
70,Allen Robinson,CHI,WR,6700.0,Allen Robinson II (15512753) (LOCKED),19.0,13.980000000000002,16.9,21.75,11.130000000000004,13.55,17.8,13.880000000000004,16.8,21.3,479.25608011444916,396.44970414201197,308.04597701149424,6,2,18,2,2,4,26.1,0.62,256.7049808429119
71,Hunter Renfrow,LV,WR,4600.0,Hunter Renfrow (15512833) (LOCKED),10.48,8.6,11.6,12.85,6.5,9.4,10.55,8.5,11.6,12.85,534.8837209302326,396.551724137931,357.9766536964981,35,5,19,2,2,7,10.7,25.52,429.9065420560748
72,TY Hilton,IND,WR,5300.0,T.Y. Hilton (15512801) (LOCKED),7.3,10.41,13.23,19.7,8.46,10.93,16.7,10.41,13.23,19.7,509.12584053794427,400.604686318972,269.03553299492387,22,5,20,2,2,7,5.9,0.47,898.3050847457627
73,Mike Evans,TB,WR,6400.0,Mike Evans (15512765) (LOCKED),19.0,9.1,15.93,21.9,7.55,13.33,17.86,9.1,15.93,21.36,703.2967032967032,401.75768989328316,292.23744292237444,12,3,21,2,2,5,28.2,2.73,226.9503546099291
74,Stefon Diggs,BUF,WR,6800.0,Stefon Diggs (15512749) (LOCKED),21.08,14.2,16.839999999999996,24.025,11.750000000000002,13.99,18.71,14.1,16.74,22.21,478.8732394366197,403.80047505938245,283.0385015608741,7,2,22,3,2,5,20.5,1.42,331.7073170731707
75,Julian Edelman,NE,WR,5700.0,Julian Edelman (15512787),15.37,11.02,13.92,20.77,8.57,11.07,17.27,10.92,13.82,20.77,517.2413793103449,409.4827586206897,274.434280211844,20,5,23,3,3,8,0.0,0.0,1000.0
76,Will Fuller,HOU,WR,5900.0,Will Fuller V (15512779) (LOCKED),15.85,11.8,14.4,19.0,9.650000000000002,12.0,16.25,11.7,14.4,19.0,500.0,409.72222222222223,310.5263157894737,19,4,24,3,3,7,25.8,5.89,228.68217054263565
77,DK Metcalf,SEA,WR,6800.0,DK Metcalf (15512747) (LOCKED),19.82,11.0,16.58,24.0,9.000000000000002,14.13,18.6,10.7,16.48,21.6,618.1818181818181,410.1326899879372,283.3333333333333,8,2,25,3,2,5,17.6,10.17,386.3636363636363
78,Adam Thielen,MIN,WR,6600.0,Adam Thielen (15512759) (LOCKED),20.4,14.000000000000002,16.08,21.75,11.55,13.28,17.8,13.900000000000002,15.98,21.3,471.4285714285714,410.44776119402985,303.44827586206895,9,3,26,3,3,6,29.2,0.52,226.02739726027397
79,Damiere Byrd,NE,WR,3000.0,Damiere Byrd (15512947),6.3,4.66,7.2799999999999985,10.5,3.66,5.7799999999999985,8.600000000000001,4.66,7.2799999999999985,10.5,643.7768240343347,412.0879120879121,285.7142857142857,56,7,27,3,3,10,0.0,0.0,1000.0
80,Keelan Cole,JAC,WR,4500.0,Keelan Cole (15512845) (LOCKED),12.6,8.31,10.88,16.02,6.71,9.13,14.02,8.21,10.88,16.02,541.5162454873647,413.60294117647055,280.8988764044944,37,6,28,3,3,9,8.6,0.23,523.2558139534884
81,Robby Anderson,CAR,WR,5400.0,Robby Anderson (15512797) (LOCKED),19.68,9.1,13.050000000000002,15.72,6.9,10.55,12.97,8.9,12.950000000000005,15.72,593.4065934065933,413.79310344827576,343.51145038167937,25,5,29,3,3,8,17.9,3.41,301.6759776536313
82,Scotty Miller,TB,WR,4100.0,Scotty Miller (15512863) (LOCKED),11.68,6.1000000000000005,9.79,12.560000000000002,4.75,7.89,10.060000000000002,6.1000000000000005,9.79,12.560000000000002,672.1311475409835,418.79468845760977,326.4331210191082,43,6,30,3,3,9,19.3,0.75,212.43523316062175
83,Robert Woods,LAR,WR,6300.0,Robert Woods (15512767) (LOCKED),15.82,11.08,15.03,22.05,8.73,12.18,17.87,10.98,14.93,21.12,568.5920577617328,419.16167664670655,285.71428571428584,17,4,31,3,3,7,9.7,1.56,649.4845360824743
84,N'Keal Harry,NE,WR,4000.0,N'Keal Harry (15512869),9.57,6.3,9.44,11.93,4.6,7.54,9.68,6.1,9.44,11.93,634.9206349206348,423.72881355932196,335.28918692372173,44,7,32,4,4,11,0.0,0.0,1000.0
85,John Brown,BUF,WR,5100.0,John Brown (15512805) (LOCKED),11.35,7.7,11.99,17.740000000000006,6.3500000000000005,10.14,15.240000000000002,7.7,11.99,17.740000000000006,662.3376623376623,425.3544620517097,287.48590755355127,34,5,33,4,4,9,8.2,0.4,621.9512195121952
86,Golden Tate,NYG,WR,4600.0,Golden Tate (15512835) (LOCKED),8.1,7.4,10.720000000000002,13.2,5.45,8.520000000000001,10.85,7.3,10.720000000000002,13.2,621.6216216216217,429.1044776119402,348.4848484848484,38,6,34,4,4,10,6.0,0.46,766.6666666666666
87,Danny Amendola,DET,WR,4000.0,Danny Amendola (15512875) (LOCKED),6.92,6.66,9.32,10.6,5.16,7.4700000000000015,8.350000000000001,6.66,9.32,10.6,600.6006006006006,429.1845493562232,377.3584905660377,45,7,35,4,4,11,7.7,0.15,519.4805194805194
88,Sammy Watkins,KC,WR,4400.0,Sammy Watkins (15512849),12.27,7.210000000000001,10.19,13.160000000000002,5.610000000000001,8.24,10.910000000000002,7.210000000000001,10.19,13.160000000000002,610.2635228848819,431.7958783120706,334.34650455927044,41,6,36,4,4,10,0.0,0.0,1000.0
89,CeeDee Lamb,DAL,WR,5400.0,CeeDee Lamb (15512799) (LOCKED),17.05,7.91,12.45,15.3,6.01,10.2,12.35,7.81,12.45,15.3,682.6801517067004,433.7349397590362,352.94117647058823,29,5,37,4,4,9,25.2,3.56,214.28571428571428
90,Preston Williams,MIA,WR,4500.0,Preston Williams (15512839) (LOCKED),6.22,5.78,10.27,13.88,4.43,8.52,11.78,5.68,10.27,13.88,778.5467128027683,438.1694255111977,324.20749279538916,40,6,38,4,4,10,4.5,1.15,1000.0
91,Tyreek Hill,KC,WR,6900.0,Tyreek Hill (15512745),19.53,11.8,15.590000000000002,21.25,9.75,13.090000000000002,17.5,11.7,15.590000000000002,20.5,584.7457627118644,442.5914047466324,324.70588235294116,14,3,39,5,3,8,0.0,0.0,1000.0
92,Dontrelle Inman,WAS,WR,3700.0,Dontrelle Inman (15512887) (LOCKED),8.38,6.0,8.32,11.7,4.75,6.7200000000000015,9.65,6.0,8.32,11.7,616.6666666666666,444.71153846153845,316.23931623931617,52,7,40,5,5,12,6.9,0.25,536.231884057971
93,Nelson Agholor,LV,WR,3500.0,Nelson Agholor (15512895) (LOCKED),7.95,5.1,7.78,9.27,3.9,6.28,7.52,5.1,7.78,9.27,686.2745098039218,449.8714652956297,377.5620280474649,55,7,41,5,5,12,14.4,0.88,243.05555555555554
94,Cole Beasley,BUF,WR,4700.0,Cole Beasley (15512831) (LOCKED),13.25,7.7,10.420000000000002,13.580000000000002,5.85,8.32,10.830000000000002,7.7,10.420000000000002,13.580000000000002,610.3896103896103,451.05566218809975,346.09720176730485,39,6,42,5,5,11,12.2,1.16,385.2459016393443
