,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
20,Buccaneers,2.3,1.8,2.0,0.8,0.6,0.7,1.2,0.5,0.7,1.7,1.0,1.3,0.2,0.1,0.2,0.0,0.0,0.0,24.1,20.4,22.1,347.8,383.8,365.2,7.0,5.3,5.8,4,2022,DST
21,Raiders,3.3,1.7,2.5,0.8,0.5,0.6,0.7,0.5,0.6,0.9,0.8,0.9,0.2,0.1,0.1,0.1,0.0,0.0,22.9,21.1,21.8,333.0,355.2,344.4,8.0,4.7,5.8,4,2022,DST
22,Texans,2.4,1.8,2.1,1.0,0.7,0.8,0.6,0.4,0.5,0.7,0.7,0.7,0.2,0.1,0.2,0.0,0.0,0.0,25.8,24.6,25.0,368.6,401.0,382.3,6.8,4.9,5.8,4,2022,DST
23,Commanders,2.7,2.0,2.3,1.0,0.6,0.8,0.6,0.4,0.5,0.9,0.7,0.8,0.2,0.1,0.1,0.0,0.0,0.0,27.9,20.7,23.4,337.3,363.0,348.1,7.3,5.1,5.7,4,2022,DST
24,Panthers,2.3,2.1,2.2,0.8,0.7,0.7,0.7,0.4,0.6,0.8,0.5,0.6,0.2,0.1,0.1,0.0,0.0,0.0,23.6,21.3,22.3,331.0,351.5,344.6,7.3,5.1,5.6,4,2022,DST
25,Jaguars,2.4,1.7,2.2,0.9,0.7,0.8,0.7,0.4,0.5,0.8,0.5,0.7,0.2,0.1,0.1,0.0,0.0,0.0,26.5,24.7,25.3,358.0,388.2,372.1,6.4,5.4,5.6,4,2022,DST
26,Jets,2.2,1.7,2.1,0.9,0.7,0.8,0.7,0.5,0.6,0.9,0.8,0.9,0.2,0.1,0.1,0.0,0.0,0.0,24.9,21.6,22.9,315.0,340.0,327.5,6.6,5.1,5.6,4,2022,DST
27,Chiefs,2.3,1.5,1.9,0.8,0.6,0.7,0.9,0.3,0.6,1.3,0.8,1.0,0.2,0.1,0.2,0.0,0.0,0.0,25.4,23.5,24.4,346.5,361.0,354.3,6.8,5.1,5.4,4,2022,DST
28,Falcons,2.1,1.7,2.0,0.8,0.6,0.7,0.7,0.4,0.5,0.9,0.8,0.8,0.2,0.1,0.1,0.0,0.0,0.0,25.0,23.1,24.3,334.8,376.0,351.5,6.0,5.1,5.4,4,2022,DST
29,Saints,2.2,1.7,1.9,1.0,0.6,0.8,0.6,0.4,0.5,0.8,0.6,0.7,0.2,0.1,0.1,0.0,0.0,0.0,23.0,18.7,21.5,333.0,352.7,343.7,6.3,5.1,5.3,4,2022,DST
30,Patriots,3.0,1.9,2.4,0.8,0.3,0.5,0.7,0.4,0.5,0.9,0.7,0.8,0.2,0.1,0.1,0.0,0.0,0.0,24.8,22.9,23.8,341.8,362.4,352.1,6.5,4.4,5.3,4,2022,DST
31,Seahawks,2.4,1.4,1.9,0.8,0.5,0.7,0.6,0.5,0.6,0.8,0.7,0.8,0.2,0.1,0.1,0.0,0.0,0.0,26.0,22.3,24.8,330.9,355.8,341.6,5.9,4.0,5.1,4,2022,DST
