,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
114,Michael Burton,KC,0.8,0.6,0.7,2.8,2.0,2.3,0.1,0.0,0.0,0.2,0.2,0.2,2.0,0.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.6,3,2022,RB
115,Adam Prentice,NO,0.5,0.5,0.5,2.0,1.0,1.5,0.0,0.0,0.0,0.4,0.4,0.4,5.0,1.7,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4,0.5,3,2022,RB
116,JaMycal Hasty,JAC,0.4,0.4,0.4,2.0,0.6,1.3,0.0,0.0,0.0,0.5,0.1,0.3,4.4,1.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.5,3,2022,RB
117,Khari Blasingame,CHI,0.1,0.1,0.1,1.2,0.0,0.6,0.0,0.0,0.0,0.4,0.3,0.4,5.0,2.6,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.5,3,2022,RB
118,Keith Smith,ATL,0.5,0.5,0.5,2.0,0.2,1.1,0.0,0.0,0.0,0.6,0.2,0.4,5.0,0.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.4,3,2022,RB
119,Dwayne Washington,NO,0.7,0.7,0.7,3.0,2.0,2.5,0.0,0.0,0.0,0.3,0.0,0.1,2.3,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.4,3,2022,RB
120,Deon Jackson,IND,0.8,0.8,0.8,3.0,1.1,2.0,0.0,0.0,0.0,0.3,0.0,0.1,2.6,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,3,2022,RB
121,Nick Bellore,SEA,0.0,0.0,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.2,0.2,0.2,1.6,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,3,2022,RB
122,Troy Hairston,HOU,0.3,0.3,0.3,2.0,2.0,2.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,3,2022,RB
123,Taiwan Jones,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,3.7,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,3,2022,RB
124,Jakob Johnson,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,2.0,0.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,3,2022,RB
125,Derek Watt,PIT,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.1,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,3,2022,RB
126,Patrick Taylor,GB,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,3,2022,RB
