"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
"Darvin Kidsy","WAS","0.2","2.3","0.0","0.0","0.0","0.0","0.0","0.3"
"Rico Gafford","OAK","0.2","2.7","0.0","0.0","0.0","0.0","0.0","0.3"
"Michael Walker","JAC","0.2","2.4","0.0","0.0","0.0","0.0","0.0","0.3"
"Fred Brown","DEN","0.2","2.6","0.0","0.0","0.1","0.0","0.0","0.3"
"Trent Sherfield","ARI","0.2","2.0","0.0","0.0","0.0","0.0","0.0","0.2"
"Josh Gordon","SEA","0.2","2.0","0.0","0.0","0.0","0.0","0.0","0.2"
"DeAndrew White","CAR","0.1","1.5","0.0","0.0","0.0","0.0","0.0","0.2"
"Mike Thomas","LAR","0.1","1.4","0.0","0.0","0.0","0.0","0.0","0.2"
"Josh Malone","NYJ","0.1","1.5","0.0","0.0","0.0","0.0","0.0","0.2"
"Cody Core","NYG","0.0","0.7","0.0","0.1","0.7","0.0","0.0","0.1"
"Demaryius Thomas","NYJ","0.1","1.3","0.0","0.0","0.0","0.0","0.0","0.1"
"Krishawn Hogan","NO","0.1","1.1","0.0","0.0","0.0","0.0","0.0","0.1"
"John Ursua","SEA","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Devin Smith","DAL","0.1","0.9","0.0","0.0","0.0","0.0","0.0","0.1"
"Brandon Powell","ATL","0.1","0.8","0.0","0.0","0.0","0.0","0.0","0.1"
"Amara Darboh","PIT","0.1","0.7","0.0","0.0","0.0","0.0","0.0","0.1"
"Ventell Bryant","DAL","0.1","0.6","0.0","0.0","0.0","0.0","0.0","0.1"
"Tevin Jones","DAL","0.1","0.6","0.0","0.0","0.0","0.0","0.0","0.1"
"Taywan Taylor","CLE","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.1"
"Geremy Davis","LAC","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.1"
"Josh Bellamy","NYJ","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.1"
"Ryan Grant","GB","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.1"
"Jordan Matthews","SF","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0"
"Tyler Ervin","GB","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0"
"Chris Moore","BAL","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0"
"Tom Kennedy","DET","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0"
"Nsimba Webster","LAR","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0"
"Alexander Hollins","MIN","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"De'Anthony Thomas","BAL","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"Matt Slater","NE","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
