"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Royce Freeman","DEN","10.9","46.2","0.3","1.2","8.2","0.0","0.1","7.1"
"Devin Singletary","BUF","10.6","45.3","0.2","1.9","15.9","0.0","0.2","7.0"
"Kenyan Drake","MIA","8.4","35.7","0.1","2.6","21.9","0.1","0.1","7.0"
"Rashaad Penny","SEA","9.7","46.4","0.2","1.4","10.4","0.0","0.1","7.0"
"Latavius Murray","NO","11.9","45.7","0.3","1.0","7.5","0.0","0.1","6.9"
"Peyton Barber","TB","12.8","48.3","0.2","1.3","8.2","0.0","0.1","6.7"
"Dion Lewis","TEN","7.4","30.5","0.1","3.0","22.8","0.1","0.1","6.0"
"C.J. Anderson","DET","9.6","41.5","0.2","1.2","7.3","0.0","0.1","5.9"
"Frank Gore","BUF","10.5","42.3","0.1","1.2","11.0","0.0","0.1","5.8"
"Tony Pollard","DAL","7.7","32.8","0.1","1.8","14.7","0.0","0.2","5.5"
"Darrell Henderson","LAR","7.5","33.0","0.1","1.7","14.1","0.0","0.1","5.5"
"Kalen Ballage","MIA","9.3","37.8","0.1","1.6","12.2","0.0","0.3","5.3"
"Justice Hill","BAL","7.5","32.0","0.1","1.4","11.4","0.0","0.1","5.1"
"Jalen Richard","OAK","4.9","21.1","0.1","3.5","27.2","0.0","0.2","5.1"
"LeSean McCoy","KC","8.3","30.4","0.1","1.6","14.7","0.0","0.1","5.0"
"Ronald Jones II","TB","7.9","29.6","0.2","1.1","7.1","0.0","0.1","4.8"
"Chris Thompson","WAS","4.0","17.1","0.1","3.3","24.2","0.1","0.1","4.6"
"Nyheim Hines","IND","5.0","18.8","0.1","2.7","19.7","0.1","0.1","4.4"
"Jaylen Samuels","PIT","4.6","19.6","0.0","1.9","16.8","0.1","0.1","4.3"
"Giovani Bernard","CIN","5.0","20.4","0.1","2.2","17.7","0.0","0.1","4.3"
"Ito Smith","ATL","7.0","24.6","0.1","1.8","12.1","0.0","0.1","4.2"
"Alexander Mattison","MIN","6.2","25.2","0.1","1.2","8.8","0.0","0.1","4.2"
"Ty Montgomery","NYJ","5.7","22.1","0.1","1.6","13.4","0.0","0.1","4.1"
"Ryquell Armstead","JAC","5.6","22.6","0.1","1.4","10.6","0.1","0.1","3.9"
"Carlos Hyde","HOU","8.4","28.5","0.1","0.8","4.9","0.0","0.1","3.9"
"Adrian Peterson","WAS","8.4","30.1","0.1","0.7","6.0","0.0","0.1","3.9"
"Mike Davis","CHI","5.8","22.6","0.1","1.1","9.1","0.0","0.1","3.6"
"T.J. Yeldon","BUF","4.1","16.3","0.0","1.7","15.6","0.1","0.1","3.6"
"Jamaal Williams","GB","6.1","22.4","0.1","1.1","9.2","0.0","0.1","3.5"
"Damien Harris","NE","5.1","19.9","0.1","0.6","6.0","0.0","0.1","3.4"
"Dontrell Hilliard","CLE","4.1","16.8","0.1","1.5","12.2","0.0","0.1","3.3"
"Gus Edwards","BAL","6.3","28.3","0.1","0.4","2.0","0.0","0.1","3.3"
"Darwin Thompson","KC","4.5","18.2","0.1","0.8","8.1","0.0","0.1","3.1"
"Darren Sproles","PHI","2.5","9.8","0.1","1.5","11.8","0.1","0.0","3.0"
"Rex Burkhead","NE","3.6","13.6","0.1","0.8","9.1","0.1","0.0","3.0"
"Malcolm Brown","LAR","5.6","24.3","0.1","0.3","3.1","0.0","0.1","2.9"
"Chase Edmonds","ARI","3.7","15.2","0.1","0.8","6.0","0.0","0.0","2.5"
"Corey Clement","PHI","2.4","10.1","0.1","1.3","8.8","0.0","0.1","2.2"
"Wayne Gallman","NYG","3.7","12.8","0.1","1.0","6.2","0.0","0.1","2.1"
"Reggie Bonnafon","CAR","2.6","11.5","0.0","0.9","6.6","0.0","0.1","2.1"
"Jordan Wilkins","IND","3.1","16.5","0.0","0.5","3.1","0.0","0.1","2.0"
"Ty Johnson","DET","2.7","10.2","0.0","0.9","7.7","0.0","0.1","2.0"
"Devontae Booker","DEN","2.7","11.0","0.0","0.9","8.3","0.0","0.1","2.0"
"Bilal Powell","NYJ","2.8","11.0","0.1","0.5","4.1","0.0","0.1","1.9"
"Alfred Morris","DAL","2.9","11.3","0.0","0.5","2.9","0.0","0.0","1.7"
"DeAndre Washington","OAK","3.5","12.1","0.1","0.6","3.3","0.0","0.1","1.7"
"Dare Ogunbowale","TB","3.2","11.2","0.0","0.6","4.3","0.0","0.0","1.7"
"Kyle Juszczyk","SF","0.6","2.3","0.0","1.5","13.1","0.0","0.1","1.5"
"Elijah McGuire","CLE","5.5","9.5","0.0","0.0","5.9","0.0","0.0","1.5"
"Travis Homer","SEA","2.2","9.2","0.1","0.3","1.9","0.0","0.0","1.5"
"Benny Snell Jr.","PIT","2.5","9.7","0.0","0.4","4.0","0.0","0.1","1.5"
"Brian Hill","ATL","2.1","9.1","0.0","0.5","3.7","0.0","0.0","1.4"
"Melvin Gordon","LAC","4.5","9.5","0.0","0.0","4.1","0.0","0.0","1.4"
"Raheem Mostert","SF","1.8","9.5","0.0","0.2","1.2","0.0","0.0","1.3"
"Wendell Smallwood","WAS","2.4","7.4","0.0","0.6","5.1","0.0","0.0","1.3"
"Paul Perkins","NYG","2.4","8.7","0.0","0.6","3.1","0.0","0.0","1.3"
"Mike Weber","DAL","3.0","9.1","0.0","0.0","3.8","0.0","0.0","1.3"
"Mike Boone","MIN","2.4","8.4","0.0","0.2","2.1","0.0","0.0","1.2"
"Josh Adams","NYJ","2.8","9.2","0.0","0.2","1.5","0.0","0.0","1.2"
"John Kelly","LAR","3.0","9.2","0.0","0.0","2.9","0.0","0.0","1.2"
"Jeff Wilson","SF","3.0","9.2","0.0","0.0","2.9","0.0","0.0","1.2"
"Brandon Bolden","NE","0.8","4.3","0.1","0.1","1.1","0.0","0.0","1.2"
"Trayveon Williams","CIN","2.7","8.1","0.0","0.0","3.4","0.0","0.0","1.2"
"Jordan Scarlett","CAR","1.6","7.0","0.0","0.4","2.7","0.0","0.0","1.1"
"J.D. McKissic","DET","1.1","3.7","0.0","0.7","5.0","0.0","0.0","1.1"
"Myles Gaskin","MIA","1.5","5.6","0.0","0.6","3.9","0.0","0.0","1.1"
"Buddy Howell","HOU","2.1","7.3","0.0","0.1","1.5","0.0","0.0","1.1"
"Ameer Abdullah","MIN","1.8","5.9","0.0","0.3","2.5","0.0","0.0","1.1"
"D'Ernest Johnson","CLE","1.5","5.7","0.0","0.4","2.8","0.0","0.0","1.1"
"C.J. Prosise","SEA","1.9","4.2","0.0","0.5","5.8","0.0","0.0","1.0"
"Alfred Blue","JAC","2.8","8.6","0.0","0.0","1.6","0.0","0.0","1.0"
"Troymaine Pope","LAC","1.8","5.8","0.0","0.7","3.0","0.0","0.0","1.0"
"Trenton Cannon","NYJ","1.4","4.8","0.0","0.3","3.8","0.0","0.0","1.0"
"Mark Walton","MIA","1.6","5.4","0.0","0.6","3.2","0.0","0.0","0.9"
"Darrel Williams","KC","1.4","4.7","0.0","0.2","2.0","0.0","0.0","0.9"
"T.J. Logan","TB","1.0","3.4","0.0","0.5","3.6","0.0","0.0","0.9"
"David Fluellen","TEN","1.6","6.0","0.0","0.0","0.8","0.0","0.0","0.9"
"Devine Ozigbo","JAC","1.8","5.9","0.0","0.4","2.7","0.0","0.0","0.9"
"Tyler Ervin","JAC","0.9","2.9","0.0","0.6","3.7","0.0","0.0","0.8"
"Anthony Sherman","KC","0.3","1.0","0.0","0.4","4.6","0.0","0.0","0.8"
"Qadree Ollison","ATL","1.4","5.2","0.0","0.3","2.3","0.0","0.0","0.8"
"Taiwan Jones","HOU","1.4","4.4","0.0","0.2","1.9","0.0","0.0","0.7"
"Rod Smith","NYG","2.1","4.4","0.0","0.0","2.8","0.0","0.0","0.7"
"Tavon Austin","DAL","1.7","4.8","0.0","0.0","2.0","0.0","0.0","0.7"
"Zach Line","NO","0.6","2.3","0.0","0.3","1.6","0.0","0.0","0.6"
"James Develin","NE","0.7","2.0","0.0","0.4","2.2","0.0","0.0","0.6"
"Samaje Perine","CIN","0.9","3.2","0.0","0.4","2.4","0.0","0.0","0.6"
"Damarea Crockett","OAK","1.4","4.1","0.0","0.0","1.7","0.0","0.0","0.6"
"D.J. Foster","ARI","0.8","2.7","0.0","0.4","2.3","0.0","0.0","0.6"
"Elijhaa Penny","NYG","1.0","3.0","0.0","0.4","1.9","0.0","0.0","0.5"
"CJ Ham","MIN","0.7","1.8","0.0","0.4","2.8","0.0","0.0","0.5"
"Dwayne Washington","NO","1.5","3.5","0.0","0.2","1.1","0.0","0.0","0.5"
"Chandler Cox","MIA","0.4","2.0","0.0","0.5","3.0","0.0","0.0","0.5"
"Patrick Laird","MIA","0.4","2.0","0.0","0.4","3.0","0.0","0.0","0.5"
"Cordarrelle Patterson","CHI","1.2","3.5","0.0","0.0","1.5","0.0","0.0","0.5"
"Alex Armah","CAR","0.5","1.3","0.0","0.1","1.0","0.0","0.0","0.5"
"Tremon Smith","KC","0.7","2.2","0.0","0.2","1.5","0.0","0.0","0.5"
"Patrick DiMarco","BUF","0.5","1.9","0.0","0.3","2.1","0.0","0.0","0.4"
"Alec Ingold","OAK","0.5","2.0","0.0","0.2","2.0","0.0","0.0","0.4"
"Elijah Holyfield","CAR","1.0","2.8","0.0","0.0","1.2","0.0","0.0","0.4"
"Bryce Love","WAS","1.0","2.7","0.0","0.0","1.1","0.0","0.0","0.4"
"De'Lance Turner","BAL","0.2","1.1","0.0","0.2","1.5","0.0","0.0","0.4"
"Shaun Wilson","WAS","0.3","1.2","0.0","0.2","1.2","0.0","0.0","0.4"
"Garrett Griffin","NO","0.3","1.2","0.0","0.2","1.2","0.0","0.0","0.4"
"Boston Scott","PHI","0.9","2.5","0.0","0.0","1.1","0.0","0.0","0.4"
"Kenjon Barner","ATL","0.5","1.6","0.0","0.2","1.1","0.0","0.0","0.3"
"Derek Watt","LAC","0.5","1.4","0.0","0.4","1.4","0.0","0.0","0.3"
"Matthew Dayes","NO","0.2","0.8","0.0","0.1","1.0","0.0","0.0","0.3"
"Dalyn Dawkins","TEN","0.6","2.0","0.0","0.1","1.0","0.0","0.0","0.3"
"Nick Bawden","DET","0.3","1.0","0.0","0.3","2.0","0.0","0.0","0.3"
"Roosevelt Nix","PIT","0.2","0.5","0.0","0.3","1.7","0.0","0.0","0.3"
"Jamize Olawale","DAL","0.2","0.8","0.0","0.2","1.4","0.0","0.0","0.3"
"Keith Smith","ATL","0.1","0.6","0.0","0.3","1.9","0.0","0.0","0.3"
"Trey Edmunds","PIT","0.8","2.1","0.0","0.0","0.6","0.0","0.0","0.3"
"Nick Bellore","SEA","0.3","0.6","0.0","0.2","0.7","0.0","0.0","0.3"
"Senorise Perry","BUF","0.2","0.9","0.0","0.1","0.9","0.0","0.0","0.2"
"Patrick Ricard","BAL","0.2","0.8","0.0","0.1","1.1","0.0","0.0","0.2"
"Cullen Gillaspia","HOU","0.2","1.0","0.0","0.2","1.0","0.0","0.0","0.2"
"Dan Vitale","GB","0.1","0.6","0.0","0.2","1.0","0.0","0.0","0.2"
" ","0.2","0.4","0.0","0.0","0.2","0.0","0.0","0.1"
"Jay Finley","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Andy Janovich","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Karan Higdon","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
