,Player,Salary
89,Jaelen Strong,3000
90,Ishmael Hyman,3000
91,Kareem Hunt,3000
92,KhaDarel Hodge,3000
93,Dorian Baker,3000
94,A.J. Ouellette,3000
95,Jeremy McNichols,3000
96,Cameron Batson,3000
97,Trayone Gray,3000
98,Anthony Ratliff-Williams,3000
99,Joseph Parker,3000
100,Alex Barnes,3000
101,D.J. Montgomery,3000
102,Damon Sheehy-Guiseppi,3000
103,Terrelle Pryor,3000
104,Benny Cunningham,3000
105,Tre McBride,3000
106,Thomas Rawls,3000
107,Marcus Kemp,3000
108,Davon Grayson,3000
109,Rashard Davis,3000
110,Tyre Brady,3000
111,Cody Thompson,3000
112,Jamal Custis,3000
113,Taj McGowan,3000
114,Marcus Marshall,3000
115,Quadree Henderson,3000
116,Michael Walker,3000
117,Felton Davis,3000
118,Marcus Simms,3000
119,Raphael Leonard,3000
120,Jalen Tolliver,3000
121,Josh Caldwell,3000
122,Michael Floyd,3000
123,Brice Butler,3000
124,Kenneth Farrow,3000
125,Ricardo Louis,3000
126,Reece Horn,3000
127,Saeed Blacknall,3000
128,Sean Modster,3000
129,Jaylen Smith,3000
130,T.J. Rahming,3000
131,Trenton Irwin,3000
132,Antoine Wesley,3000
133,Christopher Ezeala,3000
134,Joe Horn,3000
135,Jordan Taylor,3000
136,De'Angelo Henderson,3000
137,Ricky Ortiz,3000
138,Jeff Badet,3000
139,Laquon Treadwell,3000
140,Marcus Green,3000
141,C.J. Worton,3000
142,Tony Brooks-James,3000
143,Khari Blasingame,3000
144,Christian Blake,3000
145,Davion Davis,3000
146,Dillon Mitchell,3000
147,Devin Gray,3000
148,C.J. Ham,3000
149,Alexander Hollins,3000
150,Shawn Bane,3000
151,Andre Roberts,3000
152,Deonte Thompson,3000
153,Marcus Murphy,3000
154,Charone Peake,3000
155,Victor Bolden,3000
156,Jalin Moore,3000
157,Duke Williams,3000
158,Cam Phillips,3000
159,David Sills V,3000
160,Tim White,3000
161,Jeff Smith,3000
162,Deontay Burnett,3000
163,Nick Easley,3000
164,J.J. Jones,3000
165,Christian Wade,3000
166,Valentine Holmes,3000
167,Charles Johnson,3000
168,Brian Quick,3000
169,Marken Michel,3000
170,Byron Marshall,3000
171,Carlton Agudosi,3000
172,Shelton Gibson,3000
173,Elijah Wellman,3000
174,Greg Ward,3000
175,Darvin Kidsy,3000
176,Donnel Pumphrey,3000
177,DeAndre Thompkins,3000
178,Cam Sims,3000
179,Craig Reynolds,3000
180,Jonathan Williams,3000
181,Andre Patton,3000
182,Dylan Cantrell,3000
183,Justice Liggins,3000
184,Artavis Scott,3000
185,Reece Fountain,3000
186,Detrez Newsome,3000
187,Steve Ishmael,3000
188,Fred Trevillion,3000
189,Jeremy Cox,3000
190,Penny Hart,3000
191,Aca'Cedric Ware,3000
192,Derrick Gore,3000
193,Jordan Veasy,3000
194,Krishawn Hogan,3000
195,Ashton Dulin,3000
196,Jason Moore,3000
197,Keenan Reynolds,3000
198,Amara Darboh,3000
199,Daniel Williams,3000
200,Josh Malone,3000
201,Hunter Sharp,3000
202,Xavier Turner,3000
203,Bo Scarbrough,3000
204,Caleb Scott,3000
205,Jordan Ellis,3000
206,Ventell Bryant,3000
207,Quinton Flowers,3000
208,Jazz Ferguson,3000
209,Rodney Anderson,3000
210,Stanley Morgan,3000
211,Kahlil Lewis,3000
212,Auden Tate,3000
213,Terry Wright,3000
214,Jermaine Kearse,3000
215,Zach Zenner,3000
216,Tommylee Lewis,3000
217,Brandon Reilly,3000
218,Andy Jones,3000
219,Kevin White,3000
220,T.J. Logan,3000
221,Chad Williams,3000
222,Wes Hills,3000
223,Brandon Powell,3000
224,A.J. Richardson,3000
225,Jonathan Duhart,3000
226,Tom Kennedy,3000
227,Jordan Lasley,3000
228,Dontae Strickland,3000
229,Mark Thompson,3000
230,Deontez Alexander,3000
231,Darius Jackson,3000
232,Corey Coleman,3000
233,Alonzo Russell,3000
234,Reggie Davis,3000
235,Jordan Chunn,3000
236,Lance Lenoir,3000
237,Da'Mari Scott,3000
238,Reggie White,3000
239,Jon'Vea Johnson,3000
240,Jon Hilliman,3000
241,Noah Brown,3000
242,Alex Wesley,3000
243,Ryan Yurachek,3000
244,Jalen Guyton,3000
245,Cedrick Wilson,3000
246,Andre Ellington,3000
247,Jordan Matthews,3000
248,K.J. Brent,3000
249,Max McCaffrey,3000
250,Trent Taylor,3000
251,Spencer Schnell,3000
252,Bryant Mitchell,3000
253,Jalen Hurd,3000
254,Austin Walter,3000
255,Scotty Miller,3000
256,Malik Henry,3000
257,DaMarkus Lodge,3000
258,Cortrelle Simpson,3000
259,Shawn Poindexter,3000
260,Anthony Johnson,3000
261,Josh Oliver,2700
262,Irv Smith,2700
263,Tyler Kroft,2600
264,Temarrick Hemingway,2500
265,Marcus Baugh,2500
266,Cole Hunt,2500
267,Jason Vander Laan,2500
268,Romello Brooker,2500
269,Kendall Blanton,2500
270,Keenen Brown,2500
271,Beau Brinkley,2500
272,Ryan Hewitt,2500
273,Orson Charles,2500
274,Rico Gathers,2500
275,Cole Wick,2500
276,James Winchester,2500
277,Ben Koyack,2500
278,David Wells,2500
279,Michael Colubiale,2500
280,Ethan Wolf,2500
281,Charles Jones,2500
282,Donnie Ernsberger,2500
283,Nick Keizer,2500
284,Matt Orzech,2500
285,Jody Fortson,2500
286,Dwayne Allen,2500
287,Clive Walford,2500
288,Cole Herdman,2500
289,Charles Scarff,2500
290,Chris Myarick,2500
291,Logan Paulsen,2500
292,Kevin McDermott,2500
293,Alex Gray,2500
294,David Morgan,2500
295,Eric Saubert,2500
296,Cole Hikutini,2500
297,Tyler Conklin,2500
298,Eric Tomlinson,2500
299,Jason Croom,2500
300,Keith Towbridge,2500
301,Bucky Hodges,2500
302,Nate Becker,2500
303,Chris Herndon,2500
304,Will Tye,2500
305,Richard Rodgers,2500
306,Matt Flanagan,2500
307,Donald Parham,2500
308,Gabe Holmes,2500
309,Ross Travis,2500
310,Vince Mayle,2500
311,Andrew Vollert,2500
312,Matt Sokol,2500
313,Billy Brown,2500
314,Clark Harris,2500
315,Ed Dickson,2500
316,Tyler Ott,2500
317,Mason Schreck,2500
318,Jacob Hollister,2500
319,Tyrone Swoopes,2500
320,Justin Johnson,2500
321,Dan Godsil,2500
322,Moritz Boehringer,2500
323,Jerome Cunningham,2500
324,Austin Traylor,2500
325,Drew Belcher,2500
326,Isaac Nauta,2500
327,Caleb Wilson,2500
328,Garrett Dickerson,2500
329,C.J. Conrad,2500
330,Isaiah Searight,2500
331,Codey McElroy,2500
332,Kyle Nelson,2500
333,Niles Paul,2500
334,Troy Niklas,2500
335,Daniel Helm,2500
336,Tyree Mayfield,2500
