,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Salary,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Draft Kings_MIN_Rank,Draft Kings_MID_Rank,Draft Kings_MAX_Rank,Raw Rank,Final Rank,FPTS,%Drafted
1984,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Mike Williams (15355946),Amari Cooper (15355854),T.Y. Hilton (15355876),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),49800.0,112.44685714285716,144.00757142857142,196.34085714285717,1633,1985,538,4156,1492,140.94,33.269999999999996
1985,Matt Ryan (15355529),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Julio Jones (15355834),Diontae Johnson (15355932),Breshad Perriman (15355972),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Dolphins  (15356409),49700.0,112.1187142857143,143.98785714285714,186.39142857142858,1709,1986,2049,5744,2071,146.12000000000003,21.757777777777775
1986,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Breshad Perriman (15355972),T.Y. Hilton (15355876),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),49500.0,109.7567142857143,143.97885714285712,189.91985714285718,2010,1987,1691,5688,2057,145.7,27.413333333333338
1987,Kyler Murray (15355534),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Davante Adams (15355828),Diontae Johnson (15355932),Adam Humphries (15356020),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Dolphins  (15356409),49500.0,108.37471428571428,143.96685714285712,189.31442857142858,2110,1988,1764,5862,2096,165.54,31.38888888888889
1988,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Mike Williams (15355946),Breshad Perriman (15355972),DeAndre Hopkins (15355830),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),49800.0,111.51085714285715,143.9635714285714,188.30285714285716,1805,1989,1878,5672,2052,132.32,23.515555555555554
1989,Matt Ryan (15355529),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Davante Adams (15355828),Breshad Perriman (15355972),T.Y. Hilton (15355876),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Cardinals  (15356396),50000.0,113.08871428571429,143.96285714285716,184.10785714285717,1494,1990,2135,5619,2038,136.71999999999997,18.367777777777775
1990,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Amari Cooper (15355854),Breshad Perriman (15355972),DeAndre Hopkins (15355830),Jonnu Smith (15356204),Melvin Gordon III (15355634),Cardinals  (15356396),49900.0,110.30971428571428,143.96185714285716,192.91585714285716,1949,1991,1159,5099,1861,156.34,32.18888888888888
1991,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Adam Humphries (15356020),Mike Williams (15355946),DeAndre Hopkins (15355830),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Cardinals  (15356396),49900.0,107.2597142857143,143.95685714285716,193.26585714285716,2142,1992,1093,5227,1908,154.54,27.045555555555552
1992,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Mike Williams (15355946),Breshad Perriman (15355972),DeAndre Hopkins (15355830),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Dolphins  (15356409),49900.0,109.0297142857143,143.95685714285713,195.7044285714286,2067,1993,635,4695,1723,140.54,40.739999999999995
1993,Matt Ryan (15355529),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Diontae Johnson (15355932),Amari Cooper (15355854),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49700.0,113.79371428571429,143.93785714285713,188.03642857142862,1354,1994,1912,5260,1917,140.42000000000002,27.704444444444448
1994,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Adam Humphries (15356020),Breshad Perriman (15355972),DeAndre Hopkins (15355830),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Cardinals  (15356396),50000.0,106.8497142857143,143.91685714285714,190.92585714285718,2153,1995,1527,5675,2054,159.94,36.806666666666665
1995,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Amari Cooper (15355854),Breshad Perriman (15355972),T.Y. Hilton (15355876),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Dolphins  (15356409),49700.0,114.93671428571429,143.91385714285713,187.76842857142861,1125,1996,1945,5066,1848,143.8,20.99888888888889
1996,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Breshad Perriman (15355972),T.Y. Hilton (15355876),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Cardinals  (15356396),49500.0,112.04171428571428,143.89385714285714,188.63985714285718,1727,1997,1842,5566,2022,149.8,15.357777777777777
1997,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),T.Y. Hilton (15355876),DeAndre Hopkins (15355830),Jonnu Smith (15356204),Melvin Gordon III (15355634),Cardinals  (15356396),49500.0,109.69971428571431,143.89185714285713,192.08085714285718,2012,1998,1310,5320,1935,152.54,30.41666666666666
1998,Dak Prescott (15355527),Derrick Henry (15355598),Ezekiel Elliott (15355596),Diontae Johnson (15355932),Adam Humphries (15356020),Breshad Perriman (15355972),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Cardinals  (15356396),49500.0,110.63671428571428,143.87885714285716,184.73485714285718,1909,1999,2116,6024,2131,171.8,26.060000000000002
1999,Dak Prescott (15355527),Derrick Henry (15355598),Ezekiel Elliott (15355596),Adam Humphries (15356020),Breshad Perriman (15355972),T.Y. Hilton (15355876),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Dolphins  (15356409),49800.0,111.47671428571431,143.86885714285708,185.77842857142858,1811,2000,2088,5899,2107,147.4,25.616666666666667
2000,Matt Ryan (15355529),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Adam Humphries (15356020),Amari Cooper (15355854),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),49500.0,110.2637142857143,143.85785714285714,187.97285714285712,1954,2001,1924,5879,2099,156.21999999999997,27.66111111111111
2001,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Diontae Johnson (15355932),T.Y. Hilton (15355876),DeAndre Hopkins (15355830),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),50000.0,110.60385714285715,143.8445714285714,189.09985714285716,1914,2002,1789,5705,2063,183.6,25.953333333333333
2002,Kyler Murray (15355534),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Davante Adams (15355828),Amari Cooper (15355854),Breshad Perriman (15355972),Jonnu Smith (15356204),T.Y. Hilton (15355876),Dolphins  (15356409),49700.0,109.4147142857143,143.83685714285713,191.65942857142858,2034,2003,1378,5415,1966,133.74,31.171111111111113
2003,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Adam Humphries (15356020),Amari Cooper (15355854),T.Y. Hilton (15355876),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),49500.0,111.57085714285715,143.83357142857142,184.24785714285716,1792,2004,2130,5926,2113,145.51999999999998,24.007777777777775
2004,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Diontae Johnson (15355932),Mike Williams (15355946),Amari Cooper (15355854),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Cardinals  (15356396),49600.0,112.1497142857143,143.83185714285713,195.02585714285718,1701,2005,734,4440,1614,163.34,35.07444444444444
2005,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Mike Williams (15355946),Amari Cooper (15355854),T.Y. Hilton (15355876),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),49800.0,115.47085714285713,143.82857142857142,188.66785714285717,992,2006,1837,4835,1777,130.71999999999997,17.406666666666666
2006,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Adam Humphries (15356020),Amari Cooper (15355854),T.Y. Hilton (15355876),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Dolphins  (15356409),49600.0,109.08971428571432,143.82685714285714,191.64942857142861,2063,2007,1381,5451,1982,153.73999999999998,41.23222222222222
2007,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Mike Williams (15355946),Amari Cooper (15355854),T.Y. Hilton (15355876),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Dolphins  (15356409),49900.0,112.9897142857143,143.82185714285714,196.06942857142857,1516,2008,581,4105,1469,138.94,34.6311111111111
2008,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Diontae Johnson (15355932),T.Y. Hilton (15355876),DeAndre Hopkins (15355830),Jonnu Smith (15356204),Melvin Gordon III (15355634),Jets  (15356411),49500.0,114.15085714285715,143.8185714285714,184.12785714285718,1285,2009,2132,5426,1972,153.52,26.89
2009,Matt Ryan (15355529),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Corey Davis (15355960),Amari Cooper (15355854),DeAndre Hopkins (15355830),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),49900.0,110.91085714285713,143.80357142857142,190.14285714285717,1877,2010,1660,5547,2012,170.91999999999996,26.197777777777773
2010,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Amari Cooper (15355854),Breshad Perriman (15355972),T.Y. Hilton (15355876),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),49900.0,115.06085714285715,143.78857142857143,186.32785714285717,1091,2011,2052,5154,1879,136.12,27.167777777777776
2011,Matt Ryan (15355529),Derrick Henry (15355598),Ezekiel Elliott (15355596),Adam Humphries (15356020),Mike Williams (15355946),T.Y. Hilton (15355876),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),49900.0,112.01085714285715,143.7835714285714,186.67785714285716,1732,2012,2030,5774,2082,134.32000000000002,22.02444444444444
2012,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Diontae Johnson (15355932),Breshad Perriman (15355972),DeAndre Hopkins (15355830),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),49600.0,108.23685714285715,143.78257142857143,190.95585714285718,2115,2013,1523,5651,2045,156.73999999999998,35.26777777777777
2013,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Adam Humphries (15356020),Amari Cooper (15355854),T.Y. Hilton (15355876),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Cardinals  (15356396),50000.0,110.80971428571428,143.78185714285715,191.29085714285716,1887,2014,1457,5358,1947,158.34,30.697777777777773
2014,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Mike Williams (15355946),Breshad Perriman (15355972),DeAndre Hopkins (15355830),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Dolphins  (15356409),49900.0,112.0537142857143,143.77785714285713,188.0314285714286,1725,2015,1913,5653,2047,130.32,24.876666666666665
2015,Matt Ryan (15355529),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Adam Humphries (15356020),Amari Cooper (15355854),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Cardinals  (15356396),49500.0,112.5487142857143,143.77285714285716,186.69285714285718,1613,2016,2029,5658,2048,160.32,15.605555555555554
2016,Matt Ryan (15355529),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Julio Jones (15355834),Adam Humphries (15356020),Mike Williams (15355946),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Dolphins  (15356409),49500.0,111.2687142857143,143.76785714285714,189.48142857142855,1835,2017,1745,5597,2033,144.52,24.15666666666667
2017,Dak Prescott (15355527),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Corey Davis (15355960),Diontae Johnson (15355932),Amari Cooper (15355854),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Dolphins  (15356409),49500.0,112.21671428571429,143.7588571428571,191.3534285714286,1688,2018,1442,5148,1877,191.00000000000003,32.675555555555555
2018,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Adam Humphries (15356020),Breshad Perriman (15355972),DeAndre Hopkins (15355830),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Cardinals  (15356396),50000.0,109.8737142857143,143.73785714285714,183.25285714285718,1997,2019,2158,6174,2143,149.72,20.943333333333335
2019,Matt Ryan (15355529),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Mike Williams (15355946),T.Y. Hilton (15355876),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),49700.0,110.83371428571431,143.70785714285716,190.54785714285717,1884,2020,1592,5496,1996,130.62,25.182222222222222
