,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Salary,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Draft Kings_MIN_Rank,Draft Kings_MID_Rank,Draft Kings_MAX_Rank,Raw Rank,Final Rank,FPTS,%Drafted
487,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Diontae Johnson (15355932),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49600.0,117.54185714285713,150.5575714285714,199.43585714285717,547,488,153,1188,211,123.04,46.57666666666666
488,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Davante Adams (15355828),Mike Williams (15355946),Jonnu Smith (15356204),Amari Cooper (15355854),Dolphins  (15356409),50000.0,119.65671428571429,150.54385714285712,197.7734285714286,205,489,326,1020,156,142.0,25.176666666666662
489,Dak Prescott (15355527),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Corey Davis (15355960),Davante Adams (15355828),Mike Williams (15355946),Chris Herndon (15356226),Amari Cooper (15355854),Cardinals  (15356396),49700.0,116.83171428571428,150.53885714285713,199.37485714285717,684,490,160,1334,266,141.1,36.18111111111111
490,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Adam Humphries (15356020),Amari Cooper (15355854),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),50000.0,120.3287142857143,150.53285714285715,192.2714285714286,134,491,1275,1900,496,116.82,26.647777777777776
491,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Diontae Johnson (15355932),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),50000.0,113.78185714285715,150.5225714285714,199.22585714285717,1356,492,179,2027,530,155.34,45.61333333333333
492,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Cardinals  (15356396),49500.0,116.8947142857143,150.52185714285713,200.41085714285717,670,493,83,1246,227,115.84,40.96444444444444
493,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Adam Humphries (15356020),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),50000.0,119.17871428571428,150.51285714285714,191.73285714285717,273,494,1365,2132,564,116.02,32.252222222222215
494,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Amari Cooper (15355854),Jonnu Smith (15356204),Melvin Gordon III (15355634),Jets  (15356411),50000.0,119.38585714285715,150.50857142857143,191.47285714285718,240,495,1425,2160,574,141.92,32.77222222222221
495,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Adam Humphries (15356020),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),50000.0,116.20185714285714,150.50757142857142,195.70085714285716,809,496,636,1941,501,118.03999999999999,42.19999999999999
496,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Breshad Perriman (15355972),DeAndre Hopkins (15355830),Chris Herndon (15356226),Melvin Gordon III (15355634),Dolphins  (15356409),50000.0,116.24471428571428,150.50185714285712,197.05442857142862,801,497,416,1714,421,114.03999999999999,45.05222222222221
497,Dak Prescott (15355527),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Diontae Johnson (15355932),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49800.0,117.10171428571431,150.4988571428571,197.80342857142855,628,498,320,1446,309,153.5,38.07666666666666
498,Matt Ryan (15355529),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Davante Adams (15355828),Adam Humphries (15356020),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49500.0,117.94085714285713,150.4985714285714,191.10285714285718,476,499,1492,2467,731,120.01999999999998,27.107777777777777
499,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Julio Jones (15355834),Breshad Perriman (15355972),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),49500.0,115.95871428571431,150.47785714285718,192.37285714285716,871,500,1255,2626,805,107.22000000000001,31.209999999999997
500,Dak Prescott (15355527),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Julio Jones (15355834),Diontae Johnson (15355932),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Jets  (15356411),50000.0,117.79885714285713,150.4745714285714,197.42985714285717,499,501,373,1373,279,146.90000000000003,36.50111111111111
501,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Mike Williams (15355946),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),49900.0,116.49385714285715,150.4745714285714,199.71485714285717,749,502,130,1381,282,139.7,39.834444444444436
502,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Davante Adams (15355828),Adam Humphries (15356020),Jonnu Smith (15356204),Mike Williams (15355946),Dolphins  (15356409),49600.0,119.74371428571428,150.47285714285715,190.81142857142856,195,503,1547,2245,617,115.52000000000001,30.731111111111108
503,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Diontae Johnson (15355932),Jonnu Smith (15356204),Amari Cooper (15355854),Dolphins  (15356409),49600.0,120.69171428571428,150.46385714285714,192.68342857142858,112,504,1197,1813,451,161.99999999999997,39.24999999999999
504,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Diontae Johnson (15355932),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49500.0,120.03171428571429,150.46385714285714,190.86342857142856,158,505,1537,2200,592,125.89999999999999,34.30555555555555
505,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49600.0,116.11471428571429,150.45185714285716,199.71585714285717,832,506,129,1467,317,111.83999999999999,34.239999999999995
506,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Diontae Johnson (15355932),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Jets  (15356411),49500.0,121.34585714285713,150.44857142857143,192.45785714285716,80,507,1239,1826,458,116.82,37.437777777777775
507,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Adam Humphries (15356020),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49500.0,118.1317142857143,150.44385714285715,196.26485714285718,447,508,552,1507,332,129.1,29.242222222222225
508,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Amari Cooper (15355854),Jonnu Smith (15356204),Melvin Gordon III (15355634),Jets  (15356411),49500.0,118.33885714285715,150.43957142857144,196.00485714285716,406,509,589,1504,329,155.0,29.762222222222224
509,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Diontae Johnson (15355932),Mike Williams (15355946),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),49500.0,118.3387142857143,150.43785714285713,194.16142857142862,407,510,921,1838,465,111.02000000000001,35.14666666666667
510,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Mike Williams (15355946),T.Y. Hilton (15355876),Chris Herndon (15356226),Melvin Gordon III (15355634),Cardinals  (15356396),49800.0,119.30871428571429,150.41285714285715,191.87785714285718,251,511,1343,2105,555,101.62,31.75666666666666
511,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Julio Jones (15355834),Diontae Johnson (15355932),Amari Cooper (15355854),Chris Herndon (15356226),Breshad Perriman (15355972),Jets  (15356411),49600.0,115.43185714285715,150.41257142857143,199.28585714285717,1005,512,174,1691,415,120.04,45.81555555555555
512,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49700.0,115.7047142857143,150.41185714285714,197.37585714285717,933,513,379,1825,456,117.24,44.0011111111111
513,Matt Ryan (15355529),Derrick Henry (15355598),Ezekiel Elliott (15355596),Julio Jones (15355834),Mike Williams (15355946),Amari Cooper (15355854),Chris Herndon (15356226),Breshad Perriman (15355972),Dolphins  (15356409),49900.0,119.2487142857143,150.40785714285715,196.36142857142858,260,514,534,1308,246,93.62000000000002,35.42444444444444
514,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Breshad Perriman (15355972),Jets  (15356411),49700.0,115.20385714285715,150.40457142857142,194.02485714285717,1063,515,951,2529,766,138.59999999999997,24.31888888888889
515,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Diontae Johnson (15355932),Adam Humphries (15356020),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),49600.0,116.1587142857143,150.39785714285716,189.38285714285718,822,516,1755,3093,1030,130.42000000000002,31.213333333333335
516,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Diontae Johnson (15355932),Breshad Perriman (15355972),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),49600.0,117.92871428571428,150.39785714285713,191.82142857142856,480,517,1355,2352,663,116.42,44.907777777777774
517,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Adam Humphries (15356020),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),49600.0,114.87885714285716,150.39457142857142,194.01485714285718,1132,518,955,2605,796,158.59999999999997,34.38
518,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Diontae Johnson (15355932),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49900.0,120.05871428571429,150.39285714285714,193.80285714285716,155,519,996,1670,401,115.62,24.612222222222222
519,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Mike Williams (15355946),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),49900.0,118.77885714285715,150.38957142857143,198.43485714285717,335,520,251,1106,175,143.8,27.778888888888886
520,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Adam Humphries (15356020),T.Y. Hilton (15355876),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),49900.0,116.9987142857143,150.38785714285714,190.42642857142857,649,521,1614,2784,888,106.02,30.77
521,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Diontae Johnson (15355932),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49900.0,117.08185714285715,150.38757142857142,197.77085714285718,634,522,327,1483,323,117.63999999999999,34.55999999999999
522,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Davante Adams (15355828),Adam Humphries (15356020),Mike Williams (15355946),Chris Herndon (15356226),Amari Cooper (15355854),Dolphins  (15356409),49700.0,115.5047142857143,150.38685714285708,199.28442857142858,984,523,175,1682,409,113.03999999999999,45.05555555555554
523,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Diontae Johnson (15355932),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49600.0,120.56585714285713,150.3785714285714,191.76285714285717,121,524,1362,2007,521,112.82000000000001,30.713333333333335
524,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Mike Williams (15355946),Breshad Perriman (15355972),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),49900.0,113.39471428571429,150.37685714285715,198.70585714285718,1429,525,226,2180,582,104.84,40.13444444444444
525,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Diontae Johnson (15355932),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49700.0,118.08471428571428,150.37185714285712,199.1644285714286,455,526,183,1164,201,121.04,47.93777777777777
526,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Cardinals  (15356396),50000.0,116.37171428571428,150.36885714285714,197.70985714285717,773,527,331,1631,389,135.7,24.16444444444444
527,Matt Ryan (15355529),Derrick Henry (15355598),Ezekiel Elliott (15355596),Julio Jones (15355834),Adam Humphries (15356020),Amari Cooper (15355854),Chris Herndon (15356226),Breshad Perriman (15355972),Cardinals  (15356396),50000.0,117.06871428571432,150.36785714285716,191.58285714285716,635,528,1400,2563,780,113.02000000000001,31.491111111111106
528,Kyler Murray (15355534),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Julio Jones (15355834),Davante Adams (15355828),Adam Humphries (15356020),Chris Herndon (15356226),Mike Williams (15355946),Cardinals  (15356396),49500.0,112.60971428571429,150.36685714285716,200.15585714285717,1601,529,97,2227,605,119.04,39.41444444444444
529,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Davante Adams (15355828),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Jets  (15356411),49700.0,116.87885714285713,150.3545714285714,195.66985714285718,675,530,642,1847,469,132.89999999999998,30.265555555555554
530,Matt Ryan (15355529),Derrick Henry (15355598),Ezekiel Elliott (15355596),Davante Adams (15355828),Adam Humphries (15356020),Amari Cooper (15355854),Chris Herndon (15356226),Breshad Perriman (15355972),Jets  (15356411),49700.0,117.57585714285715,150.35357142857143,189.54285714285717,540,531,1741,2812,908,110.22,37.59222222222222
531,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Diontae Johnson (15355932),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),50000.0,119.64871428571428,150.35285714285715,191.46285714285716,208,532,1426,2166,578,121.02,34.37333333333333
532,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Mike Williams (15355946),DeAndre Hopkins (15355830),Chris Herndon (15356226),Melvin Gordon III (15355634),Jets  (15356411),49600.0,115.73185714285715,150.34757142857143,202.48585714285716,925,533,24,1482,321,114.03999999999999,38.449999999999996
533,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Julio Jones (15355834),Diontae Johnson (15355932),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),50000.0,116.80585714285715,150.34357142857144,191.55285714285716,688,534,1407,2629,806,145.12,29.749999999999993
534,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Julio Jones (15355834),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Cardinals  (15356396),49500.0,119.91871428571429,150.34285714285716,192.73785714285717,174,535,1183,1892,493,105.62,25.10111111111111
535,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Diontae Johnson (15355932),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49700.0,120.15585714285713,150.3385714285714,189.42285714285717,147,536,1750,2433,706,118.22,40.47444444444444
536,Matt Ryan (15355529),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Mike Williams (15355946),Chris Herndon (15356226),T.Y. Hilton (15355876),Dolphins  (15356409),49500.0,118.6387142857143,150.33785714285716,195.5264285714286,356,537,661,1554,354,89.82000000000001,33.652222222222214
537,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Diontae Johnson (15355932),Adam Humphries (15356020),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49800.0,115.90471428571428,150.33185714285713,194.38585714285716,882,538,873,2293,636,140.44,44.00444444444443
538,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Adam Humphries (15356020),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),50000.0,119.22585714285714,150.32857142857142,188.02785714285716,264,539,1914,2717,847,107.82,26.336666666666666
539,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Julio Jones (15355834),Davante Adams (15355828),Diontae Johnson (15355932),Jonnu Smith (15356204),Adam Humphries (15356020),Jets  (15356411),49800.0,115.40385714285715,150.3245714285714,191.03485714285716,1012,540,1509,3061,1017,161.8,24.322222222222223
540,Matt Ryan (15355529),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Davante Adams (15355828),Adam Humphries (15356020),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49600.0,118.48371428571429,150.31285714285713,190.8314285714286,378,541,1545,2464,727,118.01999999999998,28.46888888888889
541,Kyler Murray (15355534),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Mike Williams (15355946),Jets  (15356411),49900.0,113.25685714285713,150.3125714285714,202.32585714285716,1457,542,31,2030,532,133.74,37.95111111111111
542,Matt Ryan (15355529),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Adam Humphries (15356020),Chris Herndon (15356226),T.Y. Hilton (15355876),Cardinals  (15356396),49600.0,116.45871428571431,150.29785714285714,190.74785714285716,756,543,1564,2863,936,109.22,29.718888888888884
543,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Amari Cooper (15355854),DeAndre Hopkins (15355830),Chris Herndon (15356226),Melvin Gordon III (15355634),Cardinals  (15356396),50000.0,118.3167142857143,150.29385714285718,196.65485714285717,411,544,481,1436,306,153.49999999999997,32.64444444444444
544,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Davante Adams (15355828),Mike Williams (15355946),Jonnu Smith (15356204),Breshad Perriman (15355972),Cardinals  (15356396),49900.0,115.6797142857143,150.29185714285714,197.42585714285718,941,545,374,1860,474,108.94000000000001,28.078888888888883
545,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Mike Williams (15355946),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),50000.0,117.0367142857143,150.28885714285713,199.44342857142857,640,546,151,1337,269,137.7,41.19555555555555
546,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Diontae Johnson (15355932),Jonnu Smith (15356204),T.Y. Hilton (15355876),Cardinals  (15356396),49900.0,119.08171428571428,150.27385714285714,190.47985714285716,287,547,1604,2438,710,155.79999999999998,32.837777777777774
547,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Diontae Johnson (15355932),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Dolphins  (15356409),49600.0,121.88871428571429,150.26285714285714,192.18642857142856,51,548,1291,1890,492,114.82,38.79888888888889
548,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Adam Humphries (15356020),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49500.0,118.17885714285713,150.25957142857143,192.55985714285717,438,549,1215,2202,593,120.89999999999999,23.326666666666668
549,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Amari Cooper (15355854),Jonnu Smith (15356204),Melvin Gordon III (15355634),Dolphins  (15356409),49600.0,118.8817142857143,150.25385714285716,195.73342857142862,318,550,627,1495,327,153.0,31.123333333333335
550,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Mike Williams (15355946),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Cardinals  (15356396),49900.0,117.35471428571428,150.24185714285716,199.07085714285716,584,551,195,1330,264,103.24,34.02555555555555
551,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49700.0,118.72871428571429,150.23285714285714,189.70285714285717,343,552,1716,2611,799,107.02,28.137777777777778
552,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Diontae Johnson (15355932),T.Y. Hilton (15355876),Chris Herndon (15356226),Melvin Gordon III (15355634),Cardinals  (15356396),49600.0,116.03471428571429,150.23185714285714,194.53085714285717,849,553,837,2239,611,126.03999999999999,43.50888888888888
553,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Julio Jones (15355834),Diontae Johnson (15355932),Amari Cooper (15355854),Chris Herndon (15356226),Breshad Perriman (15355972),Dolphins  (15356409),49700.0,115.9747142857143,150.22685714285709,199.0144285714286,866,554,200,1620,386,118.04,47.176666666666655
554,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Breshad Perriman (15355972),Dolphins  (15356409),49800.0,115.74671428571428,150.21885714285713,193.7534285714286,922,555,1007,2484,740,136.59999999999997,25.68
555,Kyler Murray (15355534),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),Amari Cooper (15355854),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),50000.0,112.79471428571428,150.21685714285712,200.54585714285716,1556,556,81,2193,588,143.43999999999997,42.81666666666667
556,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Adam Humphries (15356020),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Dolphins  (15356409),49700.0,115.4217142857143,150.20885714285714,193.74342857142855,1007,557,1008,2572,783,156.59999999999997,35.74111111111111
557,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Mike Williams (15355946),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Dolphins  (15356409),50000.0,119.32171428571431,150.20385714285715,198.1634285714286,248,558,280,1086,169,141.8,29.14
558,Matt Ryan (15355529),Derrick Henry (15355598),Ezekiel Elliott (15355596),Davante Adams (15355828),Mike Williams (15355946),Breshad Perriman (15355972),Chris Herndon (15356226),T.Y. Hilton (15355876),Jets  (15356411),49900.0,118.14585714285715,150.20357142857142,192.11785714285716,444,559,1303,2306,645,84.62,35.11333333333333
559,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Diontae Johnson (15355932),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),50000.0,117.62471428571428,150.20185714285714,197.49942857142855,530,560,362,1452,311,115.63999999999999,35.9211111111111
560,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Amari Cooper (15355854),Breshad Perriman (15355972),Chris Herndon (15356226),T.Y. Hilton (15355876),Cardinals  (15356396),50000.0,116.94471428571428,150.20185714285714,196.73085714285716,658,561,467,1686,412,108.64,43.78666666666666
561,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Davante Adams (15355828),Adam Humphries (15356020),Mike Williams (15355946),Chris Herndon (15356226),T.Y. Hilton (15355876),Cardinals  (15356396),50000.0,113.8947142857143,150.19685714285714,197.08085714285718,1334,562,413,2309,648,106.83999999999999,38.643333333333324
562,Matt Ryan (15355529),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Davante Adams (15355828),Amari Cooper (15355854),Chris Herndon (15356226),Breshad Perriman (15355972),Cardinals  (15356396),49500.0,118.68371428571429,150.19285714285718,192.13285714285718,349,563,1301,2213,598,110.61999999999999,28.694444444444443
563,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Diontae Johnson (15355932),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49700.0,121.10871428571429,150.19285714285712,191.4914285714286,90,564,1420,2074,546,110.82000000000001,32.074444444444445
564,Matt Ryan (15355529),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Julio Jones (15355834),Davante Adams (15355828),Adam Humphries (15356020),Chris Herndon (15356226),Mike Williams (15355946),Cardinals  (15356396),49500.0,115.63371428571428,150.18785714285715,192.48285714285717,951,565,1231,2747,865,108.82000000000001,23.551111111111112
565,Matt Ryan (15355529),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Julio Jones (15355834),Davante Adams (15355828),Mike Williams (15355946),Chris Herndon (15356226),Breshad Perriman (15355972),Dolphins  (15356409),49500.0,117.4037142857143,150.18785714285713,194.92142857142858,573,566,760,1899,495,94.82000000000001,37.245555555555555
566,Kyler Murray (15355534),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Julio Jones (15355834),Davante Adams (15355828),Adam Humphries (15356020),Chris Herndon (15356226),T.Y. Hilton (15355876),Jets  (15356411),49500.0,112.65685714285715,150.1825714285714,196.45085714285716,1590,567,519,2676,824,110.83999999999999,33.498888888888885
567,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Davante Adams (15355828),Diontae Johnson (15355932),Chris Herndon (15356226),Amari Cooper (15355854),Cardinals  (15356396),49500.0,116.58171428571428,150.17885714285714,194.35485714285716,731,568,879,2178,581,155.29999999999998,32.07
568,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Davante Adams (15355828),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Dolphins  (15356409),49800.0,117.42171428571429,150.16885714285712,195.39842857142855,570,569,678,1817,454,130.89999999999998,31.626666666666665
569,Matt Ryan (15355529),Derrick Henry (15355598),Ezekiel Elliott (15355596),Davante Adams (15355828),Adam Humphries (15356020),Amari Cooper (15355854),Chris Herndon (15356226),Breshad Perriman (15355972),Dolphins  (15356409),49800.0,118.1187142857143,150.16785714285714,189.2714285714286,451,570,1773,2794,894,108.22,38.95333333333333
