,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,CMP_MAX,CMP_MIN,CMP_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,INTS_MAX,INTS_MIN,INTS_MID,ATT.1_MAX,ATT.1_MIN,ATT.1_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
10,Cam Newton,NE,37.0,31.0,33.9,22.0,18.4,20.3,254.7,189.0,231.7,1.5,1.0,1.3,0.8,1.2,1.0,8.6,6.5,7.4,41.7,30.0,36.5,1.0,0.3,0.5,0.1,0.3,0.2,25.5,16.9,18.5,8,QB
11,Russell Wilson,SEA,34.3,28.1,31.6,22.0,18.2,20.3,267.4,220.5,247.4,2.0,1.7,1.9,0.0,0.8,0.5,4.4,2.7,3.3,22.6,12.8,16.8,0.1,0.0,0.1,0.2,0.3,0.3,21.5,17.3,18.0,8,QB
12,Matthew Stafford,DET,41.0,35.3,37.6,27.0,22.7,24.1,280.0,239.0,262.5,2.0,1.5,1.9,0.8,1.0,0.9,3.0,1.5,2.1,8.5,5.0,6.8,0.1,0.0,0.0,0.2,0.3,0.3,22.5,14.8,16.4,8,QB
13,Alex Smith,WAS,36.0,31.0,32.8,23.0,20.3,21.2,261.0,231.0,245.4,1.5,1.0,1.3,0.0,0.6,0.4,4.9,3.0,4.3,23.7,14.7,19.6,0.2,0.0,0.1,0.2,0.2,0.2,17.8,16.4,16.4,8,QB
14,Carson Wentz,PHI,39.0,36.0,37.8,24.7,22.9,23.7,275.0,243.0,257.6,2.0,1.4,1.7,0.5,1.4,0.9,3.6,2.0,3.1,14.6,10.0,13.1,0.1,0.0,0.1,0.3,0.3,0.3,22.8,15.2,16.2,8,QB
15,Baker Mayfield,CLE,41.0,37.9,39.5,24.0,22.6,23.5,289.0,245.6,271.9,2.0,1.3,1.6,0.9,1.2,1.0,3.0,2.2,2.7,20.0,8.0,14.1,0.1,0.0,0.0,0.1,0.4,0.2,23.5,15.0,16.2,8,QB
16,Case Keenum,CLE,42.0,35.0,38.2,26.0,21.0,23.5,309.0,260.0,283.1,1.8,1.0,1.4,0.9,1.1,1.0,3.3,0.8,1.5,16.6,3.0,6.7,0.3,0.0,0.1,0.2,0.4,0.3,19.5,16.3,15.9,8,QB
17,Joe Flacco,NYJ,40.5,32.0,38.0,26.5,22.0,24.3,285.2,250.0,271.2,2.0,1.4,1.6,0.8,1.0,0.9,2.5,1.0,1.9,8.2,4.4,5.4,0.1,0.0,0.0,0.1,0.2,0.2,21.0,15.3,15.8,8,QB
18,Derek Carr,LV,40.0,35.0,37.1,28.0,19.0,24.0,299.0,240.0,264.0,2.0,1.0,1.6,0.8,1.2,1.0,2.1,1.0,1.7,5.7,4.0,4.9,0.1,0.0,0.0,0.2,0.4,0.3,17.3,15.6,14.9,8,QB
19,Blake Bortles,LAR,41.0,26.0,32.9,25.0,16.0,19.9,282.0,180.0,227.6,1.4,0.9,1.2,0.8,1.2,1.0,5.0,3.3,3.9,30.0,18.0,22.5,0.1,0.0,0.1,0.2,0.3,0.2,17.5,12.2,13.9,8,QB
20,CJ Beathard,SF,38.6,32.9,34.8,22.0,20.0,21.1,251.0,235.0,244.7,1.4,1.0,1.2,1.0,1.6,1.3,3.8,2.0,3.2,17.3,10.0,13.5,0.4,0.0,0.2,0.3,0.3,0.3,16.8,11.8,13.8,8,QB
21,Josh Rosen,SF,36.0,29.0,32.2,20.0,17.1,18.7,239.0,178.2,217.9,1.5,1.0,1.2,0.6,1.7,1.0,3.0,1.5,2.1,12.5,4.0,8.3,0.1,0.0,0.0,0.2,0.2,0.2,16.3,10.9,12.2,8,QB
22,Sam Darnold,NYJ,37.0,28.0,32.8,22.0,17.0,19.7,260.0,210.0,231.0,1.3,1.0,1.2,0.9,1.6,1.2,2.9,1.0,2.2,8.7,3.5,6.1,0.1,0.0,0.1,0.2,0.3,0.3,15.0,10.9,12.0,8,QB
23,Lamar Jackson,BAL,1.5,0.0,0.5,0.8,0.0,0.3,9.8,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.4,2.1,16.1,9.0,13.3,0.1,0.0,0.1,0.0,0.2,0.1,2.3,1.5,1.8,8,QB
24,Taysom Hill,NO,1.1,0.0,0.4,0.6,0.0,0.3,8.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.1,2.7,20.9,6.0,12.1,0.2,0.0,0.1,0.0,0.3,0.1,2.9,0.9,1.8,8,QB
25,Ryan Fitzpatrick,MIA,1.9,0.2,0.8,1.1,0.1,0.5,14.2,1.4,6.3,0.1,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.1,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.4,8,QB
26,Jacoby Brissett,IND,1.5,0.3,1.0,0.9,0.2,0.6,9.7,2.4,7.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.1,0.4,8,QB
27,Trevor Siemian,NO,2.2,0.2,0.9,1.4,0.1,0.6,15.2,1.4,6.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.4,8,QB
28,Joshua Dobbs,PIT,1.8,0.0,1.0,1.1,0.0,0.6,12.4,0.0,6.7,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.0,0.4,8,QB
29,Brett Hundley,ARI,2.1,0.0,0.7,1.3,0.0,0.5,14.3,0.0,5.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.3,8,QB
30,Josh McCown,HOU,2.1,0.2,0.9,1.3,0.1,0.5,14.6,1.1,5.9,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.3,8,QB
31,AJ McCarron,HOU,2.1,0.0,0.8,1.3,0.0,0.5,14.4,0.2,5.3,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.3,8,QB
32,Nick Foles,CHI,2.1,0.2,0.9,1.1,0.1,0.5,12.6,1.2,5.2,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.9,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.3,8,QB
33,Mike Glennon,JAC,1.9,0.2,0.8,1.2,0.1,0.5,12.5,1.1,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,8,QB
34,Brian Hoyer,NE,1.7,0.2,0.7,1.1,0.1,0.4,12.2,1.2,4.9,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.3,8,QB
35,Chad Henne,KC,1.6,0.0,0.6,1.0,0.0,0.4,11.7,0.1,4.3,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,8,QB
36,Chase Daniel,DET,1.6,0.0,0.6,1.0,0.0,0.4,11.6,0.1,4.3,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,8,QB
37,Colt McCoy,NYG,1.8,0.0,0.7,1.1,0.0,0.4,12.7,0.1,4.6,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,8,QB
38,Jeff Driskel,DEN,0.7,0.0,0.3,0.5,0.0,0.2,5.8,0.2,2.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,8,QB
39,Teddy Bridgewater,CAR,1.5,0.0,0.6,0.9,0.0,0.3,10.3,0.1,3.9,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,8,QB
40,Alex Tanney,NYG,1.1,0.0,0.6,0.7,0.0,0.4,7.3,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,8,QB
41,Sean Mannion,MIN,0.8,0.0,0.3,0.4,0.0,0.2,5.0,0.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,8,QB
42,Kevin Hogan,CIN,0.2,0.1,0.2,0.1,0.1,0.1,1.3,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,8,QB
43,Nick Mullens,SF,0.2,0.2,0.2,0.1,0.1,0.1,1.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,8,QB
44,Nathan Peterman,LV,0.2,0.1,0.2,0.1,0.1,0.1,1.1,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
45,Taylor Heinicke,WAS,0.2,0.0,0.1,0.1,0.0,0.1,1.1,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
46,David Fales,NYJ,0.2,0.0,0.1,0.1,0.0,0.1,1.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
47,Mason Rudolph,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
48,Kyle Lauletta,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
49,Danny Etling,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
50,Chad Kelly,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
51,Joe Webb,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
52,Josh Johnson,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
53,Nate Sudfeld,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
54,Matt Barkley,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
55,Alex McGough,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
56,Davis Webb,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
57,Drew Stanton,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
58,Jake Rudock,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
59,Robert Griffin,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
60,Matt Moore,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
61,Tim Boyle,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
62,Brandon Allen,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
63,Kyle Sloter,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,QB
